t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,perfil,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
33.804,1,0.783,3.24,0.72,5,70.7,21.62,0.169,-0.0365,0.114,0.002,0.059,-1.085,-0.896,47.33,11.52,2,-1.92,1,0.787,18.9,13.24,-3.308,1,5,0.1074,0.1148,0.1185,0.1167
33.896,1,0.795,3.74,0.59,5,71.0,20.57,0.1665,-0.0478,0.138,0.003,-0.064,-1.077,-0.887,47.33,11.52,2,-1.92,1,0.782,19.39,13.72,-5.704,1,5,0.1352,0.1408,0.1426,0.1352
34.0,1,0.79,3.49,0.34,5,71.6,20.2,0.1689,-0.0497,0.16,0.0,-0.087,-1.066,-0.875,47.04,11.52,2,-1.92,1,0.78,18.9,11.71,-4.436,1,5,0.163,0.1556,0.1649,0.1574
34.102,1,0.777,3.74,0.33,5,71.4,20.57,0.1877,-0.0408,0.166,0.0,0.0,-1.053,-0.861,46.98,11.54,2,-0.89,1,0.803,18.9,10.8,-6.187,1,5,0.1669,0.1613,0.1725,0.1651
34.197,1,0.739,4.24,0.87,5,70.7,25.84,0.1642,-0.0422,0.174,-0.005,0.06,-1.043,-0.851,46.93,11.54,2,-0.89,1,0.777,18.9,10.76,-6.162,1,5,0.1799,0.1669,0.1725,0.178
34.301,1,0.704,4.99,0.54,5,70.2,27.44,0.1423,-0.0583,0.174,0.005,-0.081,-1.031,-0.838,46.81,11.54,2,-0.89,1,0.806,19.87,10.11,-3.523,1,5,0.1725,0.178,0.1799,0.1669
34.399,1,0.725,5.49,-0.01,5,69.7,21.1,0.12,-0.0566,0.16,-0.002,-0.053,-1.02,-0.826,46.81,11.54,2,-0.89,1,0.784,20.84,9.66,-4.226,1,5,0.1613,0.1521,0.1651,0.1632
34.469,1,0.713,4.99,0.51,5,70.2,26.27,0.1365,-0.051,0.141,-0.001,-0.094,-1.013,-0.818,46.47,11.55,2,-0.22,1,0.789,19.87,8.95,-5.225,1,5,0.1502,0.1409,0.1391,0.1354
34.496,1,0.74,4.74,0.2,5,70.6,25.69,0.1246,-0.0548,0.136,0.0,0.009,-1.011,-0.816,46.47,11.55,2,-0.22,1,0.789,19.87,8.95,-5.225,1,5,0.1428,0.1335,0.1391,0.128
34.567,1,0.738,4.74,0.44,5,70.3,23.94,0.1411,-0.0464,0.128,-0.003,0.002,-1.004,-0.809,46.41,11.55,2,-0.22,1,0.791,18.9,8.2,-5.148,1,5,0.1243,0.1076,0.1428,0.1391
34.595,1,0.729,4.74,0.34,5,70.3,25.11,0.142,-0.0518,0.127,-0.003,-0.023,-1.002,-0.807,46.41,11.55,2,-0.22,1,0.791,18.9,8.2,-5.148,1,5,0.1243,0.1113,0.1372,0.1354
34.668,1,0.73,4.24,-0.2,5,68.4,25.11,0.1249,-0.0493,0.125,0.002,-0.052,-0.995,-0.8,46.24,11.55,2,0.1,1,0.812,17.93,7.84,-3.557,1,5,0.1324,0.1287,0.125,0.1122
34.695,1,0.707,4.24,-0.82,5,68.6,25.69,0.1317,-0.0321,0.124,0.002,-0.022,-0.993,-0.798,46.24,11.55,2,0.1,1,0.812,17.93,7.84,-3.557,1,5,0.1306,0.125,0.1269,0.114
34.735,1,0.719,4.24,-0.67,5,68.5,25.69,0.1458,-0.0183,0.121,-0.0,-0.029,-0.99,-0.795,46.12,11.55,2,0.1,1,0.8,17.93,6.69,-5.309,1,5,0.125,0.1122,0.1287,0.1177
34.77,1,0.748,3.74,-0.24,5,68.8,24.79,0.1568,-0.0213,0.122,-0.003,0.006,-0.986,-0.791,46.07,11.55,2,0.1,1,0.8,17.45,6.62,-5.27,1,5,0.1261,0.1076,0.1298,0.1243
34.8,1,0.747,3.99,-0.53,5,69.4,24.26,0.1662,-0.0257,0.124,-0.004,-0.005,-0.985,-0.79,46.12,11.55,2,0.1,1,0.806,17.45,6.24,-2.657,1,5,0.1298,0.1094,0.1298,0.1261
34.867,1,0.749,3.74,0.67,5,69.5,20.46,0.1589,-0.0225,0.144,0.002,-0.002,-0.976,-0.78,46.01,11.55,2,-1.12,1,0.822,16.96,6.45,-3.518,1,5,0.1441,0.1478,0.1441,0.1405
34.901,1,0.756,3.74,0.08,5,70.0,20.46,0.172,-0.0502,0.148,0.002,-0.006,-0.974,-0.778,46.01,11.55,2,-1.12,1,0.809,16.96,7.43,-2.831,1,5,0.1441,0.1478,0.1441,0.1405
34.997,1,0.675,3.74,-1.14,5,67.6,24.52,0.1513,-0.0353,0.154,-0.005,-0.053,-0.965,-0.77,45.89,11.55,2,-1.12,1,0.817,16.96,4.98,-4.457,1,5,0.1576,0.1372,0.1613,0.1595
35.067,1,0.669,3.24,0.45,5,66.5,25.11,0.1491,-0.0071,0.152,0.001,-0.083,-0.957,-0.761,45.66,11.58,2,-0.71,1,0.814,15.99,6.29,-4.195,1,5,0.1569,0.1476,0.1587,0.144
35.095,1,0.702,2.75,0.08,5,66.7,20.46,0.1458,-0.0375,0.151,0.004,-0.043,-0.955,-0.759,45.55,11.58,2,-0.71,1,0.814,15.99,6.29,-4.195,1,5,0.155,0.1513,0.1587,0.1403
35.168,1,0.763,2.25,-0.65,5,68.6,22.77,0.167,-0.0249,0.147,-0.0,-0.03,-0.947,-0.75,45.38,11.58,2,-0.71,1,0.817,15.03,4.1,-5.035,1,5,0.1502,0.1335,0.1613,0.1447
35.199,1,0.753,2.25,-0.99,5,68.2,22.78,0.1715,-0.0009,0.146,-0.001,-0.049,-0.944,-0.748,45.32,11.58,2,-0.71,1,0.817,14.06,3.41,-4.699,1,5,0.1502,0.1317,0.1576,0.1447
35.23,1,0.766,2.25,-0.97,5,68.4,21.02,0.1785,0.0083,0.146,0.001,-0.003,-0.94,-0.744,45.26,11.58,2,-1.96,1,0.817,14.06,3.41,-4.699,1,5,0.15,0.1426,0.1519,0.1408
35.297,1,0.737,2.0,-1.42,5,67.7,21.6,0.1892,0.0079,0.157,0.003,-0.04,-0.934,-0.737,45.21,11.58,2,-1.96,1,0.821,14.06,3.39,-4.702,1,5,0.1537,0.1556,0.163,0.1537
35.367,1,0.711,2.25,-0.87,5,66.6,22.77,0.2034,0.0251,0.174,0.0,-0.004,-0.924,-0.727,45.21,11.58,2,-1.96,1,0.819,14.06,3.49,-4.785,1,5,0.1753,0.1735,0.1753,0.1735
35.399,1,0.76,2.25,-1.16,5,68.6,22.77,0.1848,0.0037,0.177,0.002,0.008,-0.921,-0.724,45.21,11.58,2,-1.96,1,0.781,16.96,7.14,-4.987,1,5,0.1753,0.1809,0.1772,0.1753
35.433,1,0.761,1.75,-0.86,5,69.6,23.94,0.174,0.0102,0.184,0.007,-0.006,-0.916,-0.718,45.32,11.59,2,-3.22,1,0.81,17.45,10.58,-2.515,1,5,0.1698,0.1919,0.1901,0.1827
35.467,1,0.769,1.75,-0.8,5,70.0,22.19,0.1882,0.0096,0.192,0.004,-0.052,-0.91,-0.713,45.21,11.59,2,-3.22,1,0.814,16.96,10.94,-3.427,1,5,0.1817,0.1929,0.1984,0.1947
35.5,1,0.763,1.75,-0.88,5,70.1,20.46,0.2021,0.0088,0.194,0.002,-0.027,-0.908,-0.71,45.21,11.59,2,-3.22,1,0.817,16.96,10.97,-3.427,1,5,0.1873,0.191,0.2003,0.1966
35.6,1,0.803,1.0,-1.12,5,73.2,23.35,0.2036,0.0105,0.197,0.006,-0.002,-0.894,-0.696,45.09,11.59,2,-3.22,1,0.83,15.99,10.85,-1.477,1,5,0.1929,0.204,0.2003,0.1892
35.666,1,0.85,0.75,-0.54,5,74.8,21.02,0.2245,0.0284,0.203,-0.002,0.034,-0.883,-0.685,45.09,11.59,2,-2.84,1,0.835,16.48,10.03,-1.021,1,5,0.2003,0.1984,0.204,0.2096
35.701,1,0.844,1.0,-0.49,5,76.2,20.44,0.2385,0.0131,0.204,0.0,0.076,-0.88,-0.681,45.21,11.59,2,-2.84,1,0.833,16.96,11.11,-1.919,1,5,0.1984,0.2059,0.2021,0.2077
35.735,1,0.84,1.0,-0.42,5,76.8,20.44,0.2454,0.0082,0.211,0.002,0.069,-0.874,-0.675,45.26,11.59,2,-2.84,1,0.836,16.96,11.12,-1.882,1,5,0.204,0.2188,0.2077,0.2151
35.799,1,0.848,0.75,-0.05,5,76.3,20.46,0.2346,0.0052,0.225,-0.0,-0.018,-0.864,-0.665,45.21,11.59,2,-2.84,1,0.838,16.96,12.98,0.517,1,5,0.2186,0.2278,0.2204,0.2315
35.866,1,0.852,0.75,-0.06,5,75.8,20.46,0.2498,-0.0043,0.243,0.001,0.028,-0.85,-0.651,45.38,11.59,2,-0.61,1,0.819,13.57,8.87,0.392,1,5,0.2374,0.2467,0.2411,0.2467
35.902,1,0.849,1.0,-0.0,5,75.3,20.44,0.25,-0.0042,0.247,-0.001,-0.055,-0.846,-0.648,45.32,11.59,2,-0.61,1,0.848,13.57,5.92,-2.614,1,5,0.2448,0.2485,0.243,0.2522
35.934,1,0.849,0.75,-0.04,5,74.6,20.46,0.2489,-0.0094,0.252,-0.001,-0.035,-0.839,-0.641,45.26,11.59,2,-0.61,1,0.843,13.09,6.37,-3.629,1,5,0.2522,0.2541,0.2467,0.2541
35.965,1,0.845,0.25,0.05,5,74.3,20.46,0.2464,-0.0047,0.255,-0.0,0.034,-0.832,-0.633,45.32,11.59,2,-0.61,1,0.847,13.09,4.85,0.016,1,5,0.2541,0.2522,0.2559,0.2559
36.0,1,0.856,0.75,-0.18,5,74.7,20.46,0.261,-0.0024,0.255,0.001,-0.034,-0.829,-0.63,45.26,11.59,2,-0.61,1,0.842,13.09,6.36,-3.629,1,5,0.2504,0.2504,0.2615,0.2578
36.066,1,0.851,0.0,-0.06,5,73.2,19.97,0.264,-0.0005,0.264,-0.0,0.023,-0.814,-0.615,45.26,11.6,2,1.13,1,0.843,13.09,6.29,-0.486,1,5,0.2615,0.2634,0.2634,0.2671
36.168,1,0.854,-0.25,-0.28,5,73.6,20.46,0.299,0.0033,0.271,-0.001,0.045,-0.794,-0.595,45.21,11.6,2,1.13,1,0.855,12.12,6.17,-1.599,1,5,0.27,0.2682,0.2718,0.2737
36.2,1,0.842,0.25,-0.4,5,73.7,20.46,0.2936,0.0144,0.274,-0.001,0.009,-0.79,-0.591,45.26,11.6,2,1.13,1,0.853,11.63,6.06,-4.034,1,5,0.2737,0.2737,0.2718,0.2773
36.238,1,0.866,0.0,-0.03,5,75.3,20.44,0.2881,0.0124,0.285,0.0,-0.048,-0.782,-0.583,45.15,11.6,2,1.48,1,0.828,9.69,1.48,-0.157,1,5,0.2832,0.285,0.285,0.2869
36.301,1,0.853,-0.25,-0.21,5,76.9,20.46,0.2706,0.0013,0.297,0.0,0.003,-0.769,-0.57,45.15,11.6,2,1.48,1,0.87,9.21,-2.31,-5.152,1,5,0.2914,0.2932,0.3023,0.3023
36.368,1,0.845,-0.25,0.12,5,76.5,20.46,0.2351,0.0098,0.303,0.0,0.03,-0.751,-0.552,45.15,11.6,2,1.48,1,0.88,8.72,-3.41,0.0,0,5,0.3027,0.299,0.3064,0.3027
36.398,1,0.85,0.0,0.55,5,75.8,20.96,0.2296,-0.0011,0.301,0.001,-0.034,-0.747,-0.548,45.09,11.6,2,1.48,1,0.871,9.69,-2.0,-6.061,1,5,0.3008,0.299,0.3064,0.299
36.499,1,0.872,-0.75,-0.18,5,75.9,20.46,0.1695,-0.0143,0.278,0.01,-0.073,-0.728,-0.528,44.69,11.6,2,0.32,1,0.89,8.24,-3.33,-6.857,1,5,0.2738,0.2757,0.3016,0.2627
36.536,1,0.876,-1.75,0.26,5,75.9,20.46,0.1577,0.0136,0.271,0.008,-0.144,-0.721,-0.52,44.35,11.6,2,0.32,1,0.887,7.76,-5.0,-7.418,1,5,0.2794,0.2646,0.2923,0.2461
36.564,1,0.879,-1.75,-0.86,5,76.5,20.46,0.1335,0.0153,0.266,0.006,-0.138,-0.717,-0.517,44.18,11.6,2,0.32,1,0.894,6.79,-5.75,0.0,0,5,0.2782,0.2578,0.2875,0.2411
36.599,1,0.883,-2.25,-0.61,5,76.4,20.46,0.1477,0.0387,0.255,0.006,-0.107,-0.71,-0.51,44.0,11.6,2,0.32,1,0.872,8.72,-3.91,0.0,0,5,0.2671,0.2374,0.2838,0.2318
36.666,1,0.896,-3.74,-1.21,5,76.8,20.46,0.1684,0.0387,0.231,0.009,-0.153,-0.698,-0.496,43.37,11.6,2,-3.25,1,0.879,8.72,-2.25,-7.504,1,5,0.2392,0.2151,0.2652,0.2059
36.766,1,0.889,-5.24,-2.1,5,79.1,20.46,0.1468,0.0643,0.209,0.011,-0.161,-0.683,-0.481,42.69,11.6,2,-3.25,1,0.88,10.66,2.15,-5.032,1,5,0.2188,0.1984,0.2411,0.178
36.798,1,0.893,-5.74,-2.27,5,79.2,20.46,0.1611,0.1049,0.204,0.013,-0.107,-0.68,-0.478,42.57,11.6,2,-3.25,1,0.878,12.6,9.78,-2.148,1,5,0.2114,0.1966,0.2355,0.1706
36.866,1,0.884,-6.74,-2.91,5,79.3,20.46,0.1818,0.1176,0.195,0.007,-0.108,-0.669,-0.468,42.11,11.6,2,-6.33,1,0.891,12.6,10.72,-1.778,1,5,0.2003,0.1836,0.2207,0.1743
36.899,1,0.877,-7.74,-3.01,5,79.3,20.46,0.1962,0.1499,0.19,0.006,-0.087,-0.667,-0.465,42.0,11.6,2,-6.33,1,0.901,12.12,11.68,-3.478,1,5,0.1947,0.1799,0.2133,0.1725
36.934,1,0.877,-8.24,-3.13,5,79.6,20.46,0.2028,0.1663,0.183,0.005,0.008,-0.661,-0.46,41.94,11.6,2,-6.33,1,0.899,11.15,11.46,-3.096,1,5,0.1855,0.1762,0.1984,0.1706
36.964,1,0.879,-8.24,-3.52,5,79.9,20.46,0.2168,0.1776,0.18,0.001,0.06,-0.656,-0.455,42.0,11.6,2,-6.33,1,0.902,11.15,10.53,-3.545,1,5,0.1778,0.1778,0.1834,0.1797
36.998,1,0.879,-7.74,-3.66,5,80.1,20.46,0.2308,0.1925,0.181,0.0,0.164,-0.653,-0.453,42.17,11.6,2,-6.33,1,0.897,12.12,10.44,-1.039,1,5,0.1704,0.1797,0.1815,0.1908
37.065,1,0.885,-6.74,-2.39,5,80.4,20.46,0.2519,0.1974,0.189,0.001,0.192,-0.642,-0.443,42.91,11.61,2,-7.05,1,0.891,13.57,14.13,-0.135,1,5,0.1502,0.2133,0.1651,0.2151
37.103,1,0.889,-5.74,-2.93,5,80.2,20.46,0.266,0.1444,0.199,-0.004,0.316,-0.636,-0.437,43.54,11.61,2,-7.05,1,0.892,15.03,14.62,-1.227,1,5,0.1669,0.2374,0.1539,0.2392
37.165,1,0.886,-4.24,-1.2,5,79.5,20.46,0.2597,0.1519,0.215,-0.004,0.227,-0.626,-0.428,44.4,11.61,2,-7.05,1,0.903,18.42,19.67,0.0,0,5,0.1743,0.2541,0.1669,0.2634
37.265,1,0.858,-1.25,0.38,5,78.1,20.46,0.2163,0.0722,0.232,-0.008,0.166,-0.609,-0.412,45.61,11.61,2,-3.12,1,0.886,19.39,22.11,0.0,0,5,0.2038,0.263,0.1852,0.2778
37.301,1,0.886,-1.0,0.46,5,77.3,19.97,0.2155,-0.0113,0.232,-0.007,0.14,-0.603,-0.406,45.89,11.61,2,-3.12,1,0.872,16.48,15.08,1.253,1,5,0.2056,0.2593,0.1908,0.2741
37.333,1,0.874,-0.5,0.8,5,77.3,19.97,0.2225,-0.015,0.23,-0.007,0.125,-0.599,-0.403,46.07,11.61,2,-3.12,1,0.888,16.48,13.51,-0.736,1,5,0.2028,0.247,0.1991,0.271
37.365,1,0.878,-0.25,1.24,5,77.0,20.46,0.2365,-0.0292,0.222,-0.009,0.024,-0.593,-0.397,46.18,11.61,2,-3.12,1,0.859,15.03,14.68,-2.673,1,5,0.203,0.2325,0.1938,0.2584
37.398,1,0.865,0.0,1.28,5,75.9,20.2,0.2504,-0.046,0.22,-0.008,0.099,-0.59,-0.394,46.24,11.61,2,-3.12,1,0.831,10.66,5.01,-2.321,1,5,0.2067,0.2289,0.1938,0.2492
37.433,1,0.868,0.25,1.47,5,76.1,20.46,0.2575,-0.05,0.22,-0.006,-0.011,-0.584,-0.387,46.35,11.6,2,3.41,1,0.876,9.69,-0.1,-5.485,1,5,0.2151,0.23,0.1984,0.2374
37.465,1,0.863,0.5,1.08,5,76.5,19.97,0.2334,-0.0544,0.224,-0.002,0.023,-0.577,-0.381,46.41,11.6,2,3.41,1,0.827,6.79,-2.48,-0.881,1,5,0.2207,0.23,0.2133,0.2318
37.497,1,0.87,0.75,1.22,5,76.5,20.46,0.2473,-0.0448,0.226,-0.002,0.03,-0.574,-0.377,46.41,11.6,2,3.41,1,0.827,6.79,-2.48,-0.881,1,5,0.2244,0.23,0.217,0.2318
37.6,1,0.864,0.75,1.17,5,76.7,20.46,0.2061,-0.0446,0.227,0.004,-0.03,-0.559,-0.361,46.29,11.6,2,3.41,1,0.884,6.79,-8.71,-5.913,1,5,0.2226,0.23,0.2318,0.2244
37.702,1,0.821,0.0,1.25,5,76.8,20.44,0.1727,-0.0376,0.22,-0.002,-0.099,-0.54,-0.342,45.84,11.6,2,2.76,1,0.883,5.82,-8.97,-3.739,1,5,0.2281,0.2003,0.2355,0.2188
37.732,1,0.851,-0.5,0.78,5,76.6,21.02,0.1796,-0.0314,0.217,-0.001,-0.073,-0.537,-0.339,45.72,11.6,2,2.76,1,0.88,4.85,-9.71,-4.546,1,5,0.2207,0.1929,0.2374,0.2151
37.865,1,0.874,-1.5,-0.23,5,76.1,20.81,0.2124,-0.0185,0.194,0.007,-0.0,-0.518,-0.318,45.15,11.6,2,-1.16,1,0.88,10.66,6.48,-0.76,1,5,0.203,0.1882,0.2141,0.1698
37.9,1,0.88,-1.5,-0.37,5,76.7,21.02,0.2268,0.0243,0.193,0.006,-0.062,-0.516,-0.316,45.09,11.6,2,-1.16,1,0.879,10.66,3.31,-0.522,1,5,0.2021,0.1892,0.2096,0.1706
37.964,1,0.897,-1.5,-0.95,5,76.7,20.81,0.2474,0.0278,0.198,0.003,0.028,-0.504,-0.304,44.98,11.6,2,-1.16,1,0.861,13.09,7.47,-1.688,1,5,0.1938,0.2012,0.2012,0.1956
37.997,1,0.903,-1.5,-0.56,5,75.3,21.02,0.2613,0.0484,0.201,0.003,0.024,-0.501,-0.301,45.03,11.6,2,-1.16,1,0.902,15.03,13.19,-1.0,1,5,0.1956,0.2067,0.2012,0.2012
38.063,1,0.898,-1.5,-0.42,5,76.3,20.81,0.2824,0.0352,0.223,-0.003,0.079,-0.488,-0.288,45.32,11.6,2,-3.37,1,0.919,14.54,13.7,-2.027,1,5,0.2136,0.2338,0.2062,0.2393
38.265,1,0.903,-0.25,0.12,5,76.0,21.02,0.2738,0.0291,0.281,-0.004,0.088,-0.454,-0.254,46.07,11.6,2,-1.23,1,0.965,17.45,15.81,-1.388,1,5,0.2741,0.289,0.2649,0.2964
38.332,1,0.911,-0.25,1.25,5,75.6,20.46,0.2626,-0.0048,0.279,-0.001,0.035,-0.438,-0.238,46.12,11.6,2,-1.23,1,0.956,16.96,16.71,-4.185,1,5,0.2689,0.2838,0.2726,0.2912
38.398,1,0.903,0.5,1.48,5,74.5,20.2,0.2271,-0.039,0.277,-0.001,0.008,-0.43,-0.229,46.24,11.6,2,-1.23,1,0.951,13.57,5.94,-7.558,1,5,0.2717,0.279,0.2717,0.2845
38.563,1,0.883,0.0,1.36,5,74.0,20.44,0.2081,-0.0498,0.243,0.004,-0.061,-0.399,-0.197,45.78,11.6,2,2.08,1,0.951,10.66,-2.22,-7.712,1,5,0.2504,0.2374,0.2559,0.2281
38.598,1,0.904,0.0,1.0,5,74.5,20.0,0.184,-0.0362,0.239,0.004,-0.063,-0.396,-0.193,45.66,11.6,2,2.08,1,0.96,9.69,-3.45,-7.781,1,5,0.2485,0.2337,0.2522,0.2226
38.664,1,0.918,-0.5,0.58,5,75.7,20.44,0.1482,-0.0225,0.222,0.009,-0.02,-0.384,-0.18,45.38,11.6,2,1.08,1,0.973,8.72,-6.18,-7.526,1,5,0.2254,0.2236,0.2476,0.207
38.699,1,0.925,-0.5,0.42,5,75.5,20.0,0.1236,-0.0053,0.217,0.01,-0.045,-0.382,-0.177,45.32,11.6,2,1.08,1,0.973,8.72,-6.21,-7.523,1,5,0.218,0.2143,0.2402,0.1959
38.764,1,0.921,-0.75,-0.04,5,73.5,20.44,0.12,-0.0026,0.202,0.004,-0.131,-0.371,-0.165,44.98,11.6,2,1.08,1,0.929,11.63,-2.87,-6.72,1,5,0.2114,0.1966,0.2263,0.191
38.798,1,0.921,-1.0,-0.43,5,72.4,20.44,0.1271,0.0088,0.196,0.002,-0.044,-0.368,-0.163,44.86,11.6,2,1.08,1,0.952,11.63,0.82,-5.219,1,5,0.2003,0.1817,0.2151,0.1873
38.831,1,0.928,-1.0,-1.08,5,71.4,20.44,0.1342,0.02,0.188,0.002,-0.058,-0.363,-0.157,44.75,11.6,2,-3.76,1,0.921,13.09,0.76,-5.918,1,5,0.1966,0.1743,0.2059,0.1762
38.863,1,0.931,-1.25,-1.38,5,70.4,20.44,0.1244,0.0314,0.181,0.004,-0.084,-0.358,-0.152,44.52,11.6,2,-3.76,1,0.953,13.57,5.99,-2.559,1,5,0.1889,0.1704,0.2001,0.1649
38.964,1,0.84,-2.0,-1.91,5,64.5,20.2,0.1594,0.0457,0.156,0.007,-0.02,-0.347,-0.141,44.18,11.6,2,-3.76,1,0.941,16.48,13.54,-0.711,1,5,0.1651,0.1502,0.1762,0.1335
38.998,1,0.83,-2.5,-1.71,5,63.6,20.44,0.1733,0.0705,0.154,0.008,-0.066,-0.345,-0.139,44.12,11.6,2,-3.76,1,0.942,15.99,12.8,-2.544,1,5,0.1632,0.1521,0.1725,0.1298
39.098,1,0.84,-2.75,-2.38,5,65.4,20.44,0.2084,0.0754,0.141,0.006,0.026,-0.335,-0.128,43.89,11.6,2,-5.89,1,0.919,15.03,11.65,-2.585,1,5,0.1335,0.1447,0.1502,0.1372
39.164,1,0.843,-2.5,-2.38,5,65.6,20.44,0.2294,0.103,0.153,0.002,0.079,-0.326,-0.12,44.23,11.6,2,-5.89,1,0.892,15.51,10.93,-3.718,1,5,0.1447,0.1688,0.1409,0.1558
39.2,1,0.843,-2.25,-2.37,5,65.3,20.44,0.2433,0.1028,0.157,-0.001,0.082,-0.324,-0.117,44.35,11.6,2,-5.89,1,0.892,15.99,12.76,-1.141,1,5,0.1465,0.1706,0.1409,0.1688
39.264,1,0.791,-0.5,-1.59,5,62.1,20.81,0.2644,0.1046,0.172,-0.001,0.141,-0.314,-0.108,45.03,11.6,2,-4.78,1,0.893,18.42,14.39,-3.537,1,5,0.1426,0.2019,0.1408,0.2038
39.364,1,0.817,-0.25,-1.17,5,63.6,20.44,0.2617,0.0584,0.213,-0.006,0.139,-0.299,-0.093,45.84,11.6,2,-4.78,1,0.9,19.39,17.77,0.0,0,5,0.191,0.23,0.1836,0.2485
39.433,1,0.868,0.0,-0.71,5,66.1,20.44,0.2596,0.0419,0.226,-0.005,0.032,-0.289,-0.083,46.07,11.6,2,-1.32,1,0.868,16.48,11.88,-0.756,1,5,0.2115,0.2464,0.1968,0.2501
39.463,1,0.876,0.5,-0.95,5,67.5,20.2,0.2735,0.024,0.234,-0.005,0.115,-0.282,-0.076,46.24,11.6,2,-1.32,1,0.881,16.48,12.9,-0.37,1,5,0.2243,0.2482,0.2096,0.2538
39.564,1,0.895,0.5,-0.27,5,69.2,20.44,0.2709,0.0288,0.253,-0.004,0.055,-0.264,-0.058,46.58,11.6,2,-1.32,1,0.889,14.54,9.54,-4.533,1,5,0.2449,0.2596,0.2375,0.2688
39.662,1,0.891,1.0,-0.03,5,68.8,20.44,0.2109,0.0032,0.262,-0.002,0.103,-0.246,-0.039,46.81,11.6,2,1.47,1,0.875,13.09,5.48,-2.517,1,5,0.2519,0.2704,0.2482,0.276
39.697,1,0.89,1.25,0.31,5,68.5,20.46,0.2108,-0.0098,0.261,-0.004,0.069,-0.242,-0.035,46.93,11.6,2,1.47,1,0.881,11.63,1.34,-4.297,1,5,0.2538,0.2667,0.2482,0.276
39.865,1,0.868,0.5,0.24,5,67.0,20.57,0.1381,-0.0184,0.234,-0.004,-0.095,-0.214,-0.006,46.75,11.6,2,1.03,1,0.88,10.66,-0.13,-6.777,1,5,0.2405,0.2313,0.2276,0.235
39.893,1,0.847,0.75,-0.26,5,65.1,21.02,0.1261,-0.0071,0.226,-0.004,0.064,-0.21,-0.002,46.75,11.6,2,1.03,1,0.88,10.66,-0.13,-6.777,1,5,0.2331,0.2224,0.2224,0.226
39.963,1,0.852,-0.25,0.44,5,65.3,20.81,0.1339,-0.0007,0.209,-0.004,-0.12,-0.198,0.01,46.58,11.6,2,1.03,1,0.858,10.18,1.88,-2.568,1,5,0.2175,0.1977,0.2121,0.2103
39.998,1,0.851,-0.5,0.31,5,65.2,21.02,0.1478,-0.0048,0.207,-0.004,-0.047,-0.196,0.013,46.52,11.6,2,1.03,1,0.814,12.12,0.45,-2.527,1,5,0.2133,0.1966,0.2096,0.2077
40.063,1,0.837,-0.75,0.53,5,64.1,20.81,0.1689,-0.0013,0.187,-0.007,-0.043,-0.185,0.023,46.41,11.6,2,-1.67,1,0.778,12.6,10.52,0.0,0,5,0.1961,0.1665,0.1924,0.1924
40.13,1,0.864,-1.25,-0.59,5,66.2,21.02,0.19,-0.0064,0.175,-0.004,-0.092,-0.178,0.03,46.18,11.6,2,-1.67,1,0.769,11.63,13.59,0.0,0,5,0.1834,0.1667,0.176,0.1741
40.158,1,0.833,-1.25,-0.48,5,63.9,21.02,0.2038,0.0312,0.17,-0.001,-0.004,-0.176,0.032,46.18,11.6,2,-1.67,1,0.769,11.63,13.59,0.0,0,5,0.178,0.1688,0.1688,0.1632
40.231,1,0.838,-1.25,-0.49,5,64.2,21.02,0.2251,0.0279,0.157,0.001,0.023,-0.167,0.042,46.29,11.6,2,-0.56,1,0.765,11.63,16.78,0.0,0,5,0.1571,0.1589,0.1571,0.1534
40.263,1,0.84,-1.25,-0.6,5,63.9,21.02,0.2395,0.0283,0.159,0.002,-0.014,-0.163,0.046,46.29,11.6,2,-0.56,1,0.748,11.63,20.97,0.0,0,5,0.1497,0.1663,0.1552,0.1645
40.292,1,0.848,-1.25,-0.59,5,64.2,20.81,0.2287,0.0311,0.162,-0.0,0.041,-0.16,0.049,46.35,11.6,2,-0.56,1,0.748,11.63,20.97,0.0,0,5,0.1534,0.17,0.1534,0.1718
40.363,1,0.81,-0.25,-0.61,5,61.3,21.1,0.203,0.0291,0.18,-0.006,0.134,-0.15,0.059,46.75,11.6,2,-0.56,1,0.696,12.6,44.64,0.0,0,5,0.1778,0.1852,0.1612,0.1945
40.398,1,0.817,0.25,-0.22,5,61.6,21.02,0.1795,0.0161,0.182,-0.006,0.162,-0.147,0.061,46.93,11.6,2,-0.56,1,0.655,13.09,49.35,0.0,0,5,0.1778,0.1889,0.163,0.1963
40.561,1,0.842,0.5,0.52,5,63.5,20.56,0.12,0.0012,0.17,-0.003,-0.009,-0.128,0.082,47.27,11.59,2,4.22,1,0.552,-1.94,68.62,0.0,0,5,0.1688,0.1632,0.1706,0.178
40.66,1,0.825,0.25,0.06,5,62.0,20.46,0.12,-0.0151,0.144,0.0,-0.048,-0.118,0.092,47.1,11.59,2,13.88,1,0.487,-11.15,71.98,0.0,0,5,0.1447,0.1447,0.1447,0.1428
