t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,perfil,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
6.723,1,0.911,-4.24,2.3,5,72.5,20.2,0.1917,-0.0341,0.207,0.001,-0.044,1.639,-1.836,-130.23,11.55,2,5.49,1,0.635,3.39,-1.19,2.26,1,5,0.2204,0.1963,0.2204,0.1926
6.825,1,0.909,-4.74,2.07,5,72.4,20.2,0.1617,-0.019,0.199,0.006,-0.019,1.624,-1.855,-130.75,11.55,2,1.7,1,0.648,4.36,3.85,3.543,1,5,0.2021,0.1947,0.2151,0.1855
6.86,1,0.913,-4.49,1.97,5,72.2,20.04,0.1565,-0.0059,0.199,0.004,-0.051,1.621,-1.858,-130.81,11.55,2,1.7,1,0.647,4.36,5.5,7.565,1,5,0.2021,0.1929,0.2133,0.1892
6.919,1,0.924,-4.49,1.43,5,72.8,20.2,0.1589,-0.0076,0.196,0.006,-0.102,1.614,-1.867,-131.04,11.55,2,1.7,1,0.644,4.36,4.51,4.845,1,5,0.1966,0.1929,0.2096,0.1836
7.023,1,0.928,-3.74,1.22,5,73.1,20.04,0.1934,-0.0001,0.174,0.009,-0.086,1.601,-1.883,-131.32,11.55,2,3.31,1,0.642,3.39,-2.11,-5.383,1,5,0.1669,0.1725,0.1947,0.1632
7.058,1,0.932,-3.99,1.3,5,73.6,20.04,0.1816,-0.002,0.174,0.009,0.004,1.598,-1.886,-131.38,11.55,2,3.31,1,0.645,4.36,-0.41,3.66,1,5,0.1651,0.1743,0.191,0.1651
7.091,1,0.937,-3.99,1.3,5,73.9,20.04,0.1958,-0.0023,0.179,0.003,-0.062,1.593,-1.891,-131.49,11.55,2,3.31,1,0.642,3.88,-1.54,1.106,1,5,0.1762,0.1817,0.1836,0.1762
7.123,1,0.94,-3.99,1.03,5,74.3,20.44,0.2097,-0.0041,0.185,-0.002,0.032,1.588,-1.897,-131.44,11.55,2,3.31,1,0.643,4.36,-3.79,-2.133,1,5,0.1873,0.1836,0.1817,0.1855
7.162,1,0.945,-3.99,1.31,5,74.7,20.04,0.2237,0.003,0.193,0.001,0.006,1.583,-1.903,-131.44,11.55,2,3.76,1,0.645,3.39,-3.43,-7.628,1,5,0.1889,0.1889,0.1871,0.1926
7.226,1,0.951,-3.99,1.3,5,75.1,20.04,0.2257,-0.006,0.207,-0.0,-0.069,1.575,-1.912,-131.49,11.55,2,3.76,1,0.642,2.91,-2.79,0.0,0,5,0.2038,0.2093,0.2038,0.2112
7.323,1,0.954,-3.24,0.93,5,74.6,20.46,0.1841,0.0002,0.224,-0.002,0.028,1.563,-1.926,-131.32,11.55,2,3.76,1,0.621,3.88,-0.3,-0.237,1,5,0.2223,0.226,0.2186,0.2297
7.425,1,0.957,-2.99,1.4,5,74.7,20.56,0.1813,0.0029,0.217,-0.004,-0.038,1.545,-1.946,-131.21,11.53,2,2.04,1,0.636,5.33,-4.17,-7.403,1,5,0.2143,0.2143,0.2125,0.2273
7.456,1,0.95,-3.24,1.35,5,73.7,20.46,0.1575,-0.0083,0.217,-0.004,-0.038,1.545,-1.946,-131.21,11.53,2,2.04,1,0.64,5.33,-4.44,-6.908,1,5,0.2143,0.2143,0.2125,0.2273
7.522,1,0.96,-2.75,1.06,5,74.0,20.46,0.1212,0.003,0.202,-0.007,0.01,1.531,-1.961,-131.09,11.53,2,2.04,1,0.628,9.69,6.2,-4.725,1,5,0.2051,0.1959,0.194,0.2125
7.624,1,0.963,-3.24,1.19,5,74.7,20.44,0.1562,-0.0016,0.17,-0.001,0.069,1.52,-1.973,-131.26,11.53,2,-0.55,1,0.608,12.12,10.49,-3.749,1,5,0.1725,0.1743,0.1743,0.1836
7.724,1,0.947,-2.99,1.4,5,74.7,20.56,0.1912,-0.004,0.159,-0.003,0.001,1.511,-1.983,-131.21,11.53,2,-0.55,1,0.64,12.12,14.84,-1.326,1,5,0.1613,0.1558,0.1576,0.1632
7.76,1,0.947,-3.24,1.61,5,74.3,20.46,0.2052,-0.0152,0.158,-0.002,0.007,1.507,-1.987,-131.21,11.53,2,-0.87,1,0.647,12.12,13.43,-0.973,1,5,0.1613,0.1613,0.1502,0.1576
7.79,1,0.948,-3.24,1.22,5,74.5,20.46,0.2123,-0.0195,0.16,-0.005,-0.088,1.504,-1.99,-131.26,11.53,2,-0.87,1,0.64,12.6,14.16,2.747,1,5,0.1684,0.1591,0.1499,0.161
7.823,1,0.946,-3.24,1.22,5,74.2,20.46,0.2262,-0.0093,0.172,-0.006,0.004,1.498,-1.996,-131.32,11.53,2,-0.87,1,0.639,12.6,14.76,5.251,1,5,0.1795,0.1665,0.1628,0.1702
7.858,1,0.941,-3.24,1.38,5,74.0,20.56,0.2215,-0.0089,0.18,-0.007,-0.011,1.495,-2.0,-131.32,11.53,2,-0.87,1,0.643,12.12,15.24,4.04,1,5,0.1865,0.1686,0.1775,0.1865
7.924,1,0.94,-2.75,1.06,5,73.5,20.46,0.2006,-0.011,0.198,0.002,-0.097,1.487,-2.009,-131.38,11.53,2,-0.87,1,0.623,10.66,15.82,7.258,1,5,0.1957,0.1993,0.2011,0.1957
8.023,1,0.951,-1.75,0.77,5,75.5,20.57,0.1784,-0.0042,0.212,-0.006,0.033,1.473,-2.025,-131.26,11.53,2,3.73,1,0.614,6.3,6.55,6.551,1,5,0.2167,0.2038,0.2093,0.2186
8.123,1,0.953,-2.25,1.06,5,76.4,20.56,0.1568,-0.0045,0.195,-0.002,-0.049,1.457,-2.042,-131.49,11.53,2,3.73,1,0.593,1.45,-8.66,5.828,1,5,0.1984,0.1929,0.1966,0.1929
8.191,1,0.948,-2.75,0.95,5,76.7,20.46,0.1234,-0.0003,0.188,0.002,-0.081,1.45,-2.051,-131.72,11.53,2,7.21,1,0.608,-0.97,-16.23,5.695,1,5,0.191,0.1836,0.1966,0.1817
8.224,1,0.961,-2.25,0.48,5,76.5,20.56,0.1363,0.0059,0.183,0.0,0.032,1.448,-2.053,-131.72,11.53,2,7.21,1,0.614,-1.45,-18.73,0.0,0,5,0.1873,0.178,0.1892,0.178
8.326,1,0.953,-2.75,0.39,5,75.8,20.56,0.1706,0.0077,0.158,0.002,-0.025,1.435,-2.067,-131.95,11.53,2,7.21,1,0.614,-1.45,-17.01,4.703,1,5,0.1593,0.1482,0.1723,0.1519
8.421,1,0.939,-2.75,0.39,5,74.5,20.56,0.2057,0.0139,0.159,0.002,0.008,1.426,-2.077,-132.07,11.52,2,6.78,1,0.611,-2.42,-19.73,0.0,0,5,0.1593,0.1593,0.163,0.1537
8.59,1,0.909,-2.25,0.23,5,71.0,20.46,0.2578,0.0112,0.21,-0.002,0.034,1.403,-2.103,-131.95,11.52,2,3.87,1,0.62,2.91,-6.79,-3.227,1,5,0.206,0.2096,0.206,0.2188
8.621,1,0.899,-2.0,0.17,5,70.8,20.81,0.2679,0.0106,0.21,-0.002,0.034,1.403,-2.103,-131.95,11.52,2,3.87,1,0.617,3.88,-10.23,-1.794,1,5,0.206,0.2096,0.206,0.2188
8.724,1,0.917,-1.25,0.08,5,71.4,20.57,0.2643,0.0111,0.261,-0.002,-0.026,1.379,-2.129,-131.72,11.52,2,3.87,1,0.654,8.24,-2.2,1.905,1,5,0.2501,0.2575,0.2464,0.263
8.823,1,0.936,-0.75,0.74,5,76.8,20.57,0.2993,0.0068,0.279,-0.0,0.04,1.364,-2.146,-131.61,11.52,2,1.05,1,0.642,11.15,2.6,-3.41,1,5,0.2753,0.2846,0.2716,0.2827
8.852,1,0.935,-0.75,0.63,5,78.0,21.02,0.2874,-0.0241,0.28,0.0,-0.011,1.36,-2.15,-131.61,11.52,2,1.05,1,0.642,11.15,2.6,-3.41,1,5,0.2772,0.2846,0.2753,0.2827
9.022,1,0.931,-0.5,0.28,5,78.4,20.2,0.2746,-0.0168,0.281,-0.007,-0.021,1.325,-2.188,-131.78,11.53,2,0.68,1,0.653,10.18,2.89,-3.742,1,5,0.2912,0.2689,0.2782,0.2838
9.051,1,0.93,-0.75,0.51,5,78.5,20.44,0.2627,-0.0066,0.276,-0.006,-0.018,1.322,-2.192,-131.78,11.53,2,0.68,1,0.653,10.18,2.89,-3.742,1,5,0.2856,0.2671,0.2745,0.2782
9.125,1,0.919,0.25,0.17,5,78.3,20.44,0.2167,-0.009,0.273,-0.001,0.02,1.307,-2.209,-131.67,11.53,2,0.68,1,0.638,11.15,2.4,-0.194,1,5,0.2745,0.2763,0.2671,0.2726
9.223,1,0.909,0.25,0.34,5,77.9,20.04,0.2143,-0.0089,0.257,-0.001,-0.026,1.29,-2.228,-131.67,11.53,2,0.35,1,0.647,11.15,1.88,-6.978,1,5,0.2593,0.2575,0.2556,0.2575
9.29,1,0.903,0.5,-0.12,5,78.0,20.04,0.178,-0.012,0.251,-0.003,0.022,1.28,-2.239,-131.84,11.53,2,0.35,1,0.667,11.15,0.78,-5.728,1,5,0.2575,0.2464,0.2482,0.2501
9.322,1,0.906,0.75,0.07,5,78.6,20.44,0.1542,-0.0027,0.239,-0.002,0.035,1.274,-2.245,-131.78,11.53,2,0.35,1,0.66,12.12,1.27,-5.506,1,5,0.2482,0.2408,0.2464,0.2482
9.418,1,0.897,0.75,-0.51,5,78.5,20.46,0.1602,-0.0091,0.217,0.004,-0.043,1.262,-2.258,-132.07,11.53,2,-1.35,1,0.646,15.03,5.97,-4.601,1,5,0.2112,0.2056,0.2352,0.2149
9.491,1,0.909,0.25,0.3,5,77.8,20.46,0.1815,0.0067,0.2,0.0,-0.134,1.252,-2.27,-132.35,11.53,2,-1.35,1,0.644,14.54,6.15,-3.915,1,5,0.2059,0.191,0.2096,0.1929
9.721,1,0.923,0.25,0.06,5,78.6,20.46,0.1968,-0.0107,0.161,-0.002,0.036,1.227,-2.297,-132.53,11.53,2,-2.84,1,0.655,17.45,10.35,-4.458,1,5,0.1632,0.1632,0.1558,0.1632
9.752,1,0.921,0.5,-0.17,5,79.2,20.44,0.2022,-0.004,0.163,0.002,0.035,1.222,-2.302,-132.47,11.53,2,-2.84,1,0.655,17.45,10.35,-4.458,1,5,0.1595,0.1669,0.1632,0.1613
9.922,1,0.905,1.25,-0.38,5,80.0,20.46,0.1753,-0.0002,0.184,0.006,0.026,1.201,-2.326,-132.35,11.53,2,-2.84,1,0.665,18.42,10.89,-6.189,1,5,0.1723,0.1926,0.1871,0.1852
10.018,1,0.901,0.75,-0.62,5,79.2,20.46,0.1913,-0.0016,0.18,0.003,0.005,1.192,-2.337,-132.58,11.54,2,-2.84,1,0.656,17.93,11.92,-2.835,1,5,0.1762,0.1836,0.1836,0.178
10.055,1,0.903,1.0,-0.43,5,79.1,20.57,0.1983,0.0122,0.178,0.003,0.01,1.187,-2.342,-132.58,11.54,2,-2.84,1,0.639,17.93,10.11,-3.442,1,5,0.1797,0.1778,0.1834,0.1704
10.122,1,0.898,1.0,-0.16,5,78.7,20.96,0.2263,0.0046,0.177,0.005,-0.08,1.178,-2.353,-132.64,11.54,2,-2.84,1,0.648,15.99,14.3,-6.568,1,5,0.1725,0.1855,0.178,0.1706
10.224,1,0.886,1.5,-0.69,5,78.3,20.56,0.2019,-0.0042,0.196,0.006,0.02,1.165,-2.368,-132.58,11.54,2,-2.06,1,0.669,15.99,15.22,-4.894,1,5,0.1873,0.2003,0.204,0.1929
10.456,1,0.894,1.5,-0.73,5,78.4,20.57,0.268,0.0113,0.203,0.003,0.014,1.136,-2.4,-132.81,11.57,2,-0.98,1,0.677,15.03,6.23,-1.234,1,5,0.1984,0.2077,0.204,0.2003
10.516,1,0.897,1.5,-0.34,5,78.9,20.96,0.2514,0.0117,0.228,0.004,-0.032,1.126,-2.411,-132.75,11.57,2,-0.98,1,0.671,15.51,5.98,-4.182,1,5,0.222,0.2331,0.2313,0.2276
10.623,1,0.887,2.25,-0.45,5,78.4,20.46,0.267,-0.0011,0.257,0.006,-0.096,1.106,-2.434,-132.7,11.57,2,1.01,1,0.662,13.09,1.95,0.0,0,5,0.2485,0.2615,0.2652,0.2522
10.717,1,0.888,2.25,-0.84,5,78.3,20.46,0.2949,-0.0041,0.265,0.005,-0.015,1.092,-2.45,-132.75,11.57,2,1.01,1,0.69,10.66,-5.45,0.0,0,5,0.2578,0.2708,0.2689,0.2615
10.788,1,0.889,1.75,-1.05,5,79.0,20.57,0.3231,0.0138,0.282,0.004,0.031,1.076,-2.467,-132.81,11.57,2,1.98,1,0.68,10.66,-6.05,0.0,0,5,0.2753,0.2845,0.2863,0.2808
10.816,1,0.892,1.75,-0.38,5,78.2,20.46,0.3369,0.0299,0.289,0.004,0.052,1.072,-2.472,-132.81,11.57,2,1.98,1,0.68,10.66,-6.05,0.0,0,5,0.2826,0.2936,0.2936,0.2881
10.918,1,0.919,1.75,-0.68,5,77.1,20.46,0.2962,-0.0007,0.327,0.0,-0.058,1.049,-2.496,-132.75,11.57,2,1.98,1,0.681,11.63,-4.46,-6.812,1,5,0.3212,0.3321,0.323,0.3321
10.958,1,0.925,1.75,-0.25,5,77.2,20.46,0.2722,0.0093,0.337,0.001,0.031,1.04,-2.506,-132.7,11.6,2,1.02,1,0.676,10.66,-4.61,-6.613,1,5,0.3338,0.3394,0.3357,0.3375
10.988,1,0.933,1.75,-0.25,5,78.8,20.2,0.2599,-0.0067,0.335,0.003,-0.122,1.031,-2.516,-132.81,11.6,2,1.02,1,0.679,10.66,-1.71,-5.086,1,5,0.33,0.3392,0.3373,0.3336
11.016,1,0.929,1.25,-0.66,5,79.4,20.57,0.2483,-0.0072,0.331,0.003,-0.02,1.027,-2.521,-132.87,11.6,2,1.02,1,0.679,10.66,-1.71,-5.086,1,5,0.3268,0.3304,0.3377,0.3286
11.087,1,0.908,0.75,-0.49,5,81.8,20.46,0.2382,0.0117,0.311,0.004,-0.088,1.01,-2.54,-133.1,11.6,2,1.02,1,0.678,9.69,-0.9,-0.153,1,5,0.3082,0.3045,0.3265,0.3064
11.115,1,0.9,0.5,-0.85,5,82.5,20.96,0.2449,0.0127,0.307,0.003,-0.066,1.006,-2.544,-133.16,11.6,2,1.02,1,0.678,9.69,-0.9,-0.153,1,5,0.3093,0.2982,0.3223,0.2982
11.157,1,0.888,0.5,-0.84,5,82.7,21.02,0.2659,0.0282,0.296,0.004,-0.094,0.998,-2.553,-133.33,11.6,2,-0.85,1,0.678,12.6,0.92,-1.508,1,5,0.3038,0.289,0.3112,0.2816
11.187,1,0.884,0.0,-0.89,5,82.2,21.02,0.2732,0.0278,0.283,0.005,-0.114,0.991,-2.561,-133.5,11.6,2,-0.85,1,0.672,11.15,3.18,0.694,1,5,0.2927,0.2778,0.2982,0.263
11.217,1,0.885,-0.5,-1.22,5,82.0,20.96,0.287,0.0361,0.278,0.005,-0.038,0.987,-2.565,-133.56,11.6,2,-0.85,1,0.672,11.15,3.18,0.694,1,5,0.2853,0.2741,0.2908,0.2612
11.287,1,0.88,-1.0,-0.84,5,82.4,21.02,0.3082,0.0555,0.273,0.001,0.035,0.972,-2.581,-133.61,11.6,2,-0.85,1,0.678,10.66,4.61,2.665,1,5,0.2741,0.2723,0.276,0.2704
11.322,1,0.88,-1.0,-1.1,5,82.4,21.02,0.2979,0.0446,0.277,0.0,0.03,0.964,-2.589,-133.5,11.6,2,-0.85,1,0.697,10.66,3.79,0.408,1,5,0.2741,0.2834,0.2723,0.2797
11.355,1,0.875,-1.0,-1.24,5,82.4,21.02,0.3048,0.0548,0.282,-0.0,0.042,0.96,-2.593,-133.5,11.61,2,-0.84,1,0.696,10.66,5.26,4.3,1,5,0.2794,0.2886,0.2738,0.2849
11.387,1,0.878,-1.25,-0.91,5,82.7,20.46,0.2805,0.0566,0.29,-0.003,0.056,0.952,-2.602,-133.38,11.61,2,-0.84,1,0.691,10.66,5.51,5.347,1,5,0.2853,0.2964,0.2778,0.3001
11.488,1,0.878,-1.25,-0.57,5,83.0,20.46,0.2302,0.0416,0.284,-0.001,0.058,0.932,-2.622,-133.21,11.61,2,-0.84,1,0.691,11.15,6.48,1.895,1,5,0.272,0.2868,0.2775,0.2979
11.52,1,0.866,-1.0,-0.78,5,82.6,20.44,0.244,0.0312,0.279,-0.0,0.084,0.928,-2.626,-133.1,11.61,2,-0.84,1,0.695,11.15,5.75,2.406,1,5,0.2649,0.2816,0.276,0.2927
11.588,1,0.879,-1.25,-0.4,5,84.2,20.46,0.2265,0.0338,0.266,-0.003,0.021,0.914,-2.641,-133.1,11.61,2,2.48,1,0.687,7.76,2.91,0.209,1,5,0.2615,0.2615,0.2652,0.2763
11.617,1,0.889,-1.0,-0.73,5,83.9,20.56,0.2402,0.0253,0.263,-0.001,0.077,0.91,-2.645,-132.98,11.61,2,2.48,1,0.687,7.76,2.91,0.209,1,5,0.2596,0.2596,0.2634,0.2689
11.687,1,0.893,-1.25,-0.18,5,82.9,20.46,0.2229,0.0318,0.246,0.002,-0.033,0.897,-2.66,-133.04,11.61,2,2.48,1,0.666,3.88,-4.4,0.75,1,5,0.2427,0.2501,0.2464,0.2445
11.715,1,0.893,-1.25,-0.71,5,83.0,20.46,0.2296,0.0178,0.243,0.0,0.051,0.894,-2.663,-132.98,11.61,2,2.48,1,0.666,3.88,-4.4,0.75,1,5,0.2412,0.2467,0.2412,0.2449
11.787,1,0.888,-0.75,-0.49,5,83.6,20.46,0.2194,0.0336,0.232,0.001,0.04,0.881,-2.677,-133.04,11.61,2,5.17,1,0.644,2.42,-7.75,7.696,1,5,0.2286,0.2341,0.2323,0.2341
11.819,1,0.885,-0.75,-0.88,5,83.3,20.46,0.2152,0.0207,0.23,0.003,0.028,0.878,-2.68,-132.98,11.61,2,5.17,1,0.659,-0.48,-15.08,3.846,1,5,0.2244,0.2337,0.2318,0.23
11.887,1,0.886,-0.25,-0.46,5,83.2,20.0,0.2361,0.0352,0.223,0.003,-0.073,0.866,-2.693,-132.93,11.61,2,5.17,1,0.711,0.97,-13.95,5.878,1,5,0.2151,0.2263,0.2263,0.2263
11.917,1,0.888,-0.75,-0.19,5,83.0,20.46,0.2245,0.0147,0.22,0.005,0.037,0.864,-2.697,-132.93,11.61,2,5.17,1,0.711,0.97,-13.95,5.878,1,5,0.2077,0.2244,0.2244,0.2226
11.956,1,0.892,-0.75,-0.46,5,82.9,20.46,0.1885,0.0122,0.217,0.004,0.05,0.857,-2.703,-132.87,11.62,2,5.83,1,0.701,0.48,-14.74,5.326,1,5,0.2041,0.2188,0.2225,0.2207
11.986,1,0.89,-0.75,-0.18,5,82.8,20.46,0.1761,0.019,0.217,0.002,-0.017,0.851,-2.71,-132.87,11.62,2,5.83,1,0.702,0.48,-12.79,4.868,1,5,0.2097,0.217,0.2206,0.2206
12.015,1,0.893,-0.75,-0.71,5,82.1,20.46,0.1804,0.0118,0.215,0.0,-0.045,0.849,-2.713,-132.93,11.62,2,5.83,1,0.702,0.48,-12.79,4.868,1,5,0.2115,0.2152,0.2152,0.2188
12.054,1,0.896,-0.75,-1.12,5,81.7,20.46,0.1804,0.0258,0.208,0.001,0.011,0.843,-2.719,-132.93,11.62,2,5.83,1,0.682,0.0,-14.29,1.075,1,5,0.2039,0.2094,0.2075,0.2094
12.086,1,0.906,-1.0,-0.65,5,81.1,20.56,0.1945,0.0388,0.198,-0.001,0.045,0.838,-2.724,-132.93,11.62,2,5.83,1,0.692,0.0,-14.16,3.33,1,5,0.1982,0.1908,0.2019,0.2001
12.117,1,0.905,-0.75,-0.87,5,80.8,20.46,0.2084,0.0292,0.193,-0.003,-0.023,0.835,-2.727,-132.93,11.62,2,5.83,1,0.692,0.0,-14.16,3.33,1,5,0.1933,0.1823,0.1988,0.1988
12.186,1,0.915,-1.0,-0.81,5,80.1,20.57,0.2128,0.0332,0.183,-0.002,0.101,0.825,-2.737,-132.87,11.62,2,5.36,1,0.686,0.0,-15.33,4.261,1,5,0.1788,0.1899,0.1733,0.1917
12.221,1,0.915,-1.0,-0.64,5,79.7,20.96,0.2127,0.0342,0.185,-0.002,0.086,0.822,-2.74,-132.75,11.62,2,5.36,1,0.689,0.0,-13.63,4.574,1,5,0.1788,0.1899,0.1733,0.1917
12.286,1,0.912,-0.25,-0.74,5,79.5,20.46,0.2149,0.029,0.187,-0.004,0.072,0.817,-2.745,-132.58,11.62,2,5.36,1,0.678,0.48,-12.83,2.269,1,5,0.1817,0.191,0.1743,0.2003
12.32,1,0.911,-0.25,-0.75,5,79.6,20.46,0.2104,0.0229,0.185,-0.005,0.045,0.809,-2.754,-132.53,11.62,2,5.36,1,0.676,0.97,-12.06,3.863,1,5,0.1817,0.1947,0.1669,0.1984
12.385,1,0.915,-0.25,0.04,5,78.4,20.46,0.2314,0.0257,0.189,-0.004,0.063,0.801,-2.762,-132.3,11.63,2,5.05,1,0.681,0.97,-11.7,2.866,1,5,0.1869,0.1942,0.1759,0.1997
12.421,1,0.925,-0.25,0.04,5,78.7,20.46,0.2454,0.0002,0.192,-0.004,0.0,0.799,-2.765,-132.3,11.63,2,5.05,1,0.682,1.45,-10.86,1.772,1,5,0.1869,0.196,0.1814,0.2052
12.487,1,0.902,-0.25,0.04,5,81.0,20.46,0.2281,0.0007,0.212,-0.003,0.082,0.784,-2.78,-132.24,11.63,2,5.05,1,0.673,1.45,-11.02,3.062,1,5,0.213,0.213,0.2038,0.2167
12.518,1,0.9,0.25,-0.63,5,81.1,20.46,0.2228,0.0007,0.212,-0.003,0.082,0.784,-2.78,-132.24,11.63,2,5.05,1,0.673,1.94,-11.78,5.204,1,5,0.213,0.213,0.2038,0.2167
12.586,1,0.894,0.25,-0.04,5,81.7,20.46,0.1866,0.0138,0.225,-0.003,-0.071,0.772,-2.794,-132.24,11.63,2,5.46,1,0.683,1.94,-10.67,1.801,1,5,0.2239,0.2257,0.2183,0.2313
12.619,1,0.887,0.25,-0.2,5,82.6,20.46,0.2005,-0.0019,0.224,-0.001,0.072,0.769,-2.797,-132.18,11.63,2,5.46,1,0.676,1.94,-11.97,1.594,1,5,0.2202,0.2257,0.2202,0.2294
12.685,1,0.882,0.25,0.06,5,81.5,20.46,0.2216,0.0036,0.215,-0.003,-0.116,0.757,-2.809,-132.12,11.63,2,5.46,1,0.672,1.94,-8.59,4.98,1,5,0.2149,0.2075,0.2167,0.2204
12.719,1,0.883,-0.25,-0.36,5,81.7,20.81,0.2171,-0.0044,0.214,-0.004,-0.12,0.754,-2.813,-132.3,11.63,2,5.46,1,0.667,0.97,-10.6,0.774,1,5,0.2149,0.2075,0.213,0.2204
12.75,1,0.879,-0.25,-0.62,5,82.3,20.46,0.224,0.0152,0.211,-0.003,0.047,0.749,-2.819,-132.24,11.63,2,5.46,1,0.667,0.97,-10.6,0.774,1,5,0.2165,0.2128,0.2035,0.2128
12.785,1,0.885,-0.25,-0.06,5,82.1,20.46,0.2381,0.024,0.208,-0.003,0.073,0.743,-2.825,-132.12,11.63,2,5.59,1,0.682,1.45,-11.19,0.074,1,5,0.213,0.2075,0.2038,0.2093
12.819,1,0.886,0.25,-0.36,5,82.2,20.46,0.2526,0.0051,0.207,-0.003,-0.002,0.74,-2.828,-132.07,11.63,2,5.59,1,0.69,1.45,-10.68,0.916,1,5,0.2112,0.2056,0.2019,0.2093
12.854,1,0.877,0.25,-0.44,5,82.4,20.46,0.259,0.0092,0.21,-0.004,0.046,0.734,-2.834,-132.12,11.63,2,5.59,1,0.681,1.94,-8.32,7.249,1,5,0.2096,0.2114,0.2021,0.2188
12.887,1,0.886,0.25,-0.62,5,83.4,20.46,0.2349,0.0114,0.219,-0.004,0.078,0.728,-2.841,-132.01,11.63,2,5.59,1,0.69,1.94,-6.04,0.0,0,5,0.2188,0.2226,0.2077,0.2281
12.984,1,0.887,0.75,0.03,5,85.9,20.46,0.2699,0.0199,0.236,-0.002,0.038,0.712,-2.858,-131.89,11.64,2,4.57,1,0.679,2.91,-1.26,0.0,0,5,0.2318,0.2374,0.2244,0.2411
13.018,1,0.891,0.75,0.19,5,86.0,20.46,0.2838,-0.0096,0.239,-0.002,0.147,0.709,-2.862,-131.78,11.64,2,4.57,1,0.666,3.39,-0.51,0.0,0,5,0.2374,0.2448,0.2281,0.2448
13.085,1,0.887,0.75,0.88,5,87.1,20.46,0.3049,-0.0151,0.255,-0.001,-0.014,0.695,-2.877,-131.72,11.64,2,4.57,1,0.642,4.36,2.65,0.0,0,5,0.2504,0.2578,0.2485,0.2615
13.119,1,0.884,0.75,0.96,5,87.9,20.46,0.3189,-0.0431,0.26,-0.0,0.048,0.691,-2.881,-131.67,11.64,2,4.57,1,0.629,3.88,8.9,0.0,0,5,0.2541,0.2634,0.2559,0.2671
13.184,1,0.89,0.75,0.84,5,85.3,20.46,0.3068,-0.0451,0.292,-0.0,-0.022,0.676,-2.899,-131.84,11.64,2,5.41,1,0.664,3.39,32.57,0.0,0,5,0.2949,0.2912,0.2912,0.2893
13.216,1,0.888,0.75,0.83,5,83.7,20.46,0.2951,-0.0393,0.299,-0.001,0.025,0.671,-2.903,-131.84,11.64,2,5.41,1,0.664,3.39,32.57,0.0,0,5,0.3079,0.2967,0.2986,0.293
13.285,1,0.889,0.75,0.29,5,83.2,20.46,0.2468,-0.0351,0.311,-0.002,0.04,0.655,-2.922,-132.07,11.64,2,5.41,1,0.72,2.91,52.79,0.0,0,5,0.3186,0.3056,0.313,0.3075
13.32,1,0.888,1.25,0.41,5,82.6,20.46,0.223,-0.016,0.31,-0.001,0.065,0.65,-2.926,-132.01,11.64,2,5.41,1,0.726,2.91,57.5,0.0,0,5,0.3167,0.3038,0.313,0.3056
13.385,1,0.888,0.0,0.66,5,82.7,20.81,0.1868,-0.0238,0.293,0.002,-0.009,0.635,-2.944,-132.3,11.64,2,9.13,1,0.714,0.48,59.67,0.0,0,5,0.2986,0.2893,0.3004,0.2838
13.484,1,0.829,-0.25,7.1,5,82.5,21.11,0.1268,-0.012,0.272,-0.006,0.028,0.616,-2.964,-132.64,11.64,2,9.13,1,0.724,6.79,62.78,0.0,0,5,0.2871,0.2519,0.2816,0.2686
13.527,1,0.799,-0.25,11.26,5,81.8,23.35,0.12,-0.132,0.258,-0.003,-0.157,0.61,-2.971,-132.81,11.64,2,9.13,1,0.674,6.79,60.41,0.0,0,5,0.2723,0.2408,0.2704,0.2501
13.554,1,0.791,-1.5,15.42,5,81.5,23.35,0.12,-0.2119,0.249,-0.002,-0.22,0.606,-2.974,-133.1,11.64,2,9.13,1,0.73,5.33,58.95,0.0,0,5,0.2587,0.231,0.2642,0.2439
13.586,1,0.763,-2.25,18.84,5,80.6,24.26,0.12,-0.2771,0.233,0.002,0.034,0.6,-2.981,-133.16,11.64,2,18.61,1,0.711,5.82,57.7,0.0,0,5,0.2384,0.218,0.2513,0.2236
13.615,1,0.728,0.0,20.23,5,78.7,24.26,0.12,-0.3341,0.225,0.001,0.02,0.597,-2.984,-133.1,11.64,2,18.61,1,0.711,5.82,57.7,0.0,0,5,0.2328,0.2107,0.2421,0.2162
13.685,1,0.755,4.99,23.23,5,75.0,22.96,0.12,-0.3894,0.202,-0.003,-0.053,0.586,-2.995,-133.67,11.64,2,18.61,1,0.737,1.45,55.35,0.0,0,5,0.2146,0.1887,0.2091,0.1961
13.757,1,0.764,9.73,23.68,5,71.7,23.34,0.12,-0.4993,0.183,0.0,-0.019,0.579,-3.003,-133.67,11.64,2,18.61,1,0.773,-0.97,53.49,0.0,0,5,0.1954,0.1714,0.1954,0.1714
13.784,1,0.749,12.23,23.41,5,70.5,23.34,0.12,-0.5652,0.17,-0.005,-0.085,0.574,-3.007,-133.79,11.64,2,30.61,1,0.796,-2.42,53.75,0.0,0,5,0.1917,0.1622,0.1862,0.1659
