t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,perfil,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
94.135,1,0.809,-2.0,3.55,5,62.9,20.57,0.09,-0.0391,0.078,0.002,-0.024,-0.549,-0.294,40.85,11.63,1,4.89,1,0.886,7.76,5.91,2.738,1,5,0.074,0.0796,0.0796,0.0777
94.172,1,0.813,-2.0,3.16,5,63.1,20.2,0.09,-0.0452,0.079,-0.001,-0.015,-0.546,-0.292,40.79,11.63,1,6.11,1,0.882,3.88,-1.53,-1.553,1,5,0.0777,0.0795,0.0758,0.0814
94.202,1,0.818,-2.0,3.16,5,63.5,20.2,0.09,-0.0379,0.081,-0.001,-0.002,-0.544,-0.29,40.74,11.63,1,6.11,1,0.884,3.88,-3.92,-5.003,1,5,0.087,0.0814,0.0777,0.0777
94.235,1,0.824,-1.75,3.33,5,64.0,20.46,0.09,-0.0378,0.08,-0.0,0.016,-0.543,-0.288,40.79,11.63,1,6.11,1,0.884,3.88,-3.92,-5.003,1,5,0.0869,0.0814,0.0777,0.074
94.271,1,0.82,-1.75,3.61,5,63.8,20.46,0.09,-0.0435,0.084,0.003,-0.045,-0.54,-0.286,40.74,11.63,1,6.11,1,0.872,4.36,-2.51,0.526,1,5,0.0881,0.0844,0.0881,0.0734
94.303,1,0.818,-1.75,3.05,5,63.7,20.44,0.09,-0.0479,0.082,0.002,-0.036,-0.538,-0.284,40.68,11.63,1,6.11,1,0.874,3.88,-1.54,-1.538,1,5,0.0837,0.0818,0.0873,0.0764
94.335,1,0.815,-1.75,3.05,5,63.4,20.44,0.09,-0.0381,0.083,0.001,-0.025,-0.536,-0.283,40.62,11.63,1,6.11,1,0.874,3.88,-1.54,-1.538,1,5,0.0847,0.0793,0.0883,0.0793
94.369,1,0.813,-1.75,3.05,5,63.1,20.44,0.09,-0.0379,0.081,0.001,-0.025,-0.535,-0.282,40.62,11.62,1,5.0,1,0.889,3.88,-3.78,-5.022,1,5,0.0835,0.0763,0.0872,0.0763
94.403,1,0.812,-1.75,3.2,5,63.2,20.44,0.09,-0.0377,0.079,0.0,-0.004,-0.533,-0.28,40.57,11.62,1,5.0,1,0.889,3.88,-3.78,-5.022,1,5,0.0831,0.0759,0.0831,0.0741
94.437,1,0.808,-1.5,2.88,5,62.9,20.57,0.09,-0.0404,0.079,0.001,-0.012,-0.531,-0.279,40.57,11.62,1,5.0,1,0.889,3.88,-3.78,-5.022,1,5,0.082,0.0765,0.0838,0.0747
94.469,1,0.809,-1.5,2.89,5,62.7,20.57,0.09,-0.0377,0.08,-0.0,-0.025,-0.529,-0.277,40.51,11.62,1,5.0,1,0.887,3.88,-3.77,-5.023,1,5,0.0827,0.079,0.0809,0.079
94.502,1,0.805,-1.25,2.67,5,62.2,20.56,0.09,-0.0375,0.082,-0.002,-0.042,-0.526,-0.274,40.45,11.62,1,5.0,1,0.887,3.88,-3.77,-5.023,1,5,0.0868,0.0813,0.0795,0.0813
94.537,1,0.802,-1.25,3.07,5,62.5,20.2,0.09,-0.0367,0.083,-0.003,-0.007,-0.525,-0.273,40.45,11.62,1,5.0,1,0.887,3.88,-3.77,-5.023,1,5,0.0906,0.0814,0.0795,0.0814
94.569,1,0.786,-1.0,3.03,5,62.1,20.56,0.09,-0.0432,0.085,-0.003,-0.005,-0.522,-0.271,40.45,11.62,1,2.52,1,0.882,4.85,-4.86,-2.648,1,5,0.0924,0.0814,0.0832,0.0832
94.602,1,0.776,-0.75,3.2,5,61.5,20.2,0.09,-0.0451,0.088,-0.002,-0.028,-0.52,-0.269,40.51,11.62,1,2.52,1,0.882,4.85,-4.86,-2.648,1,5,0.0906,0.0814,0.0906,0.0887
94.634,1,0.779,-1.0,3.31,5,61.5,20.56,0.09,-0.051,0.087,-0.0,-0.031,-0.518,-0.268,40.45,11.62,1,2.52,1,0.882,4.85,-4.86,-2.648,1,5,0.0887,0.0813,0.0924,0.0869
94.674,1,0.786,-1.0,2.84,5,61.2,20.56,0.09,-0.0493,0.088,0.001,-0.038,-0.516,-0.265,40.34,11.62,1,2.52,1,0.848,9.69,7.41,0.631,1,5,0.0925,0.0851,0.0925,0.0814
94.702,1,0.789,-1.0,2.84,5,61.0,20.44,0.09,-0.041,0.085,0.0,-0.074,-0.513,-0.263,40.16,11.62,1,2.52,1,0.87,8.72,4.58,-1.53,1,5,0.0924,0.0795,0.0906,0.0776
94.736,1,0.782,-1.0,2.61,5,61.1,20.2,0.09,-0.0409,0.085,0.001,-0.039,-0.512,-0.262,40.11,11.62,1,2.52,1,0.87,8.72,4.58,-1.53,1,5,0.0905,0.0795,0.0924,0.0776
94.769,1,0.785,-1.25,2.94,5,61.3,20.46,0.09,-0.0368,0.084,0.001,-0.075,-0.509,-0.26,39.99,11.62,1,1.56,1,0.86,8.72,4.35,-0.069,1,5,0.085,0.0739,0.0961,0.0813
94.803,1,0.793,-1.5,2.71,5,61.1,20.56,0.09,-0.0394,0.085,0.001,-0.059,-0.506,-0.258,39.88,11.62,1,1.56,1,0.86,8.72,4.35,-0.069,1,5,0.0873,0.0782,0.0946,0.08
94.834,1,0.79,-1.5,2.49,5,61.2,20.56,0.09,-0.0325,0.086,-0.001,-0.016,-0.505,-0.257,39.82,11.62,1,1.56,1,0.839,7.76,3.79,1.716,1,5,0.0928,0.0782,0.091,0.0801
94.868,1,0.783,-1.5,2.31,5,61.3,20.56,0.09,-0.0291,0.089,-0.002,-0.01,-0.502,-0.254,39.76,11.62,1,1.56,1,0.828,7.76,4.26,3.373,1,5,0.0982,0.0837,0.091,0.0837
94.905,1,0.79,-1.5,2.31,5,61.7,20.44,0.09,-0.0263,0.091,-0.002,0.005,-0.499,-0.252,39.76,11.62,1,1.56,1,0.813,7.76,5.08,6.522,1,5,0.0979,0.0813,0.0961,0.0887
94.934,1,0.801,-1.5,2.6,5,62.0,20.2,0.09,-0.0264,0.091,-0.001,-0.001,-0.498,-0.251,39.76,11.62,1,1.56,1,0.804,7.76,7.16,0.0,0,5,0.0943,0.0813,0.0998,0.0906
94.969,1,0.795,-1.5,2.35,5,62.4,20.56,0.09,-0.0317,0.091,-0.0,-0.02,-0.495,-0.248,39.71,11.61,1,2.5,1,0.8,7.76,7.86,0.0,0,5,0.0943,0.0832,0.098,0.0887
95.005,1,0.786,-1.5,2.36,5,62.1,20.56,0.09,-0.0274,0.091,0.0,-0.046,-0.492,-0.246,39.65,11.61,1,2.5,1,0.8,7.76,7.86,0.0,0,5,0.0943,0.0869,0.0961,0.0869
95.035,1,0.795,-1.5,2.09,5,62.3,20.44,0.09,-0.0276,0.09,0.001,-0.023,-0.491,-0.245,39.59,11.61,1,2.5,1,0.798,7.76,9.75,0.0,0,5,0.0924,0.0869,0.0943,0.085
95.07,1,0.808,-1.75,2.26,5,62.8,20.56,0.09,-0.0228,0.086,0.002,-0.053,-0.489,-0.243,39.53,11.61,1,2.5,1,0.794,6.79,11.91,0.0,0,5,0.0869,0.0832,0.0925,0.0814
95.103,1,0.822,-1.5,2.04,5,63.7,20.56,0.09,-0.023,0.085,-0.0,-0.03,-0.486,-0.241,39.48,11.61,1,2.5,1,0.806,6.79,12.45,0.0,0,5,0.0889,0.0833,0.0852,0.0815
95.137,1,0.822,-2.0,1.97,5,63.9,20.44,0.09,-0.0224,0.085,-0.002,-0.033,-0.484,-0.24,39.42,11.61,1,2.5,1,0.801,6.79,12.51,0.0,0,5,0.0926,0.0834,0.0834,0.0815
95.167,1,0.824,-2.0,1.81,5,64.1,20.44,0.09,-0.0152,0.089,-0.005,-0.002,-0.481,-0.237,39.36,11.61,1,4.46,1,0.808,5.82,14.59,0.0,0,5,0.0982,0.0852,0.0834,0.0889
95.205,1,0.823,-2.0,1.81,5,64.2,20.44,0.09,-0.0128,0.09,-0.003,0.013,-0.479,-0.235,39.36,11.61,1,4.46,1,0.813,5.82,16.27,0.0,0,5,0.0981,0.0851,0.0851,0.0888
95.233,1,0.825,-2.0,2.08,5,64.3,20.0,0.09,-0.0129,0.091,-0.002,0.001,-0.477,-0.234,39.36,11.61,1,4.46,1,0.809,6.3,16.47,0.0,0,5,0.0925,0.0833,0.0944,0.0925
95.269,1,0.823,-2.0,2.2,5,64.0,20.0,0.09,-0.018,0.09,0.0,-0.019,-0.474,-0.232,39.36,11.61,1,4.46,1,0.809,6.3,16.47,0.0,0,5,0.0906,0.0869,0.0943,0.0888
95.303,1,0.824,-2.0,1.91,5,63.8,20.56,0.09,-0.0201,0.089,0.002,-0.03,-0.472,-0.229,39.25,11.61,1,4.46,1,0.796,4.36,21.12,0.0,0,5,0.0926,0.0907,0.0907,0.0815
95.335,1,0.824,-2.0,1.91,5,63.9,20.56,0.09,-0.0152,0.086,0.002,-0.066,-0.471,-0.228,39.19,11.61,1,4.46,1,0.797,1.94,17.59,0.0,0,5,0.0907,0.0888,0.0888,0.0777
95.37,1,0.829,-2.25,1.74,5,64.4,20.46,0.09,-0.0153,0.084,0.001,-0.032,-0.468,-0.226,39.02,11.61,1,6.56,1,0.798,0.97,17.32,0.0,0,5,0.0889,0.0796,0.0907,0.0778
95.404,1,0.834,-2.25,1.74,5,64.8,20.0,0.09,-0.0094,0.085,-0.0,0.001,-0.465,-0.224,39.02,11.61,1,6.56,1,0.786,0.97,20.34,0.0,0,5,0.0888,0.0777,0.0907,0.0814
95.435,1,0.837,-2.25,1.75,5,65.0,20.46,0.09,-0.0095,0.087,-0.001,-0.005,-0.464,-0.223,39.02,11.61,1,6.56,1,0.78,0.97,23.35,0.0,0,5,0.0907,0.0815,0.0907,0.0852
95.469,1,0.834,-2.25,1.63,5,64.6,20.44,0.09,-0.0098,0.089,-0.0,0.007,-0.461,-0.221,39.02,11.61,1,6.56,1,0.768,0.97,26.98,0.0,0,5,0.0907,0.087,0.0907,0.0888
95.502,1,0.832,-2.0,1.52,5,64.3,20.0,0.09,-0.0079,0.09,-0.0,-0.005,-0.458,-0.218,39.02,11.61,1,6.56,1,0.761,-1.94,30.52,0.0,0,5,0.0889,0.0852,0.0944,0.0926
95.534,1,0.83,-2.0,1.52,5,64.2,20.0,0.09,-0.0093,0.089,-0.001,0.023,-0.457,-0.217,39.02,11.61,1,6.56,1,0.777,-1.94,30.22,0.0,0,5,0.0889,0.0833,0.0926,0.0907
95.567,1,0.834,-1.75,1.47,5,64.5,20.44,0.09,-0.009,0.086,0.0,0.001,-0.454,-0.215,39.08,11.61,1,9.19,1,0.773,-1.94,33.17,0.0,0,5,0.087,0.0796,0.0925,0.0851
95.602,1,0.831,-1.75,1.47,5,64.2,20.44,0.09,-0.0109,0.087,0.002,-0.043,-0.451,-0.213,39.02,11.61,1,9.19,1,0.788,-2.42,37.01,0.0,0,5,0.0907,0.0851,0.0907,0.0833
95.636,1,0.836,-1.75,1.47,5,64.6,20.44,0.09,-0.0107,0.088,0.002,-0.018,-0.45,-0.212,39.02,11.61,1,9.19,1,0.799,-4.85,37.17,0.0,0,5,0.0888,0.0906,0.0906,0.0832
95.666,1,0.845,-1.75,1.58,5,65.3,20.2,0.09,-0.0104,0.089,0.001,-0.064,-0.447,-0.21,38.85,11.61,1,9.19,1,0.806,-5.82,37.09,0.0,0,5,0.087,0.0907,0.0888,0.0888
95.704,1,0.851,-1.75,1.31,5,65.7,20.04,0.09,-0.0122,0.086,-0.001,-0.016,-0.445,-0.207,38.79,11.61,1,9.19,1,0.806,-5.82,37.09,0.0,0,5,0.0888,0.0851,0.0833,0.0851
95.734,1,0.849,-1.75,1.42,5,65.4,20.46,0.09,-0.0074,0.086,-0.001,-0.013,-0.443,-0.206,38.79,11.61,1,9.19,1,0.82,-9.69,39.49,0.0,0,5,0.0889,0.0833,0.0852,0.0852
95.769,1,0.852,-1.75,1.46,5,65.9,20.44,0.09,-0.0092,0.09,-0.002,0.012,-0.44,-0.204,38.85,11.61,1,13.61,1,0.814,-10.66,39.89,0.0,0,5,0.0992,0.0881,0.0881,0.0845
95.801,1,0.852,-1.75,1.46,5,65.9,20.44,0.09,-0.01,0.089,-0.0,-0.008,-0.438,-0.202,38.79,11.61,1,13.61,1,0.81,-13.09,40.68,0.0,0,5,0.0955,0.0881,0.0918,0.0881
95.834,1,0.85,-1.5,1.25,5,65.9,20.56,0.09,-0.0099,0.089,-0.001,0.01,-0.436,-0.201,38.85,11.61,1,13.61,1,0.794,-14.06,41.63,0.0,0,5,0.0927,0.0855,0.0909,0.0873
95.866,1,0.862,-1.25,1.41,5,66.8,20.46,0.09,-0.009,0.084,-0.001,0.041,-0.433,-0.199,38.9,11.61,1,13.61,1,0.803,-15.99,42.57,0.0,0,5,0.0822,0.0803,0.0858,0.0876
95.902,1,0.867,-1.0,1.36,5,67.5,20.44,0.09,-0.0146,0.084,-0.0,0.001,-0.431,-0.197,38.9,11.61,1,13.61,1,0.803,-15.99,42.57,0.0,0,5,0.084,0.0877,0.0804,0.084
95.935,1,0.873,-1.0,1.36,5,68.2,20.44,0.09,-0.0166,0.083,0.001,-0.035,-0.43,-0.195,38.9,11.61,1,13.61,1,0.813,-17.93,45.77,0.0,0,5,0.0829,0.0884,0.081,0.081
95.97,1,0.876,-1.25,1.01,5,68.6,20.44,0.09,-0.016,0.086,0.003,-0.021,-0.427,-0.193,38.73,11.61,1,13.61,1,0.826,-20.84,45.45,0.0,0,5,0.0851,0.0943,0.0832,0.0814
96.004,1,0.876,-1.5,1.24,5,68.5,20.44,0.09,-0.0065,0.088,0.001,-0.023,-0.424,-0.191,38.62,11.6,1,18.66,1,0.837,-23.27,45.4,0.0,0,5,0.0888,0.0869,0.0906,0.0851
96.041,1,0.878,-1.5,1.24,5,68.5,20.44,0.09,-0.0073,0.088,0.001,-0.015,-0.423,-0.19,38.62,11.6,1,18.66,1,0.832,-25.2,45.24,0.0,0,5,0.0887,0.0851,0.0943,0.0851
96.067,1,0.87,-1.5,0.97,5,67.8,20.44,0.09,-0.0076,0.088,0.001,-0.019,-0.42,-0.187,38.56,11.6,1,18.66,1,0.838,-25.69,46.07,0.0,0,5,0.0905,0.0813,0.0979,0.0832
96.103,1,0.866,-1.5,0.97,5,67.0,20.44,0.09,-0.0032,0.088,0.001,-0.015,-0.417,-0.185,38.56,11.6,1,18.66,1,0.838,-25.69,46.07,0.0,0,5,0.0869,0.0832,0.0961,0.0869
96.135,1,0.855,-1.5,0.97,5,66.0,20.44,0.09,-0.0032,0.087,-0.0,0.002,-0.416,-0.184,38.56,11.6,1,18.66,1,0.831,-29.57,45.47,0.0,0,5,0.0869,0.0814,0.0924,0.0869
96.168,1,0.856,-1.5,0.97,5,65.8,20.44,0.09,-0.0033,0.085,-0.0,0.029,-0.413,-0.182,38.56,11.6,1,18.66,1,0.865,-32.47,46.27,0.0,0,5,0.0851,0.0795,0.0888,0.0851
96.204,1,0.861,-1.25,0.92,5,66.4,20.46,0.09,-0.0034,0.081,-0.0,0.022,-0.411,-0.18,38.67,11.6,1,23.15,1,0.865,-32.47,46.27,0.0,0,5,0.0832,0.0776,0.085,0.0795
96.235,1,0.867,-1.0,1.09,5,67.3,20.56,0.09,-0.0056,0.083,0.002,-0.015,-0.41,-0.179,38.67,11.6,1,23.15,1,0.838,-35.38,43.81,0.0,0,5,0.0814,0.0851,0.0851,0.0814
96.268,1,0.879,-1.0,1.1,5,68.3,20.44,0.09,-0.0112,0.084,0.002,-0.021,-0.407,-0.177,38.62,11.6,1,23.15,1,0.859,-37.32,44.71,0.0,0,5,0.0832,0.0887,0.0832,0.0814
96.302,1,0.887,-0.75,0.87,5,68.9,20.44,0.09,-0.0109,0.086,0.0,-0.016,-0.404,-0.175,38.5,11.6,1,23.15,1,0.869,-37.32,43.84,0.0,0,5,0.088,0.0897,0.0826,0.0826
96.334,1,0.883,-1.0,0.83,5,68.7,20.56,0.09,-0.01,0.084,-0.002,-0.027,-0.403,-0.174,38.45,11.6,1,23.15,1,0.867,-36.84,44.14,0.0,0,5,0.0915,0.0825,0.0825,0.0807
96.368,1,0.882,-1.25,0.76,5,68.4,20.46,0.09,-0.0057,0.086,-0.003,-0.016,-0.4,-0.172,38.39,11.6,1,23.15,1,0.867,-36.84,44.14,0.0,0,5,0.0951,0.079,0.0861,0.0825
96.405,1,0.872,-1.5,0.97,5,67.4,20.44,0.09,-0.0014,0.089,-0.003,-0.005,-0.397,-0.169,38.33,11.61,1,26.66,1,0.866,-35.87,41.98,0.0,0,5,0.0998,0.0813,0.0906,0.0832
96.435,1,0.87,-1.5,0.69,5,67.2,20.56,0.09,-0.0022,0.089,-0.002,-0.023,-0.395,-0.168,38.33,11.61,1,26.66,1,0.885,-33.93,41.47,0.0,0,5,0.0926,0.0778,0.0963,0.0907
96.467,1,0.873,-1.5,0.69,5,67.1,20.56,0.09,0.0023,0.087,-0.0,-0.014,-0.393,-0.166,38.27,11.61,1,26.66,1,0.896,-34.41,40.62,0.0,0,5,0.0907,0.0796,0.0944,0.0852
96.503,1,0.89,-1.5,0.57,5,68.5,20.56,0.09,0.002,0.084,0.0,-0.002,-0.39,-0.164,38.33,11.61,1,26.66,1,0.896,-34.41,40.62,0.0,0,5,0.0866,0.0793,0.0885,0.0811
96.536,1,0.893,-1.5,0.84,5,69.1,20.0,0.09,0.0039,0.083,0.0,-0.017,-0.389,-0.163,38.27,11.61,1,26.66,1,0.899,-31.5,37.72,0.0,0,5,0.0866,0.0811,0.0866,0.0793
96.567,1,0.891,-1.5,1.59,5,69.7,20.57,0.09,-0.0009,0.083,-0.0,0.003,-0.386,-0.161,38.33,11.61,1,26.66,1,0.899,-29.57,38.18,0.0,0,5,0.0848,0.083,0.0811,0.0811
96.603,1,0.877,-1.5,2.45,5,69.7,20.57,0.09,-0.0142,0.082,-0.001,-0.048,-0.384,-0.159,38.22,11.61,1,29.12,1,0.899,-29.57,38.18,0.0,0,5,0.0851,0.0851,0.0777,0.0814
96.635,1,0.861,-1.5,3.0,5,69.7,20.57,0.09,-0.0292,0.084,-0.002,-0.032,-0.382,-0.158,38.16,11.61,1,29.12,1,0.897,-27.14,38.46,0.0,0,5,0.087,0.087,0.0778,0.0852
96.672,1,0.834,-1.5,3.03,5,69.1,20.57,0.09,-0.0388,0.088,-0.001,0.03,-0.379,-0.156,38.22,11.61,1,29.12,1,0.905,-27.63,34.01,0.0,0,5,0.0888,0.0851,0.0888,0.0888
96.7,1,0.842,-1.25,5.61,5,69.9,20.46,0.09,-0.0394,0.09,-0.0,0.012,-0.378,-0.154,38.22,11.61,1,29.12,1,0.912,-25.69,31.88,0.0,0,5,0.0906,0.0851,0.0943,0.0906
96.736,1,0.85,-1.5,8.34,5,70.8,20.96,0.09,-0.0875,0.089,0.001,-0.012,-0.375,-0.152,38.22,11.61,1,29.12,1,0.907,-25.2,32.7,0.0,0,5,0.0887,0.0851,0.0943,0.0869
96.767,1,0.85,-1.5,11.37,5,71.3,20.96,0.09,-0.132,0.087,0.0,-0.023,-0.372,-0.15,38.16,11.61,1,29.12,1,0.922,-25.2,29.39,0.0,0,5,0.0887,0.085,0.0906,0.085
96.805,1,0.833,-1.5,13.62,5,71.5,20.96,0.09,-0.1848,0.086,-0.0,-0.038,-0.37,-0.148,38.04,11.61,1,33.74,1,0.922,-25.2,29.39,0.0,0,5,0.0924,0.0813,0.0905,0.0813
96.836,1,0.808,-1.5,16.0,5,71.8,20.96,0.09,-0.2242,0.087,0.0,-0.06,-0.368,-0.147,37.99,11.61,1,33.74,1,0.931,-23.27,27.36,0.0,0,5,0.0924,0.0794,0.0942,0.0813
96.87,1,0.692,-2.0,20.01,4,71.9,20.77,0.09,-0.2658,0.087,0.002,-0.094,-0.366,-0.145,37.82,11.61,1,33.74,1,0.943,-25.2,22.12,0.0,0,5,0.0958,0.0774,0.0995,0.0737
96.9,1,0.823,-2.5,22.63,5,72.3,22.22,0.09,-0.3295,0.087,0.004,-0.113,-0.364,-0.143,37.64,11.61,1,33.74,1,0.92,-29.08,12.98,0.0,0,5,0.1014,0.0774,0.1032,0.0645
96.934,1,0.821,-3.49,25.27,5,72.8,23.35,0.09,-0.3696,0.086,0.002,-0.231,-0.362,-0.141,37.18,11.61,1,33.74,1,0.952,-30.54,2.47,0.0,0,5,0.1134,0.0677,0.1097,0.0549
96.968,1,0.81,-4.49,27.68,5,73.5,23.35,0.09,-0.405,0.091,0.002,-0.245,-0.358,-0.139,36.61,11.61,1,33.74,1,0.925,-32.96,-2.09,0.0,0,5,0.1265,0.0587,0.1283,0.0513
96.999,1,0.778,-5.49,29.66,5,73.2,23.35,0.09,-0.4354,0.095,0.002,-0.232,-0.357,-0.138,36.33,11.61,1,45.0,1,0.897,-37.81,-14.34,0.0,0,5,0.1301,0.055,0.1393,0.055
97.037,1,0.802,-6.99,31.46,5,73.0,23.2,0.09,-0.46,0.098,0.003,-0.286,-0.354,-0.135,35.64,11.61,1,45.0,1,0.962,-40.23,-25.28,0.0,0,5,0.1378,0.0478,0.1544,0.0533
97.068,1,0.698,-8.73,32.91,4,70.9,23.88,0.09,-0.4768,0.098,0.0,-0.368,-0.35,-0.133,34.84,11.61,1,45.0,1,0.991,-40.71,-28.47,0.0,0,5,0.1477,0.0401,0.1568,0.0474
97.1,1,0.67,-10.73,33.99,4,70.0,23.58,0.09,-0.4821,0.096,-0.003,-0.379,-0.349,-0.132,34.38,11.61,1,45.0,1,0.993,-41.2,-30.03,0.0,0,5,0.155,0.0328,0.1532,0.0438
97.135,1,0.672,-12.23,33.98,4,69.2,23.6,0.09,-0.4808,0.099,-0.003,-0.351,-0.345,-0.13,33.46,11.61,1,45.0,1,0.994,-42.17,-32.65,0.0,0,5,0.1687,0.0293,0.1632,0.0348
97.168,1,0.684,-13.23,34.15,4,68.9,23.53,0.09,-0.4688,0.099,-0.003,-0.437,-0.344,-0.129,33.0,11.61,1,45.0,1,0.992,-43.14,-35.44,0.0,0,5,0.1742,0.0275,0.165,0.0293
97.2,1,0.656,-14.47,34.01,4,65.7,23.23,0.09,-0.462,0.1,-0.002,-0.445,-0.34,-0.127,31.97,11.61,1,45.0,1,0.992,-44.11,-37.1,0.0,0,5,0.1775,0.0203,0.1757,0.0259
97.235,1,0.648,-12.73,32.06,4,63.7,23.23,0.09,-0.4493,0.099,-0.002,-0.496,-0.339,-0.126,31.4,11.61,1,45.0,1,0.99,-45.08,-40.5,0.0,0,5,0.1795,0.0148,0.1795,0.0222
97.268,1,0.667,-13.48,30.85,4,66.5,22.87,0.09,-0.441,0.092,0.001,-0.536,-0.336,-0.124,30.14,11.61,1,45.0,1,0.987,-47.5,-42.15,0.0,0,5,0.1702,0.0056,0.1795,0.0111
97.305,1,0.683,-13.73,29.76,4,68.7,22.71,0.09,-0.4124,0.088,0.003,-0.45,-0.332,-0.121,28.65,11.61,1,45.0,1,0.987,-47.5,-42.15,0.0,0,5,0.1701,0.0018,0.1808,0.0
97.337,1,0.765,-13.73,28.87,5,69.7,22.22,0.09,-0.3912,0.089,0.004,-0.476,-0.33,-0.12,28.07,11.61,1,45.0,1,0.971,-49.92,-47.27,0.0,0,5,0.17,0.0036,0.1825,0.0
97.366,1,0.785,-14.47,28.31,5,68.7,22.22,0.09,-0.3774,0.09,0.007,-0.485,-0.329,-0.119,27.56,11.61,1,45.0,1,0.962,-47.01,-46.03,0.0,0,5,0.1664,0.0072,0.1861,0.0
97.4,1,0.793,-14.72,26.96,5,70.4,22.04,0.09,-0.3588,0.089,0.009,-0.48,-0.326,-0.117,26.41,11.6,1,35.3,1,0.961,-45.08,-43.53,0.0,0,5,0.1605,0.0148,0.1827,0.0
97.432,1,0.798,-15.22,25.96,5,71.3,21.67,0.09,-0.3339,0.088,0.007,-0.397,-0.323,-0.116,25.38,11.6,1,35.3,1,0.977,-44.59,-41.54,0.0,0,5,0.1624,0.0203,0.1698,0.0
97.467,1,0.792,-15.47,25.04,5,70.0,21.67,0.09,-0.3121,0.084,0.007,-0.387,-0.32,-0.114,24.47,11.6,1,35.3,1,0.977,-44.59,-41.54,0.0,0,5,0.1532,0.0185,0.1625,0.0
97.504,1,0.796,-15.47,24.33,5,70.1,21.67,0.09,-0.2937,0.088,0.011,-0.424,-0.317,-0.112,23.55,11.6,1,35.3,1,0.977,-44.59,-41.54,0.0,0,5,0.1516,0.0259,0.1646,0.0
97.534,1,0.795,-15.72,23.52,5,71.1,21.42,0.09,-0.2828,0.089,0.013,-0.413,-0.315,-0.111,23.09,11.6,1,35.3,1,0.925,-36.35,-30.9,0.0,0,5,0.1421,0.0314,0.1716,0.0092
97.566,1,0.797,-15.72,22.73,5,71.6,21.42,0.09,-0.2667,0.089,0.011,-0.341,-0.314,-0.11,22.69,11.6,1,35.3,1,0.951,-32.96,-31.29,0.0,0,5,0.1403,0.0295,0.1698,0.0148
97.603,1,0.795,-15.97,22.17,5,70.3,21.62,0.09,-0.2533,0.089,0.006,-0.3,-0.309,-0.108,21.54,11.6,1,23.3,1,0.951,-32.96,-31.29,0.0,0,5,0.1422,0.0332,0.1625,0.0203
97.633,1,0.801,-15.97,21.46,5,70.0,21.42,0.09,-0.2411,0.088,0.006,-0.285,-0.307,-0.107,21.2,11.6,1,23.3,1,0.93,-27.14,-18.42,0.0,0,5,0.1388,0.0352,0.1517,0.0259
97.667,1,0.8,-15.97,20.86,5,69.5,21.42,0.09,-0.2295,0.09,0.006,-0.221,-0.304,-0.106,20.68,11.6,1,23.3,1,0.911,-23.75,-14.49,2.113,1,5,0.1295,0.0425,0.1498,0.037
97.704,1,0.8,-14.97,19.87,5,69.8,21.42,0.09,-0.2195,0.09,0.007,-0.258,-0.301,-0.104,20.17,11.6,1,23.3,1,0.911,-23.75,-14.49,2.113,1,5,0.1277,0.0518,0.1425,0.0389
97.735,1,0.801,-14.72,19.63,5,70.4,21.42,0.09,-0.2148,0.091,0.008,-0.267,-0.299,-0.103,19.82,11.6,1,23.3,1,0.815,-15.99,-2.05,0.263,1,5,0.1257,0.0592,0.1387,0.0388
97.766,1,0.798,-14.47,19.16,5,70.6,20.81,0.09,-0.2126,0.091,0.008,-0.235,-0.297,-0.102,19.6,11.6,1,23.3,1,0.881,-12.6,7.49,6.677,1,5,0.1276,0.0666,0.1313,0.037
97.801,1,0.792,-14.47,18.83,5,69.8,20.56,0.09,-0.207,0.088,0.01,-0.167,-0.293,-0.1,18.91,11.6,1,11.3,1,0.881,-12.6,7.49,6.677,1,5,0.1221,0.0722,0.1258,0.0333
97.834,1,0.795,-14.47,18.41,5,69.7,21.1,0.09,-0.2002,0.087,0.008,-0.197,-0.291,-0.1,18.68,11.6,1,11.3,1,0.829,-5.82,18.9,0.0,0,5,0.1184,0.0648,0.1258,0.0407
97.868,1,0.79,-14.47,17.92,5,68.7,20.81,0.1043,-0.1922,0.089,0.003,-0.195,-0.287,-0.098,18.22,11.6,1,11.3,1,0.851,-2.91,21.11,0.0,0,5,0.1185,0.0555,0.1277,0.0537
97.9,1,0.804,-14.23,17.7,5,70.1,20.81,0.1109,-0.1894,0.088,0.001,-0.185,-0.286,-0.098,17.99,11.6,1,11.3,1,0.785,2.91,30.48,0.0,0,5,0.1185,0.0518,0.1259,0.0556
97.933,1,0.658,-13.73,16.08,4,69.9,21.1,0.125,-0.2245,0.091,0.001,-0.18,-0.282,-0.097,17.59,11.6,1,11.3,1,0.829,3.39,36.96,0.0,0,5,0.1241,0.0611,0.1223,0.0556
97.965,1,0.665,-13.73,16.19,4,71.3,21.01,0.1392,-0.2293,0.092,0.001,-0.184,-0.28,-0.096,17.36,11.6,1,11.3,1,0.848,2.91,33.66,0.0,0,5,0.1278,0.063,0.1223,0.0537
