t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
16.741,1,0.866,0.25,2.97,5,74.9,20.81,0.1439,-0.0709,0.199,0.005,-0.09,-2.643,-3.828,158.02,12.16,3.69,1,0.834,1.94,-7.9,-3.319,1,5,0.2036,0.187,0.2203,0.1833
16.772,1,0.86,0.75,2.56,5,74.0,20.57,0.1249,-0.0631,0.196,0.003,-0.112,-2.646,-3.826,157.91,12.16,3.69,1,0.823,4.36,-6.61,-5.557,1,5,0.2055,0.187,0.211,0.1814
16.808,1,0.833,1.0,2.25,5,73.3,20.96,0.1131,-0.0565,0.191,0.0,-0.055,-2.653,-3.823,157.74,12.16,3.69,1,0.86,6.3,0.97,-2.81,1,5,0.2091,0.1813,0.2017,0.1721
16.84,1,0.823,1.25,2.58,5,72.7,20.57,0.089,-0.0513,0.188,0.001,-0.095,-2.66,-3.821,157.56,12.16,3.69,1,0.859,6.3,0.47,-2.129,1,5,0.1998,0.1776,0.2017,0.1739
16.876,1,0.828,0.25,2.88,5,72.2,20.81,0.0748,-0.0589,0.185,0.004,-0.127,-2.664,-3.819,157.45,12.16,3.69,1,0.845,8.24,-0.3,-5.81,1,5,0.1887,0.1776,0.2017,0.1739
16.94,1,0.81,0.75,2.08,5,72.1,20.81,0.0748,-0.0516,0.165,0.003,-0.092,-2.676,-3.814,157.22,12.16,1.14,1,0.854,9.69,5.75,-1.507,1,5,0.1702,0.1591,0.1776,0.1536
16.972,1,0.821,1.25,1.69,5,71.9,20.81,0.0748,-0.0438,0.158,0.0,-0.087,-2.678,-3.813,157.11,12.16,1.14,1,0.852,9.21,4.88,-5.746,1,5,0.1683,0.1442,0.172,0.1479
17.009,1,0.816,1.25,1.71,5,72.3,20.81,0.0748,-0.0431,0.144,-0.003,-0.063,-2.683,-3.811,156.99,12.16,1.14,1,0.852,9.21,4.88,-5.746,1,5,0.1517,0.1203,0.1628,0.1425
17.041,1,0.82,0.75,1.65,5,72.5,20.81,0.0748,-0.0426,0.131,-0.002,-0.085,-2.688,-3.809,156.76,12.16,1.14,1,0.835,9.69,3.42,-4.826,1,5,0.1369,0.111,0.148,0.1295
17.075,1,0.838,0.75,1.43,5,72.6,20.57,0.0748,-0.0351,0.127,-0.001,0.011,-2.69,-3.808,156.7,12.16,1.14,1,0.835,9.69,3.42,-4.826,1,5,0.1369,0.111,0.1406,0.1184
17.142,1,0.862,0.75,1.33,5,73.3,20.81,0.0748,-0.0315,0.111,0.001,-0.04,-2.698,-3.805,156.53,12.16,-1.2,1,0.828,10.18,10.67,-2.261,1,5,0.1331,0.1091,0.1146,0.0869
17.177,1,0.871,0.25,1.28,5,73.5,20.81,0.0748,-0.0298,0.106,0.0,-0.104,-2.7,-3.804,156.42,12.16,-1.2,1,0.828,10.18,10.67,-2.261,1,5,0.124,0.1018,0.111,0.087
17.209,1,0.878,0.25,1.07,5,73.7,20.46,0.0748,-0.0227,0.095,-0.001,-0.076,-2.703,-3.803,156.19,12.16,-1.2,1,0.828,10.18,10.67,-2.261,1,5,0.0998,0.0795,0.1072,0.0924
17.241,1,0.881,0.25,0.93,5,73.7,20.46,0.0748,-0.0196,0.084,0.0,-0.04,-2.706,-3.801,156.13,12.16,-1.2,1,0.834,8.72,7.94,-4.355,1,5,0.0833,0.0611,0.1073,0.0851
17.274,1,0.891,0.0,1.0,5,73.9,20.57,0.0748,-0.0178,0.08,0.001,-0.112,-2.707,-3.801,156.02,12.16,-1.2,1,0.834,8.72,7.94,-4.355,1,5,0.0776,0.0591,0.1035,0.0813
17.31,1,0.891,0.0,0.63,5,73.8,20.57,0.0748,-0.016,0.073,0.003,-0.064,-2.71,-3.8,155.9,12.16,-1.2,1,0.834,8.72,7.94,-4.355,1,5,0.0758,0.0628,0.0905,0.0647
17.372,1,0.888,0.25,0.4,5,73.9,20.57,0.0748,-0.0103,0.071,0.005,-0.045,-2.714,-3.798,155.84,12.16,-1.85,1,0.842,12.12,12.13,-0.957,1,5,0.0795,0.0758,0.0758,0.0517
17.471,1,0.88,0.25,0.6,5,73.6,20.81,0.0748,-0.0094,0.054,0.003,-0.025,-2.719,-3.796,155.79,12.16,-1.85,1,0.834,12.12,12.13,-0.96,1,5,0.0536,0.0536,0.0592,0.0481
17.541,1,0.87,0.25,0.48,5,73.5,20.81,0.0748,-0.0128,0.04,0.001,0.028,-2.722,-3.795,155.84,12.16,-1.24,1,0.832,12.12,12.13,-0.964,1,5,0.037,0.0407,0.0407,0.0407
17.572,1,0.871,0.25,0.77,5,73.4,20.46,0.0748,-0.0108,0.037,-0.0,-0.003,-2.722,-3.795,155.84,12.16,-1.24,1,0.832,12.12,12.13,-0.964,1,5,0.0352,0.0389,0.0352,0.0407
17.641,1,0.864,0.5,0.47,5,73.2,20.2,0.0748,-0.0157,0.032,0.0,0.013,-2.725,-3.794,155.84,12.16,-1.24,1,0.831,12.6,12.23,-3.345,1,5,0.0296,0.0333,0.0315,0.0333
17.675,1,0.858,0.75,0.31,5,73.0,20.57,0.0748,-0.0133,0.031,0.001,-0.001,-2.725,-3.794,155.84,12.16,-1.24,1,0.833,12.6,12.32,-4.729,1,5,0.0296,0.0333,0.0315,0.0296
17.775,1,0.851,0.75,0.53,5,72.8,20.81,0.0748,-0.0127,0.033,0.001,0.007,-2.728,-3.792,155.84,12.16,-0.31,1,0.839,13.09,11.83,-3.808,1,5,0.0273,0.0327,0.0345,0.0364
17.842,1,0.84,1.0,0.41,5,72.5,20.57,0.0748,-0.0163,0.041,-0.001,-0.025,-2.731,-3.791,155.9,12.16,-0.31,1,0.841,13.09,12.43,-2.785,1,5,0.0406,0.0406,0.0388,0.0424
17.871,1,0.836,1.0,0.38,5,72.5,20.57,0.0748,-0.017,0.042,-0.001,0.008,-2.732,-3.791,155.9,12.16,-0.31,1,0.842,13.09,12.42,-2.785,1,5,0.0423,0.0423,0.0386,0.0441
17.971,1,0.83,1.25,0.85,5,72.5,20.57,0.0748,-0.0159,0.055,-0.001,-0.002,-2.737,-3.788,155.9,12.16,0.3,1,0.847,13.57,11.9,-1.752,1,5,0.0546,0.0564,0.051,0.0564
18.074,1,0.827,1.25,1.02,5,72.4,20.57,0.0748,-0.0265,0.058,0.001,-0.005,-2.743,-3.786,155.96,12.16,0.3,1,0.841,7.76,3.47,-3.271,1,5,0.0554,0.0591,0.0591,0.0572
18.172,1,0.822,1.0,1.38,5,72.1,20.96,0.0748,-0.0291,0.055,-0.001,0.0,-2.748,-3.784,155.9,12.16,1.89,1,0.85,8.24,2.09,-5.545,1,5,0.0554,0.0517,0.0554,0.0554
18.209,1,0.825,1.25,1.15,5,72.1,20.57,0.0748,-0.0323,0.054,0.0,-0.016,-2.75,-3.783,155.9,12.16,1.89,1,0.847,8.24,2.08,-5.567,1,5,0.0555,0.0518,0.0555,0.0518
18.241,1,0.827,1.0,1.32,5,71.9,20.57,0.0748,-0.0317,0.053,-0.0,-0.034,-2.751,-3.782,155.84,12.16,1.89,1,0.845,8.24,1.2,-4.249,1,5,0.0537,0.05,0.0555,0.0537
18.272,1,0.826,1.0,1.4,5,71.7,21.1,0.0748,-0.0315,0.052,-0.0,-0.012,-2.752,-3.782,155.84,12.16,1.89,1,0.845,8.24,1.2,-4.249,1,5,0.0537,0.0481,0.0555,0.0518
18.372,1,0.823,1.25,1.2,5,71.3,20.46,0.0748,-0.0332,0.057,-0.002,-0.009,-2.758,-3.779,155.84,12.16,0.61,1,0.843,8.24,1.64,-4.941,1,5,0.0572,0.0517,0.0591,0.0609
18.442,1,0.813,1.25,1.46,5,71.1,20.57,0.0748,-0.0326,0.067,-0.0,0.021,-2.763,-3.777,155.84,12.16,0.61,1,0.846,8.24,1.2,-4.259,1,5,0.0703,0.0684,0.0666,0.0647
18.471,1,0.831,1.5,1.37,5,71.3,20.57,0.07,-0.037,0.07,0.0,0.008,-2.764,-3.776,155.84,12.16,0.61,1,0.839,8.72,1.34,-6.852,1,5,0.0703,0.0703,0.0703,0.0685
18.508,1,0.836,1.5,1.37,5,71.3,20.57,0.07,-0.0385,0.073,0.002,-0.015,-2.767,-3.775,155.79,12.16,0.61,1,0.844,10.18,2.95,-3.742,1,5,0.0703,0.0722,0.0778,0.0722
18.541,1,0.835,1.75,1.09,5,71.2,20.57,0.07,-0.0381,0.072,0.001,-0.008,-2.769,-3.774,155.79,12.16,-1.1,1,0.844,10.18,2.97,-3.742,1,5,0.0703,0.0703,0.0759,0.0703
18.572,1,0.828,1.75,1.1,5,71.3,20.57,0.07,-0.0359,0.069,0.001,-0.006,-2.77,-3.773,155.79,12.16,-1.1,1,0.844,10.18,2.97,-3.742,1,5,0.0703,0.0685,0.0722,0.0666
18.608,1,0.823,1.5,1.23,5,71.4,20.57,0.07,-0.0359,0.064,0.0,0.002,-2.773,-3.772,155.79,12.16,-1.1,1,0.847,10.18,2.98,-3.742,1,5,0.0666,0.0629,0.0648,0.0611
18.672,1,0.842,1.5,1.1,5,72.2,20.04,0.07,-0.0349,0.06,-0.001,-0.046,-2.776,-3.771,155.67,12.16,-1.1,1,0.818,14.54,11.05,-4.656,1,5,0.0629,0.0573,0.061,0.0592
18.711,1,0.846,1.25,1.28,5,72.3,20.46,0.07,-0.0326,0.06,-0.001,-0.029,-2.778,-3.77,155.62,12.16,-1.1,1,0.818,14.54,11.05,-4.656,1,5,0.0629,0.0555,0.0629,0.0592
18.739,1,0.841,1.25,0.93,5,72.5,20.46,0.07,-0.0326,0.059,-0.001,-0.039,-2.78,-3.769,155.5,12.16,-1.9,1,0.852,14.06,11.2,-2.97,1,5,0.0629,0.0537,0.0611,0.0574
18.771,1,0.839,1.25,0.91,5,72.5,20.46,0.07,-0.0268,0.058,-0.002,-0.017,-2.781,-3.768,155.5,12.16,-1.9,1,0.857,14.06,11.2,-2.971,1,5,0.0648,0.0519,0.0611,0.0556
18.807,1,0.836,1.25,0.99,5,72.5,20.57,0.07,-0.0266,0.06,-0.003,-0.023,-2.783,-3.767,155.5,12.16,-1.9,1,0.851,14.06,11.12,-1.498,1,5,0.0648,0.0518,0.0629,0.0611
18.84,1,0.849,1.0,1.16,5,72.5,20.57,0.07,-0.0282,0.064,-0.002,0.0,-2.786,-3.766,155.5,12.16,-1.9,1,0.851,14.06,11.12,-1.498,1,5,0.0667,0.0574,0.0667,0.0667
18.872,1,0.849,1.0,1.08,5,72.7,20.57,0.07,-0.0284,0.068,-0.002,0.01,-2.787,-3.765,155.5,12.16,-1.9,1,0.84,14.06,10.92,0.017,1,5,0.0685,0.0629,0.0685,0.0703
18.905,1,0.843,1.25,1.04,5,72.6,21.62,0.07,-0.0271,0.071,-0.004,-0.009,-2.79,-3.764,155.5,12.16,-1.9,1,0.84,14.06,10.91,0.008,1,5,0.0778,0.0685,0.0648,0.0722
18.941,1,0.845,0.75,1.32,5,72.6,20.46,0.07,-0.0297,0.072,-0.003,-0.02,-2.792,-3.763,155.44,12.16,-1.37,1,0.84,14.06,10.91,0.008,1,5,0.0796,0.0722,0.0648,0.0703
18.971,1,0.838,0.75,0.84,5,72.8,20.46,0.07,-0.0286,0.069,-0.003,-0.007,-2.793,-3.762,155.44,12.16,-1.37,1,0.848,13.09,10.88,-1.106,1,5,0.0777,0.0685,0.0648,0.0666
19.006,1,0.836,0.75,0.82,5,72.7,20.46,0.07,-0.0203,0.065,0.0,-0.01,-2.796,-3.761,155.39,12.16,-1.37,1,0.843,13.09,10.05,-2.995,1,5,0.0666,0.0648,0.0666,0.0629
19.043,1,0.825,0.75,0.4,5,72.5,20.46,0.07,-0.0203,0.063,0.0,0.01,-2.798,-3.76,155.39,12.16,-1.37,1,0.843,13.09,10.05,-2.995,1,5,0.0647,0.061,0.0647,0.061
19.074,1,0.848,0.75,0.66,5,72.5,20.57,0.07,-0.0133,0.064,0.0,-0.023,-2.799,-3.759,155.39,12.16,-1.37,1,0.834,13.09,10.03,-2.968,1,5,0.0647,0.0628,0.0647,0.0628
19.107,1,0.85,0.5,0.91,5,72.4,20.57,0.07,-0.0179,0.064,-0.001,-0.088,-2.801,-3.758,155.27,12.16,-1.37,1,0.833,13.09,9.96,-1.493,1,5,0.0684,0.061,0.0647,0.0629
19.144,1,0.848,0.5,0.53,5,72.4,20.57,0.07,-0.0194,0.064,-0.001,0.015,-2.804,-3.757,155.21,12.16,0.1,1,0.833,13.09,9.96,-1.493,1,5,0.0666,0.0592,0.0666,0.0648
19.171,1,0.838,0.5,0.57,5,72.3,20.2,0.07,-0.0131,0.064,-0.002,-0.032,-2.805,-3.757,155.16,12.16,0.1,1,0.829,12.6,8.3,-1.955,1,5,0.0667,0.0575,0.0667,0.0667
19.207,1,0.83,0.5,0.62,5,72.2,21.62,0.07,-0.0139,0.066,-0.002,0.007,-2.807,-3.755,155.16,12.16,0.1,1,0.831,12.12,8.85,-3.023,1,5,0.0666,0.0573,0.0703,0.0703
19.24,1,0.822,0.75,0.58,5,72.1,22.15,0.07,-0.0149,0.069,-0.004,0.018,-2.81,-3.754,155.21,12.16,0.1,1,0.819,11.15,10.34,-0.576,1,5,0.0702,0.0573,0.0721,0.0758
19.271,1,0.825,0.25,1.02,5,72.3,20.57,0.07,-0.0173,0.07,-0.004,-0.003,-2.811,-3.753,155.21,12.16,0.1,1,0.819,11.15,10.34,-0.576,1,5,0.0702,0.0609,0.072,0.0776
19.308,1,0.825,0.5,0.7,5,72.2,21.1,0.07,-0.0187,0.072,-0.002,0.018,-2.814,-3.752,155.27,12.16,0.1,1,0.828,6.3,-0.73,-3.376,1,5,0.0702,0.0702,0.0683,0.0776
19.339,1,0.839,0.75,1.12,5,72.2,20.46,0.07,-0.0168,0.072,-0.001,0.009,-2.816,-3.751,155.27,12.16,1.24,1,0.842,7.27,-0.25,-2.874,1,5,0.0701,0.0757,0.0664,0.0775
19.371,1,0.834,0.75,1.31,5,72.1,22.19,0.07,-0.0271,0.073,-0.0,-0.008,-2.818,-3.75,155.27,12.16,1.24,1,0.867,7.27,0.54,-0.81,1,5,0.0713,0.075,0.0695,0.075
19.404,1,0.818,0.75,1.27,5,71.2,22.19,0.07,-0.0302,0.071,-0.001,-0.014,-2.819,-3.749,155.27,12.16,1.24,1,0.869,7.27,0.54,-0.821,1,5,0.0713,0.0695,0.0695,0.0732
19.439,1,0.809,0.5,0.93,5,71.1,22.77,0.07,-0.0292,0.069,-0.001,-0.011,-2.822,-3.748,155.21,12.16,1.24,1,0.868,7.27,-1.18,-3.293,1,5,0.0728,0.0655,0.0709,0.0673
19.471,1,0.808,0.25,1.08,5,71.7,23.2,0.07,-0.0203,0.067,-0.001,-0.051,-2.823,-3.748,155.16,12.16,1.24,1,0.871,6.3,-0.76,-3.406,1,5,0.0727,0.0618,0.0709,0.0636
19.541,1,0.833,0.0,0.55,5,71.8,21.1,0.07,-0.0202,0.066,-0.001,-0.038,-2.828,-3.745,154.81,12.15,0.65,1,0.853,5.33,-0.61,-3.685,1,5,0.0732,0.0568,0.0732,0.0604
19.571,1,0.839,-0.25,1.02,5,71.6,21.02,0.07,-0.0083,0.067,-0.0,-0.052,-2.829,-3.745,154.81,12.15,0.65,1,0.853,5.33,-0.61,-3.685,1,5,0.0733,0.0586,0.0751,0.0605
19.605,1,0.833,-0.25,0.65,5,71.7,21.02,0.07,-0.0136,0.066,-0.0,-0.009,-2.831,-3.744,154.7,12.15,0.65,1,0.842,4.85,-1.39,-2.077,1,5,0.0752,0.0605,0.0715,0.0587
19.638,1,0.835,-0.75,1.02,5,71.8,20.46,0.07,-0.0079,0.069,-0.002,0.031,-2.834,-3.742,154.76,12.15,0.65,1,0.839,4.85,-1.4,-2.075,1,5,0.0757,0.0609,0.0739,0.0665
19.67,1,0.842,-0.75,0.68,5,72.5,20.04,0.07,-0.0089,0.07,-0.005,-0.031,-2.835,-3.741,154.76,12.15,0.65,1,0.838,4.85,-1.4,-2.067,1,5,0.0776,0.0591,0.072,0.072
19.705,1,0.847,-0.75,-0.1,5,72.4,20.57,0.07,-0.0035,0.073,-0.004,0.007,-2.838,-3.74,154.7,12.15,0.65,1,0.833,4.36,-0.93,0.215,1,5,0.0758,0.0628,0.0739,0.0776
19.739,1,0.853,-0.75,0.38,5,72.1,20.46,0.07,0.0095,0.072,-0.003,0.005,-2.84,-3.739,154.7,12.15,-0.6,1,0.833,4.36,-0.93,0.215,1,5,0.074,0.0666,0.0703,0.0759
19.771,1,0.849,-0.5,0.56,5,72.0,20.04,0.07,0.0007,0.072,0.0,0.006,-2.841,-3.738,154.76,12.15,-0.6,1,0.852,4.36,-2.23,-2.885,1,5,0.0703,0.0722,0.0722,0.074
19.807,1,0.841,-0.25,0.33,5,72.2,20.46,0.07,-0.0055,0.072,0.002,0.008,-2.844,-3.737,154.76,12.15,-0.6,1,0.86,4.85,-1.4,-0.369,1,5,0.0685,0.0759,0.0722,0.0722
19.837,1,0.839,-0.25,0.31,5,72.2,20.46,0.07,-0.0044,0.072,0.003,-0.003,-2.847,-3.736,154.81,12.15,-0.6,1,0.856,4.85,-1.33,-2.064,1,5,0.0684,0.0758,0.0721,0.0703
19.869,1,0.84,-0.25,0.45,5,72.4,20.46,0.07,-0.0037,0.072,0.001,-0.046,-2.848,-3.735,154.76,12.15,-0.6,1,0.857,4.85,-1.34,-2.069,1,5,0.0702,0.0758,0.0702,0.0702
19.906,1,0.846,-0.25,0.54,5,72.5,20.46,0.07,-0.0061,0.071,-0.0,-0.017,-2.851,-3.734,154.64,12.15,-0.6,1,0.855,4.36,-0.82,-1.569,1,5,0.0706,0.0688,0.0725,0.0706
19.939,1,0.852,-0.25,0.55,5,72.7,20.46,0.07,-0.0076,0.07,-0.001,-0.002,-2.853,-3.733,154.58,12.16,-1.43,1,0.86,4.36,-3.12,-3.313,1,5,0.0706,0.0688,0.0706,0.0688
19.972,1,0.855,-0.25,0.47,5,72.6,20.46,0.07,-0.0076,0.07,-0.001,-0.001,-2.854,-3.732,154.58,12.16,-1.43,1,0.869,4.36,-3.65,-2.598,1,5,0.0737,0.0648,0.0719,0.0683
20.003,1,0.857,-0.25,0.57,5,72.7,20.46,0.07,-0.0061,0.072,-0.001,0.04,-2.857,-3.731,154.64,12.16,-1.43,1,0.873,4.36,-3.67,-2.617,1,5,0.077,0.0697,0.0734,0.0697
20.038,1,0.855,-0.25,0.57,5,72.8,20.46,0.07,-0.0079,0.073,-0.002,0.015,-2.86,-3.73,154.7,12.16,-1.43,1,0.858,5.82,-2.65,-2.209,1,5,0.0721,0.0684,0.0721,0.0776
20.07,1,0.854,-0.25,0.66,5,72.6,20.46,0.07,-0.0078,0.073,-0.002,0.009,-2.861,-3.729,154.7,12.16,-1.43,1,0.837,9.69,5.01,-3.525,1,5,0.0721,0.0721,0.0703,0.0777
20.103,1,0.851,-0.25,0.66,5,72.7,20.46,0.07,-0.0093,0.07,-0.001,-0.004,-2.864,-3.728,154.7,12.16,-1.43,1,0.849,10.18,10.02,1.523,1,5,0.0684,0.0703,0.0684,0.074
20.144,1,0.855,-0.25,0.58,5,72.7,20.46,0.07,-0.0093,0.072,0.0,-0.007,-2.866,-3.727,154.64,12.16,-2.47,1,0.849,10.18,7.26,-1.117,1,5,0.0721,0.0721,0.0721,0.0703
20.17,1,0.853,-0.25,0.31,5,71.8,20.46,0.07,-0.0079,0.07,0.001,-0.01,-2.867,-3.726,154.64,12.16,-2.47,1,0.842,10.18,8.13,0.951,1,5,0.0722,0.0685,0.074,0.0666
20.207,1,0.861,-0.25,0.1,5,71.2,20.56,0.07,-0.0032,0.071,0.0,0.012,-2.87,-3.725,154.64,12.16,-2.47,1,0.847,10.18,7.25,-1.108,1,5,0.074,0.0703,0.0721,0.0666
20.239,1,0.837,-0.25,0.19,5,71.2,20.46,0.07,0.0004,0.068,0.002,-0.056,-2.873,-3.724,154.58,12.16,-2.47,1,0.845,10.18,7.21,0.624,1,5,0.0703,0.0684,0.0721,0.0629
20.27,1,0.822,-0.25,-0.14,5,71.2,20.0,0.07,-0.001,0.068,0.001,-0.071,-2.874,-3.723,154.47,12.16,-2.47,1,0.84,10.18,6.33,-1.462,1,5,0.0684,0.0666,0.0721,0.0666
20.307,1,0.822,-0.5,-0.1,5,71.0,19.97,0.07,0.0047,0.065,0.002,-0.055,-2.876,-3.722,154.35,12.16,-2.47,1,0.854,9.69,7.46,0.622,1,5,0.0648,0.0629,0.0722,0.0611
20.34,1,0.822,-0.25,-1.16,5,71.1,20.46,0.07,0.0069,0.066,0.001,0.0,-2.878,-3.721,154.35,12.16,-1.32,1,0.854,9.21,7.47,0.181,1,5,0.0685,0.0629,0.0703,0.0611
20.369,1,0.843,-0.25,-0.96,5,71.2,20.57,0.07,0.0222,0.066,0.0,-0.02,-2.88,-3.72,154.3,12.16,-1.32,1,0.86,9.21,6.97,0.816,1,5,0.0703,0.0629,0.0685,0.0611
20.404,1,0.858,-0.75,-0.59,5,71.2,20.57,0.07,0.0188,0.07,-0.0,0.046,-2.882,-3.719,154.35,12.16,-1.32,1,0.867,9.21,6.05,0.526,1,5,0.0703,0.0666,0.0722,0.0703
20.442,1,0.854,-0.25,-0.47,5,71.0,20.44,0.07,0.0182,0.07,-0.001,0.028,-2.885,-3.718,154.41,12.16,-1.32,1,0.861,9.21,6.96,0.792,1,5,0.0666,0.0684,0.0703,0.0758
20.471,1,0.839,-0.25,-0.47,5,70.9,20.44,0.07,0.0099,0.072,0.001,0.031,-2.886,-3.717,154.47,12.16,-1.32,1,0.86,9.21,7.48,0.152,1,5,0.0665,0.0739,0.072,0.0757
20.504,1,0.816,-0.25,-0.21,5,70.8,20.46,0.07,0.0099,0.071,-0.0,0.014,-2.889,-3.716,154.47,12.16,-1.32,1,0.86,9.21,7.48,0.152,1,5,0.0664,0.0737,0.0682,0.0756
20.539,1,0.816,-0.25,-0.14,5,70.7,20.46,0.07,0.0057,0.074,0.002,-0.0,-2.892,-3.715,154.47,12.17,0.01,1,0.86,9.21,7.48,0.152,1,5,0.07,0.0793,0.0719,0.0737
20.573,1,0.818,-0.25,-0.12,5,70.8,20.46,0.07,0.0046,0.073,0.002,-0.008,-2.893,-3.714,154.47,12.17,0.01,1,0.86,9.21,7.48,0.152,1,5,0.0682,0.0775,0.0738,0.0738
20.608,1,0.841,-0.25,-0.27,5,70.9,20.46,0.07,0.0042,0.074,0.002,0.002,-2.896,-3.713,154.47,12.17,0.01,1,0.86,9.21,7.97,-0.507,1,5,0.0733,0.0788,0.0733,0.0696
20.638,1,0.841,-0.25,-0.08,5,70.9,20.46,0.07,0.0068,0.069,0.001,-0.047,-2.898,-3.712,154.35,12.17,0.01,1,0.86,9.21,7.97,-0.507,1,5,0.0691,0.0691,0.0709,0.0673
20.668,1,0.823,-0.25,-0.19,5,70.9,20.46,0.07,0.0035,0.068,-0.0,-0.06,-2.899,-3.711,154.24,12.17,0.01,1,0.847,4.36,-1.72,0.487,1,5,0.0709,0.0655,0.0691,0.0655
20.704,1,0.81,-0.25,-0.52,5,70.9,20.46,0.07,0.0054,0.065,-0.001,-0.009,-2.902,-3.71,154.24,12.17,0.01,1,0.857,4.36,-2.58,-1.559,1,5,0.0679,0.0605,0.0679,0.0642
20.741,1,0.8,-0.5,-0.53,5,70.6,20.96,0.07,0.0114,0.067,-0.001,0.017,-2.904,-3.709,154.24,12.17,1.58,1,0.857,4.36,-2.58,-1.559,1,5,0.0703,0.0629,0.0685,0.0648
20.768,1,0.809,-0.75,-0.35,5,70.1,21.02,0.07,0.0146,0.067,-0.001,0.001,-2.905,-3.708,154.24,12.17,1.58,1,0.864,3.88,-2.55,-2.119,1,5,0.0685,0.0648,0.0666,0.0666
20.803,1,0.808,-0.25,-0.54,5,69.6,20.46,0.07,0.0143,0.068,-0.003,0.031,-2.908,-3.707,154.3,12.17,1.58,1,0.865,3.88,-2.55,-2.121,1,5,0.0703,0.0666,0.0648,0.0722
20.84,1,0.79,-0.25,-0.58,5,69.2,22.19,0.07,0.0112,0.068,-0.002,0.02,-2.91,-3.706,154.35,12.17,1.58,1,0.865,4.36,-2.03,-0.351,1,5,0.0703,0.0666,0.0648,0.0703
20.87,1,0.756,-0.25,-0.47,5,68.8,21.6,0.07,0.0121,0.067,-0.002,0.012,-2.911,-3.705,154.35,12.17,1.58,1,0.865,4.36,-2.03,-0.351,1,5,0.0685,0.0648,0.0648,0.0703
20.904,1,0.734,0.0,-0.74,5,68.7,20.96,0.07,0.0102,0.068,0.001,0.007,-2.914,-3.704,154.35,12.17,1.58,1,0.866,4.36,-0.89,-1.592,1,5,0.0648,0.0666,0.0722,0.0703
20.941,1,0.739,0.0,-0.76,5,68.6,21.1,0.07,0.0121,0.071,0.003,-0.004,-2.917,-3.703,154.35,12.17,1.14,1,0.866,4.36,-0.89,-1.592,1,5,0.0666,0.074,0.074,0.0703
20.97,1,0.771,0.0,-0.42,5,68.3,21.02,0.07,0.0126,0.073,0.003,0.007,-2.918,-3.702,154.35,12.17,1.14,1,0.866,4.36,-0.89,-1.592,1,5,0.0697,0.077,0.0752,0.0697
21.004,1,0.783,-0.25,0.26,5,68.0,21.02,0.07,0.0069,0.072,0.005,-0.019,-2.921,-3.701,154.3,12.17,1.14,1,0.869,4.36,-0.89,-1.598,1,5,0.0715,0.077,0.0752,0.0623
21.037,1,0.735,-0.25,0.46,5,67.7,23.35,0.07,-0.002,0.071,0.005,-0.064,-2.922,-3.701,154.24,12.17,1.14,1,0.867,4.36,-0.88,-1.594,1,5,0.0697,0.0752,0.077,0.0623
21.069,1,0.737,-0.25,0.24,5,67.7,19.85,0.07,-0.0054,0.069,0.005,-0.034,-2.924,-3.7,154.07,12.17,1.14,1,0.863,4.36,-2.2,1.188,1,5,0.0667,0.0685,0.0797,0.063
21.107,1,0.763,-0.25,-0.26,5,67.8,20.46,0.07,-0.0017,0.072,0.002,0.005,-2.927,-3.698,154.07,12.17,1.14,1,0.867,3.39,-2.1,-1.604,1,5,0.0722,0.0666,0.0815,0.0666
21.14,1,0.777,-0.75,-0.0,5,69.4,20.46,0.07,0.0069,0.073,0.001,-0.036,-2.93,-3.697,154.01,12.17,1.03,1,0.869,3.39,-2.09,-1.61,1,5,0.0777,0.0666,0.0814,0.0666
21.171,1,0.801,-0.75,-0.55,5,70.4,20.46,0.07,0.0082,0.074,0.0,-0.004,-2.931,-3.696,153.95,12.17,1.03,1,0.869,3.39,-2.09,-1.61,1,5,0.0777,0.0666,0.0814,0.0703
21.205,1,0.814,-0.75,-0.7,5,70.2,20.46,0.07,0.0175,0.073,-0.002,-0.01,-2.934,-3.695,153.95,12.17,1.03,1,0.861,3.39,-3.23,-0.371,1,5,0.0759,0.0648,0.0777,0.074
21.24,1,0.823,-0.75,-0.61,5,70.3,20.46,0.07,0.0197,0.073,-0.001,-0.002,-2.936,-3.694,153.95,12.17,1.03,1,0.863,3.39,-3.71,0.291,1,5,0.0759,0.0629,0.0759,0.074
21.269,1,0.807,-0.75,-0.63,5,69.5,20.46,0.07,0.018,0.073,-0.001,-0.009,-2.938,-3.693,153.95,12.17,1.03,1,0.862,3.39,-3.23,-0.377,1,5,0.0741,0.0685,0.0759,0.0741
21.303,1,0.796,-0.75,-0.89,5,69.3,20.44,0.07,0.0182,0.073,0.002,0.002,-2.94,-3.692,153.95,12.17,1.03,1,0.859,3.39,-2.37,1.646,1,5,0.0704,0.0741,0.076,0.0704
21.339,1,0.795,-0.75,-0.54,5,69.6,20.44,0.07,0.0225,0.072,0.004,-0.003,-2.943,-3.691,153.95,12.17,-0.22,1,0.859,3.39,-2.37,1.646,1,5,0.0704,0.0778,0.0741,0.0667
