t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
35.965,1,0.918,-0.75,0.43,5,76.4,20.46,0.0776,0.0137,0.072,0.001,0.012,1.51,-1.559,-86.46,11.85,0.91,1,0.955,9.69,0.24,-4.745,1,5,0.07,0.0847,0.0626,0.0718
35.997,1,0.912,-0.75,0.54,5,76.8,20.46,0.0776,-0.0013,0.072,0.002,-0.026,1.511,-1.562,-86.46,11.85,0.91,1,0.946,9.69,0.88,-3.424,1,5,0.0662,0.0791,0.0699,0.0736
36.064,1,0.92,-0.75,0.5,5,76.7,20.46,0.0776,-0.003,0.07,0.0,-0.016,1.511,-1.566,-86.52,11.85,0.91,1,0.951,9.69,1.36,-4.246,1,5,0.0684,0.0666,0.074,0.0721
36.162,1,0.908,-1.0,0.17,5,76.5,21.02,0.0745,-0.002,0.074,-0.001,0.002,1.511,-1.574,-86.57,11.87,-0.21,1,0.955,9.21,0.76,-5.818,1,5,0.0777,0.0703,0.0758,0.074
36.195,1,0.906,-0.75,0.26,5,76.6,21.02,0.0745,0.0069,0.075,-0.003,0.008,1.511,-1.576,-86.52,11.87,-0.21,1,0.958,9.69,0.21,-4.743,1,5,0.0777,0.0703,0.0759,0.0759
36.265,1,0.909,-0.5,0.45,5,76.5,20.44,0.0704,0.002,0.072,-0.002,0.008,1.511,-1.581,-86.57,11.87,-0.21,1,0.951,10.66,0.07,-5.984,1,5,0.074,0.0758,0.0647,0.074
36.362,1,0.902,-0.5,1.06,5,76.1,20.44,0.0704,-0.0038,0.07,0.004,0.009,1.512,-1.588,-86.46,11.87,-2.22,1,0.962,12.12,4.34,-5.646,1,5,0.0641,0.0751,0.0732,0.0678
36.399,1,0.909,-0.25,0.75,5,75.4,20.46,0.0704,-0.0142,0.067,0.005,-0.046,1.513,-1.59,-86.52,11.87,-2.22,1,0.962,12.12,4.34,-5.646,1,5,0.0586,0.0678,0.0751,0.0659
36.463,1,0.911,-0.5,0.52,5,75.5,20.44,0.0704,-0.0116,0.064,0.003,-0.042,1.513,-1.594,-86.69,11.87,-2.22,1,0.954,12.12,5.76,-4.419,1,5,0.0643,0.0588,0.0754,0.057
36.495,1,0.911,-0.75,0.57,5,75.5,20.46,0.07,-0.0042,0.064,0.002,-0.036,1.513,-1.596,-86.75,11.87,-2.59,1,0.958,11.63,4.83,-6.608,1,5,0.0681,0.0589,0.0736,0.057
36.562,1,0.917,-0.75,0.53,5,75.5,20.46,0.07,-0.0024,0.068,0.0,0.014,1.513,-1.601,-86.8,11.87,-2.59,1,0.958,11.63,4.83,-6.608,1,5,0.074,0.0648,0.0722,0.0629
36.593,1,0.917,-0.5,0.17,5,75.5,20.44,0.07,-0.002,0.068,-0.001,0.003,1.513,-1.602,-86.75,11.87,-2.59,1,0.893,15.51,7.91,-6.938,1,5,0.0758,0.0647,0.0684,0.0629
36.632,1,0.909,-0.5,0.6,5,75.5,19.97,0.07,0.0011,0.067,-0.002,-0.013,1.513,-1.604,-86.8,11.87,-2.59,1,0.893,15.51,7.91,-6.938,1,5,0.0742,0.0652,0.0652,0.0634
36.663,1,0.91,-0.25,0.49,5,75.4,20.46,0.07,-0.0063,0.065,-0.001,0.013,1.514,-1.606,-86.75,11.87,-2.59,1,0.968,16.48,11.05,-5.495,1,5,0.0688,0.0688,0.0597,0.0634
36.694,1,0.911,0.0,0.56,5,74.9,20.44,0.07,-0.0074,0.064,0.0,0.033,1.514,-1.608,-86.75,11.87,-2.59,1,0.967,16.48,11.72,-4.346,1,5,0.0633,0.0687,0.0597,0.0633
36.762,1,0.895,0.0,1.2,5,74.3,20.44,0.07,-0.0108,0.062,0.006,-0.011,1.515,-1.613,-86.57,11.89,-4.0,1,0.973,17.45,12.19,-5.396,1,5,0.0479,0.0737,0.0627,0.0645
36.795,1,0.903,0.0,1.05,5,74.4,20.44,0.07,-0.0216,0.06,0.005,0.008,1.515,-1.615,-86.52,11.89,-4.0,1,0.977,16.96,12.69,-6.158,1,5,0.0479,0.0738,0.0608,0.0627
36.863,1,0.895,0.0,0.86,5,73.7,19.97,0.07,-0.0188,0.059,0.0,-0.038,1.515,-1.619,-86.63,11.89,-4.0,1,0.964,16.96,12.31,-5.571,1,5,0.0555,0.0592,0.0592,0.061
36.895,1,0.899,0.0,0.73,5,74.3,20.44,0.07,-0.0152,0.062,0.0,-0.017,1.515,-1.621,-86.69,11.89,-4.0,1,0.959,16.96,12.6,-3.667,1,5,0.0592,0.0574,0.0611,0.0629
36.962,1,0.894,-0.75,0.51,5,73.8,20.44,0.07,-0.0128,0.065,0.0,-0.057,1.515,-1.625,-86.8,11.89,-3.38,1,0.951,16.48,10.82,-6.062,1,5,0.0703,0.0555,0.074,0.0592
36.993,1,0.901,-1.0,0.52,5,74.2,19.97,0.07,-0.0001,0.066,-0.001,-0.024,1.515,-1.626,-86.86,11.89,-3.38,1,0.946,15.99,11.44,-3.727,1,5,0.0721,0.0536,0.0758,0.061
37.062,1,0.894,-1.25,0.44,5,74.3,20.44,0.07,0.0016,0.067,-0.004,-0.033,1.515,-1.632,-86.97,11.89,-3.38,1,0.946,15.99,11.44,-3.727,1,5,0.074,0.0555,0.0703,0.0666
37.094,1,0.9,-1.25,0.27,5,74.2,20.44,0.07,0.0054,0.067,-0.003,-0.044,1.515,-1.633,-86.97,11.89,-3.38,1,0.953,15.03,9.74,-6.42,1,5,0.074,0.061,0.0666,0.0666
37.162,1,0.894,-1.0,0.61,5,73.9,19.97,0.07,0.0074,0.067,0.001,0.097,1.516,-1.638,-86.75,11.89,-3.76,1,0.953,15.03,9.74,-6.42,1,5,0.0648,0.074,0.0629,0.0666
37.193,1,0.899,-1.0,0.57,5,74.0,19.97,0.07,-0.002,0.067,0.003,-0.009,1.516,-1.64,-86.75,11.89,-3.76,1,0.947,15.51,9.7,-6.177,1,5,0.0611,0.074,0.0648,0.0666
37.228,1,0.889,-1.0,1.03,5,73.9,20.44,0.07,-0.0012,0.068,0.001,0.013,1.516,-1.643,-86.69,11.89,-3.76,1,0.947,15.51,9.7,-6.177,1,5,0.0611,0.0703,0.0666,0.0722
37.263,1,0.897,-1.0,0.85,5,74.0,20.44,0.07,-0.0091,0.068,-0.0,-0.018,1.516,-1.645,-86.75,11.89,-3.76,1,0.947,15.51,9.7,-6.177,1,5,0.0647,0.0703,0.0666,0.0721
37.292,1,0.898,-1.0,0.78,5,73.8,20.44,0.07,-0.006,0.069,-0.0,0.008,1.516,-1.647,-86.75,11.89,-3.76,1,0.946,15.99,11.5,-3.728,1,5,0.0684,0.0702,0.0666,0.0702
37.33,1,0.899,-1.0,0.92,5,74.1,20.44,0.07,-0.0046,0.068,0.001,-0.015,1.516,-1.649,-86.75,11.89,-3.76,1,0.946,15.99,11.5,-3.728,1,5,0.0684,0.0703,0.0684,0.0666
37.363,1,0.896,-1.0,0.6,5,74.3,19.97,0.07,-0.0071,0.07,-0.001,-0.017,1.516,-1.652,-86.8,11.89,-3.76,1,0.946,15.99,11.5,-3.728,1,5,0.074,0.0666,0.0703,0.0684
37.394,1,0.906,-1.25,0.62,5,74.9,20.44,0.07,-0.0016,0.071,-0.002,-0.03,1.516,-1.654,-86.8,11.89,-3.76,1,0.956,15.51,9.72,-6.17,1,5,0.0758,0.0666,0.0721,0.0702
37.462,1,0.915,-1.25,0.12,5,75.2,20.44,0.07,0.001,0.074,-0.003,-0.019,1.517,-1.66,-86.92,11.89,-3.76,1,0.956,15.51,9.72,-6.17,1,5,0.0814,0.0703,0.0721,0.074
37.495,1,0.911,-1.25,0.12,5,75.5,20.44,0.07,0.0094,0.074,-0.002,-0.001,1.517,-1.661,-86.92,11.89,-3.76,1,0.959,15.51,9.79,-2.82,1,5,0.0795,0.074,0.0703,0.074
37.529,1,0.915,-1.25,0.2,5,75.5,20.44,0.07,0.0093,0.074,-0.002,0.043,1.517,-1.664,-86.8,11.89,-3.76,1,0.958,15.51,9.29,-0.472,1,5,0.0759,0.0777,0.0666,0.0759
37.562,1,0.917,-1.25,0.44,5,75.2,19.85,0.07,0.0079,0.074,0.0,0.037,1.517,-1.667,-86.69,11.89,-3.76,1,0.958,15.51,9.29,-0.472,1,5,0.0666,0.0777,0.0703,0.0814
37.596,1,0.918,-1.25,0.71,5,75.4,20.0,0.07,0.0036,0.072,-0.0,0.014,1.517,-1.67,-86.69,11.89,-3.76,1,0.968,15.51,9.21,-5.55,1,5,0.0648,0.074,0.0703,0.0814
37.632,1,0.917,-0.75,0.49,5,75.7,20.0,0.07,-0.0011,0.072,0.0,0.007,1.517,-1.671,-86.69,11.89,-3.76,1,0.964,15.51,9.23,-5.566,1,5,0.0629,0.074,0.0703,0.0795
37.663,1,0.924,-1.0,0.78,5,75.5,20.0,0.07,-0.0036,0.071,-0.0,-0.042,1.517,-1.674,-86.75,11.89,-3.76,1,0.965,15.99,9.17,-5.326,1,5,0.0684,0.0703,0.0703,0.074
37.692,1,0.924,-1.25,0.74,5,75.8,19.85,0.07,-0.0048,0.072,0.0,-0.019,1.517,-1.676,-86.8,11.89,-3.76,1,0.968,15.51,9.18,-4.181,1,5,0.0702,0.0702,0.0739,0.0721
37.728,1,0.925,-1.25,0.33,5,75.9,20.44,0.07,-0.0011,0.074,0.0,-0.016,1.518,-1.679,-86.8,11.9,-3.18,1,0.968,15.51,9.18,-4.181,1,5,0.0776,0.0702,0.0776,0.0702
37.761,1,0.936,-1.5,0.57,5,75.7,20.44,0.07,0.006,0.077,0.002,-0.023,1.518,-1.682,-86.86,11.9,-3.18,1,0.968,15.51,9.18,-4.181,1,5,0.0795,0.0739,0.0832,0.0702
37.797,1,0.929,-1.25,0.35,5,75.3,20.44,0.07,0.0047,0.077,-0.002,-0.002,1.518,-1.685,-86.86,11.9,-3.18,1,0.962,15.03,8.9,-3.535,1,5,0.0814,0.0721,0.0814,0.074
37.991,1,0.911,-0.5,0.49,5,73.0,19.97,0.07,0.0051,0.07,0.004,0.021,1.519,-1.698,-86.57,11.9,-3.18,1,0.957,15.03,8.91,-3.535,1,5,0.0589,0.0754,0.0717,0.0736
38.034,1,0.912,-0.5,0.5,5,72.7,19.97,0.07,-0.0062,0.072,0.0,-0.003,1.519,-1.701,-86.57,11.9,-3.18,1,0.953,15.99,10.08,-3.482,1,5,0.0662,0.0736,0.0717,0.0772
38.062,1,0.902,-0.5,0.46,5,70.7,20.44,0.07,-0.006,0.072,-0.0,-0.003,1.519,-1.704,-86.63,11.9,-3.18,1,0.953,15.99,10.08,-3.482,1,5,0.0711,0.0711,0.0729,0.0747
38.132,1,0.923,-0.5,-0.15,5,71.0,20.44,0.07,-0.0043,0.075,-0.001,-0.023,1.52,-1.709,-86.69,11.88,-2.74,1,0.952,15.99,10.09,-3.482,1,5,0.0763,0.071,0.0763,0.0746
38.192,1,0.923,-0.5,-0.4,5,70.2,20.44,0.07,0.0067,0.075,-0.002,-0.012,1.52,-1.713,-86.75,11.88,-2.74,1,0.96,15.51,9.46,-3.509,1,5,0.0788,0.0699,0.077,0.0752
38.227,1,0.922,-0.75,-0.46,5,69.8,20.46,0.07,0.0112,0.075,-0.0,0.014,1.52,-1.716,-86.75,11.88,-2.74,1,0.96,15.51,9.46,-3.509,1,5,0.0759,0.074,0.074,0.074
38.262,1,0.918,-0.5,-0.52,5,69.8,20.44,0.07,0.0154,0.073,0.003,0.054,1.52,-1.719,-86.63,11.88,-2.74,1,0.96,15.51,9.46,-3.509,1,5,0.0703,0.0796,0.0722,0.0703
38.297,1,0.866,-0.25,-0.73,5,65.3,20.46,0.07,0.0132,0.073,0.005,-0.021,1.521,-1.722,-86.63,11.88,-2.73,1,0.96,15.51,9.46,-3.509,1,5,0.0684,0.0813,0.0721,0.0684
38.361,1,0.84,-0.25,-0.25,5,64.8,20.2,0.07,0.0142,0.072,0.003,-0.018,1.521,-1.726,-86.63,11.88,-2.73,1,0.943,15.51,10.59,-4.442,1,5,0.0647,0.0832,0.0721,0.0702
38.433,1,0.828,-0.25,-0.63,5,63.6,20.44,0.07,0.0064,0.069,-0.0,-0.013,1.521,-1.73,-86.75,11.88,-2.73,1,0.942,15.51,9.3,-0.474,1,5,0.0702,0.0647,0.0721,0.0684
38.461,1,0.828,-0.5,-0.57,5,63.9,20.44,0.07,0.013,0.071,-0.0,-0.019,1.522,-1.733,-86.8,11.88,-2.73,1,0.942,15.51,9.3,-0.474,1,5,0.0739,0.0665,0.0757,0.0684
38.498,1,0.819,-0.5,-0.53,5,63.5,20.44,0.07,0.0152,0.072,0.0,-0.013,1.522,-1.735,-86.8,11.88,-2.1,1,0.939,15.03,9.81,-1.598,1,5,0.0758,0.0684,0.0758,0.0665
38.533,1,0.821,-0.5,-0.87,5,63.2,20.44,0.07,0.0142,0.075,-0.001,0.02,1.522,-1.738,-86.8,11.88,-2.1,1,0.935,15.03,8.91,-3.535,1,5,0.0794,0.0702,0.0775,0.0738
38.562,1,0.822,0.0,-1.05,5,63.3,20.44,0.07,0.02,0.075,-0.003,-0.009,1.522,-1.741,-86.75,11.88,-2.1,1,0.935,15.03,8.91,-3.535,1,5,0.0776,0.0702,0.0739,0.0776
38.598,1,0.816,0.0,-0.56,5,63.2,20.44,0.07,0.0171,0.073,-0.001,0.031,1.522,-1.744,-86.69,11.88,-2.1,1,0.935,15.51,9.3,-0.475,1,5,0.074,0.0758,0.0684,0.0758
38.63,1,0.815,0.25,-0.49,5,63.4,20.2,0.07,0.009,0.073,0.002,0.071,1.522,-1.745,-86.63,11.88,-2.1,1,0.933,15.51,9.73,-1.273,1,5,0.0685,0.0814,0.0685,0.074
38.695,1,0.806,0.5,-0.09,5,63.2,20.44,0.07,0.0054,0.071,0.009,-0.003,1.523,-1.749,-86.46,11.88,-2.1,1,0.929,15.51,9.21,-4.256,1,5,0.0538,0.089,0.0704,0.0704
38.726,1,0.808,0.5,-0.02,5,63.1,20.2,0.07,-0.0042,0.068,0.007,0.007,1.523,-1.752,-86.4,11.86,-1.08,1,0.916,16.48,10.9,-1.246,1,5,0.0499,0.0777,0.0721,0.0721
38.76,1,0.812,0.5,0.12,5,63.4,20.44,0.07,-0.0052,0.068,0.001,-0.04,1.523,-1.755,-86.46,11.86,-1.08,1,0.916,16.48,10.9,-1.246,1,5,0.061,0.0684,0.0702,0.0739
38.862,1,0.82,0.25,-0.57,5,63.9,20.44,0.07,-0.0069,0.07,0.0,-0.021,1.524,-1.762,-86.57,11.86,-1.08,1,0.9,12.12,2.52,-3.151,1,5,0.0721,0.0666,0.074,0.0666
38.898,1,0.825,0.0,-0.71,5,64.3,20.44,0.07,0.0083,0.074,-0.002,-0.018,1.524,-1.765,-86.63,11.86,0.61,1,0.898,11.63,2.69,-4.628,1,5,0.0794,0.0665,0.0776,0.0721
38.996,1,0.795,0.0,-0.76,5,62.7,20.44,0.07,0.0129,0.073,-0.001,0.014,1.524,-1.772,-86.75,11.86,0.61,1,0.893,11.63,1.34,-5.869,1,5,0.0788,0.0733,0.0696,0.0696
39.033,1,0.796,-0.25,-0.6,5,62.5,20.46,0.07,0.0137,0.073,0.002,0.072,1.524,-1.774,-86.69,11.86,0.61,1,0.893,11.63,0.81,-3.575,1,5,0.0727,0.08,0.0709,0.0691
39.062,1,0.802,0.0,-0.7,5,62.8,20.44,0.07,0.0139,0.072,0.006,0.009,1.525,-1.776,-86.57,11.86,0.61,1,0.893,11.63,0.81,-3.575,1,5,0.0658,0.0805,0.075,0.0658
39.091,1,0.806,0.0,-0.55,5,63.1,20.44,0.07,0.0121,0.07,0.005,-0.003,1.525,-1.778,-86.57,11.86,0.61,1,0.894,11.63,1.33,-5.892,1,5,0.0622,0.075,0.075,0.0677
39.161,1,0.816,0.0,-1.09,5,63.3,20.44,0.07,0.0095,0.067,0.0,0.003,1.525,-1.782,-86.63,11.87,-0.78,1,0.894,11.63,1.34,-5.906,1,5,0.0609,0.0663,0.0681,0.0717
39.196,1,0.816,0.0,-1.09,5,63.4,20.44,0.07,0.0189,0.064,0.0,0.002,1.525,-1.784,-86.63,11.87,-0.78,1,0.894,11.63,1.34,-5.906,1,5,0.0609,0.0645,0.0645,0.0663
39.229,1,0.811,-0.5,-0.31,5,62.9,20.2,0.07,0.0189,0.063,0.0,0.01,1.525,-1.786,-86.57,11.87,-0.78,1,0.894,11.63,1.34,-5.906,1,5,0.0629,0.0629,0.0648,0.0629
39.263,1,0.809,-0.5,-0.75,5,63.1,20.44,0.07,0.0117,0.064,-0.001,-0.001,1.525,-1.788,-86.57,11.87,-0.78,1,0.895,11.63,2.7,-4.638,1,5,0.0647,0.0629,0.0629,0.0666
39.293,1,0.813,-0.5,-0.42,5,63.6,20.44,0.07,0.0186,0.066,-0.003,-0.008,1.525,-1.79,-86.63,11.87,-0.78,1,0.895,11.63,2.7,-4.638,1,5,0.0684,0.0629,0.0629,0.0703
39.327,1,0.82,-0.75,-0.77,5,63.8,20.44,0.07,0.0126,0.068,-0.003,0.005,1.526,-1.792,-86.63,11.87,-2.89,1,0.885,12.12,0.96,-6.354,1,5,0.0702,0.0647,0.0666,0.0721
39.363,1,0.821,-0.5,-1.08,5,63.5,20.2,0.07,0.0216,0.067,-0.003,-0.002,1.526,-1.795,-86.63,11.87,-2.89,1,0.859,14.54,8.47,-3.56,1,5,0.0685,0.0648,0.0629,0.0703
39.39,1,0.832,-0.5,-1.21,5,64.2,20.44,0.07,0.0234,0.066,-0.003,0.012,1.526,-1.796,-86.57,11.87,-2.89,1,0.891,14.54,11.25,-0.727,1,5,0.0666,0.0666,0.0592,0.0703
39.43,1,0.826,-0.5,-0.84,5,63.8,20.44,0.07,0.0256,0.064,-0.0,0.078,1.526,-1.799,-86.46,11.87,-2.89,1,0.889,15.51,10.86,-2.333,1,5,0.0611,0.074,0.0537,0.0685
39.459,1,0.827,-0.25,-0.66,5,64.1,20.56,0.07,0.0192,0.064,0.001,0.013,1.526,-1.801,-86.4,11.87,-2.89,1,0.889,15.51,10.86,-2.333,1,5,0.0593,0.0778,0.0537,0.0667
39.495,1,0.832,0.0,-0.51,5,64.4,20.2,0.07,0.0132,0.063,0.003,0.028,1.526,-1.804,-86.34,11.87,-2.89,1,0.889,15.51,10.86,-2.333,1,5,0.0574,0.0778,0.0574,0.063
39.561,1,0.845,0.0,-0.59,5,64.5,20.44,0.07,0.008,0.063,0.005,-0.02,1.527,-1.808,-86.34,11.87,-3.26,1,0.9,15.51,10.67,-4.45,1,5,0.0536,0.0647,0.0703,0.0629
39.59,1,0.857,0.0,-0.96,5,65.1,20.44,0.07,0.0097,0.063,0.003,-0.017,1.527,-1.809,-86.34,11.87,-3.26,1,0.9,15.51,10.67,-4.453,1,5,0.0573,0.0629,0.0703,0.0629
39.625,1,0.867,0.0,-1.08,5,66.0,20.44,0.07,0.0164,0.064,0.001,-0.0,1.527,-1.812,-86.4,11.87,-3.26,1,0.9,15.51,10.67,-4.453,1,5,0.0629,0.0629,0.0684,0.0629
39.662,1,0.873,-0.25,-0.86,5,66.7,20.2,0.07,0.0186,0.066,-0.001,-0.001,1.527,-1.814,-86.34,11.87,-3.26,1,0.9,15.51,10.67,-4.453,1,5,0.0684,0.0647,0.0647,0.0666
39.694,1,0.875,-0.5,-0.52,5,67.1,20.2,0.07,0.0179,0.068,-0.002,0.004,1.527,-1.816,-86.34,11.87,-3.26,1,0.9,15.51,10.94,-3.732,1,5,0.0684,0.0666,0.0647,0.0703
39.725,1,0.878,-0.5,-0.79,5,67.3,20.04,0.07,0.0147,0.071,-0.005,0.019,1.527,-1.819,-86.34,11.86,-2.72,1,0.897,15.51,10.94,-3.725,1,5,0.0759,0.0666,0.0648,0.0759
39.764,1,0.884,0.0,-0.96,5,67.7,20.2,0.07,0.0192,0.074,-0.006,0.013,1.527,-1.822,-86.29,11.86,-2.72,1,0.897,15.51,10.94,-3.725,1,5,0.0777,0.0703,0.0648,0.0814
39.79,1,0.882,0.0,-0.83,5,67.5,20.44,0.07,0.0159,0.075,-0.006,0.033,1.527,-1.823,-86.23,11.86,-2.72,1,0.899,15.51,11.53,-2.656,1,5,0.0777,0.0722,0.0648,0.0851
39.824,1,0.882,0.25,-0.61,5,67.8,20.2,0.07,0.0139,0.077,-0.0,0.051,1.528,-1.826,-86.12,11.86,-2.72,1,0.899,15.51,11.53,-2.656,1,5,0.0722,0.0852,0.0685,0.0833
39.862,1,0.887,0.25,-0.61,5,68.2,20.2,0.07,0.0071,0.077,0.004,0.043,1.528,-1.829,-86.0,11.86,-2.72,1,0.899,15.51,11.53,-2.656,1,5,0.0685,0.0889,0.0722,0.0778
39.895,1,0.891,0.5,-0.95,5,68.8,20.2,0.07,0.0076,0.075,0.005,0.004,1.528,-1.831,-86.0,11.86,-2.72,1,0.902,16.48,11.89,-4.374,1,5,0.0666,0.087,0.0722,0.074
39.925,1,0.898,0.25,-0.73,5,69.4,20.2,0.07,0.0108,0.07,0.0,-0.008,1.528,-1.834,-86.0,11.86,-1.74,1,0.901,16.48,12.72,-2.612,1,5,0.0666,0.074,0.0666,0.074
39.961,1,0.904,0.0,-0.28,5,69.6,20.44,0.07,0.0104,0.068,-0.002,-0.011,1.528,-1.836,-86.06,11.86,-1.74,1,0.901,16.48,12.72,-2.612,1,5,0.0667,0.0667,0.0648,0.0741
39.994,1,0.914,0.0,-0.28,5,70.6,20.44,0.07,0.0057,0.068,-0.001,-0.001,1.528,-1.838,-86.06,11.86,-1.74,1,0.902,16.48,12.13,-3.667,1,5,0.0667,0.0648,0.0685,0.0704
40.026,1,0.914,0.0,-0.28,5,70.6,20.44,0.07,0.0055,0.069,0.002,-0.002,1.529,-1.84,-86.12,11.86,-1.74,1,0.898,16.48,12.06,-2.269,1,5,0.0648,0.0666,0.0759,0.0685
40.094,1,0.903,-0.25,-0.74,5,69.7,20.2,0.07,0.0051,0.07,0.001,-0.012,1.529,-1.845,-86.17,11.86,-1.74,1,0.902,15.99,12.77,-1.032,1,5,0.0685,0.0666,0.0759,0.0703
40.124,1,0.899,-0.25,-0.86,5,69.4,20.44,0.07,0.0163,0.072,-0.003,-0.015,1.529,-1.848,-86.17,11.84,-0.47,1,0.903,15.51,12.39,-0.791,1,5,0.0777,0.0666,0.0703,0.0722
40.193,1,0.898,0.0,-0.28,5,69.0,20.44,0.07,0.0177,0.077,-0.004,-0.006,1.529,-1.852,-86.12,11.84,-0.47,1,0.875,13.09,8.66,-2.837,1,5,0.0833,0.0796,0.0666,0.0778
40.265,1,0.916,0.0,-0.16,5,70.6,20.44,0.07,0.0046,0.073,0.004,0.019,1.53,-1.858,-85.89,11.84,-0.47,1,0.899,12.6,4.63,-4.915,1,5,0.0648,0.0852,0.0685,0.0722
40.296,1,0.906,0.0,-0.28,5,69.8,20.44,0.07,0.0027,0.068,0.0,0.009,1.53,-1.861,-85.94,11.84,-0.47,1,0.898,12.6,4.64,-4.924,1,5,0.0611,0.0759,0.0611,0.0741
40.328,1,0.902,0.0,-0.28,5,69.6,20.44,0.07,0.0048,0.066,0.0,0.016,1.53,-1.862,-85.89,11.84,0.57,1,0.898,12.6,4.64,-4.924,1,5,0.0574,0.0703,0.0611,0.074
40.392,1,0.897,-0.25,-0.34,5,69.2,20.56,0.07,0.0048,0.064,0.002,-0.014,1.53,-1.866,-85.94,11.84,0.57,1,0.901,12.6,4.65,-4.928,1,5,0.0537,0.0629,0.0685,0.0703
40.429,1,0.898,0.0,-0.55,5,69.1,20.56,0.07,0.0088,0.067,0.001,0.028,1.531,-1.869,-85.89,11.84,0.57,1,0.906,12.6,4.57,-3.388,1,5,0.061,0.0629,0.074,0.0703
40.491,1,0.91,-0.5,-0.25,5,70.1,20.57,0.07,0.0094,0.074,-0.001,-0.039,1.531,-1.873,-85.94,11.84,0.57,1,0.896,12.6,5.11,-5.539,1,5,0.0758,0.0666,0.0795,0.0758
40.529,1,0.91,-0.5,-0.52,5,70.0,20.44,0.07,0.0102,0.077,-0.001,-0.024,1.531,-1.876,-85.94,11.84,-0.63,1,0.899,12.6,4.57,-3.378,1,5,0.0796,0.0722,0.0796,0.0778
40.595,1,0.909,-0.5,-0.4,5,69.7,20.44,0.07,0.0142,0.077,-0.001,0.026,1.531,-1.881,-86.0,11.84,-0.63,1,0.897,12.6,4.57,-3.382,1,5,0.0815,0.0815,0.0703,0.0759
40.659,1,0.911,-0.25,-0.34,5,70.3,20.56,0.07,0.0118,0.069,-0.0,-0.001,1.532,-1.887,-85.77,11.84,-0.63,1,0.898,12.6,4.65,-4.927,1,5,0.069,0.0781,0.0636,0.0744
40.693,1,0.91,-0.25,-0.34,5,70.2,20.56,0.07,0.0077,0.067,-0.001,0.024,1.532,-1.888,-85.71,11.84,-0.63,1,0.895,12.6,5.13,-5.531,1,5,0.0599,0.069,0.0636,0.0763
40.761,1,0.911,-0.25,-0.06,5,70.0,20.46,0.07,0.0079,0.062,-0.001,0.008,1.532,-1.893,-85.66,11.84,-1.1,1,0.893,12.6,6.56,-5.71,1,5,0.0574,0.0611,0.0592,0.0685
40.792,1,0.911,0.0,-0.27,5,70.0,20.44,0.07,0.0032,0.062,-0.001,0.014,1.532,-1.894,-85.66,11.84,-1.1,1,0.893,13.09,6.88,-2.802,1,5,0.0592,0.0611,0.0592,0.0666
40.825,1,0.911,0.0,-0.0,5,69.9,20.56,0.07,0.004,0.063,-0.001,0.023,1.532,-1.897,-85.6,11.84,-1.1,1,0.896,13.09,6.6,-3.629,1,5,0.061,0.061,0.0629,0.0666
40.895,1,0.911,-0.25,-0.06,5,69.9,20.46,0.07,-0.0004,0.068,-0.002,-0.007,1.532,-1.901,-85.66,11.84,-1.1,1,0.897,13.57,6.03,-2.523,1,5,0.0701,0.0664,0.0664,0.0701
40.993,1,0.888,-0.25,-0.46,5,68.5,20.57,0.07,0.0036,0.069,-0.004,-0.01,1.532,-1.908,-85.71,11.84,-1.84,1,0.892,12.6,6.46,-4.299,1,5,0.0754,0.0699,0.0589,0.0699
41.094,1,0.881,0.0,-0.28,5,67.7,20.44,0.07,0.0104,0.068,0.001,0.017,1.533,-1.915,-85.6,11.84,-1.84,1,0.893,13.09,6.58,-3.629,1,5,0.061,0.0683,0.0702,0.0739
41.123,1,0.889,0.0,0.12,5,68.5,20.57,0.07,0.0041,0.068,-0.002,0.031,1.533,-1.918,-85.54,11.84,-2.27,1,0.894,13.09,6.57,-3.629,1,5,0.0612,0.0683,0.063,0.0791
41.193,1,0.879,0.0,0.11,5,67.8,20.81,0.07,-0.0025,0.069,-0.002,0.021,1.533,-1.922,-85.43,11.84,-2.27,1,0.894,13.09,6.57,-3.629,1,5,0.063,0.0702,0.063,0.0792
41.227,1,0.875,0.0,0.0,5,67.5,20.81,0.07,-0.0022,0.069,-0.001,0.006,1.534,-1.925,-85.43,11.84,-2.27,1,0.888,13.57,5.84,-4.836,1,5,0.0666,0.0703,0.0666,0.074
41.26,1,0.867,0.0,0.11,5,66.5,20.81,0.07,-0.0002,0.073,-0.002,0.02,1.534,-1.928,-85.37,11.84,-2.27,1,0.887,13.57,5.84,-4.839,1,5,0.0741,0.0704,0.0704,0.0759
41.292,1,0.848,0.25,-0.12,5,65.2,20.81,0.07,-0.002,0.074,-0.003,0.019,1.534,-1.929,-85.37,11.84,-2.27,1,0.888,13.57,5.83,-4.839,1,5,0.0777,0.0722,0.0703,0.0777
41.328,1,0.842,0.25,0.16,5,65.3,21.02,0.07,-0.0009,0.077,-0.004,-0.02,1.534,-1.932,-85.37,11.84,-2.27,1,0.881,13.57,6.32,-5.466,1,5,0.0832,0.074,0.0721,0.0777
