t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,perfil,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
104.966,1,0.83,4.99,0.34,5,74.0,22.04,0.09,-0.0355,0.081,-0.001,-0.08,1.825,-1.046,-45.66,11.57,1,17.27,1,0.813,-9.69,27.27,0.0,0,5,0.0846,0.0846,0.0754,0.0809
105.032,1,0.817,4.49,2.17,5,74.5,22.04,0.09,-0.0528,0.082,-0.003,-0.028,1.828,-1.05,-45.78,11.57,1,17.27,1,0.825,-10.18,26.05,0.0,0,5,0.0855,0.0712,0.0873,0.0837
105.128,1,0.824,2.5,7.1,5,74.2,21.42,0.09,-0.0782,0.085,0.002,-0.044,1.834,-1.056,-46.01,11.57,1,21.95,1,0.817,-11.63,23.67,0.0,0,5,0.0886,0.0813,0.0942,0.0776
105.167,1,0.821,2.0,8.54,5,73.9,21.42,0.09,-0.1394,0.086,0.002,-0.071,1.837,-1.058,-46.12,11.57,1,21.95,1,0.801,-14.54,20.05,0.0,0,5,0.0925,0.0851,0.0907,0.0759
105.201,1,0.823,1.75,9.9,5,74.3,21.42,0.09,-0.1607,0.083,0.004,-0.053,1.839,-1.06,-46.24,11.57,1,21.95,1,0.797,-15.03,17.88,0.0,0,5,0.0907,0.0852,0.0889,0.0685
105.232,1,0.837,1.5,11.72,5,74.6,21.42,0.09,-0.1839,0.082,0.005,-0.046,1.84,-1.061,-46.29,11.57,1,21.95,1,0.781,-15.51,21.27,0.0,0,5,0.0924,0.0832,0.0906,0.0629
105.301,1,0.829,0.25,13.67,5,74.5,21.6,0.09,-0.2151,0.085,-0.0,-0.171,1.845,-1.066,-46.81,11.57,1,29.27,1,0.768,-20.84,21.87,0.0,0,5,0.1054,0.0666,0.1017,0.0647
105.334,1,0.82,-0.25,14.45,5,74.1,21.6,0.09,-0.2355,0.085,-0.002,-0.138,1.847,-1.069,-47.15,11.57,1,29.27,1,0.785,-23.75,17.71,0.0,0,5,0.1074,0.0537,0.1111,0.0666
105.4,1,0.806,-2.25,16.07,5,73.7,21.6,0.09,-0.2461,0.08,0.0,-0.214,1.851,-1.072,-47.9,11.57,1,29.27,1,0.793,-28.11,14.16,0.0,0,5,0.1099,0.0476,0.1136,0.0495
105.432,1,0.81,-3.24,16.43,5,72.2,21.6,0.09,-0.2523,0.078,0.003,-0.239,1.852,-1.073,-48.19,11.57,1,29.27,1,0.788,-29.57,16.5,0.0,0,5,0.1099,0.0476,0.1154,0.0403
105.462,1,0.808,-4.24,16.77,5,71.5,21.02,0.09,-0.2476,0.077,0.003,-0.244,1.854,-1.075,-48.7,11.57,1,29.27,1,0.788,-29.57,16.5,0.0,0,5,0.1118,0.0458,0.1154,0.0366
105.535,1,0.829,-5.99,16.63,5,72.9,21.11,0.09,-0.2486,0.085,0.003,-0.168,1.859,-1.081,-49.79,11.57,1,31.55,1,0.784,-34.9,16.31,0.0,0,5,0.1259,0.0444,0.1314,0.0389
105.567,1,0.82,-5.24,15.93,5,71.8,21.11,0.09,-0.2276,0.087,0.003,-0.258,1.86,-1.082,-50.02,11.57,1,31.55,1,0.784,-34.9,16.31,0.0,0,5,0.1259,0.0463,0.1351,0.0426
105.633,1,0.811,-4.99,15.4,5,71.3,21.02,0.09,-0.2281,0.089,0.008,-0.267,1.864,-1.086,-50.82,11.57,1,31.55,1,0.753,-35.87,26.47,0.0,0,5,0.1202,0.0573,0.1368,0.0407
105.666,1,0.817,-4.99,14.74,5,71.3,20.96,0.09,-0.2226,0.087,0.01,-0.201,1.866,-1.088,-51.34,11.57,1,31.55,1,0.763,-36.84,29.11,0.0,0,5,0.1146,0.0629,0.1313,0.0388
105.7,1,0.824,-4.99,14.67,5,71.5,21.11,0.09,-0.2115,0.085,0.009,-0.227,1.868,-1.09,-51.85,11.56,1,29.31,1,0.759,-37.32,32.24,0.0,0,5,0.1109,0.061,0.1276,0.0407
105.731,1,0.818,-5.49,14.44,5,70.9,21.11,0.09,-0.2106,0.083,0.01,-0.221,1.87,-1.091,-52.14,11.56,1,29.31,1,0.771,-38.29,34.41,0.0,0,5,0.1101,0.055,0.1302,0.0367
105.76,1,0.801,-5.49,13.3,5,70.1,21.02,0.09,-0.2004,0.085,0.009,-0.265,1.872,-1.094,-52.65,11.56,1,29.31,1,0.771,-38.29,34.41,0.0,0,5,0.1156,0.0514,0.1357,0.0367
105.795,1,0.795,-5.74,12.98,5,69.8,21.02,0.09,-0.1813,0.089,0.008,-0.225,1.875,-1.097,-53.23,11.56,1,29.31,1,0.771,-38.29,34.41,0.0,0,5,0.1228,0.0532,0.1412,0.0403
105.829,1,0.804,-5.74,12.49,5,69.8,20.56,0.09,-0.1733,0.09,0.008,-0.236,1.876,-1.098,-53.51,11.56,1,29.31,1,0.771,-38.29,34.41,0.0,0,5,0.1219,0.0554,0.1403,0.0406
105.928,1,0.783,-5.74,11.5,5,69.9,20.46,0.09,-0.1657,0.084,0.007,-0.182,1.881,-1.105,-54.49,11.56,1,27.67,1,0.8,-36.84,47.49,0.0,0,5,0.1071,0.0591,0.1237,0.048
105.968,1,0.779,-5.74,10.91,5,70.0,20.46,0.09,-0.1486,0.082,0.002,-0.158,1.883,-1.107,-54.89,11.56,1,27.67,1,0.732,-37.81,47.99,0.0,0,5,0.1048,0.0515,0.1158,0.0551
106.029,1,0.771,-6.74,10.4,5,69.4,21.02,0.09,-0.1386,0.08,-0.003,-0.18,1.886,-1.111,-55.58,11.56,1,27.67,1,0.713,-38.78,48.38,0.0,0,5,0.1141,0.0479,0.1049,0.0516
106.065,1,0.796,-6.74,10.31,5,70.1,20.56,0.09,-0.1173,0.081,-0.002,-0.158,1.888,-1.114,-55.92,11.56,1,27.67,1,0.713,-38.78,48.38,0.0,0,5,0.1148,0.0537,0.1055,0.0518
106.127,1,0.802,-6.74,9.26,5,69.8,21.02,0.09,-0.1178,0.084,0.0,-0.114,1.89,-1.118,-56.38,11.56,1,29.55,1,0.723,-40.71,50.44,0.0,0,5,0.1073,0.0648,0.1036,0.0592
106.227,1,0.799,-6.74,9.03,5,70.1,20.81,0.09,-0.1005,0.089,0.005,-0.123,1.896,-1.126,-57.01,11.56,1,29.55,1,0.806,-43.14,56.55,0.0,0,5,0.1017,0.0703,0.1165,0.0666
106.266,1,0.797,-6.74,8.56,5,70.0,21.02,0.09,-0.0965,0.09,0.006,-0.108,1.898,-1.128,-57.24,11.56,1,29.55,1,0.697,-41.2,60.06,0.0,0,5,0.1072,0.0721,0.1183,0.061
106.297,1,0.792,-6.24,8.11,5,69.5,20.46,0.09,-0.0886,0.09,0.006,-0.15,1.9,-1.131,-57.52,11.56,1,32.97,1,0.697,-41.2,60.06,0.0,0,5,0.1124,0.0774,0.1142,0.0571
106.328,1,0.797,-6.24,8.03,5,69.6,20.46,0.09,-0.0867,0.09,0.004,-0.138,1.901,-1.133,-57.7,11.56,1,32.97,1,0.697,-41.2,60.06,0.0,0,5,0.1124,0.0774,0.1105,0.059
106.365,1,0.799,-6.24,7.63,5,69.6,20.56,0.09,-0.085,0.088,0.002,-0.099,1.903,-1.136,-57.93,11.56,1,32.97,1,0.757,-45.08,54.72,0.0,0,5,0.1105,0.0755,0.1049,0.0608
106.431,1,0.819,-6.24,7.55,5,70.4,20.81,0.09,-0.0775,0.09,0.003,-0.137,1.906,-1.14,-58.33,11.56,1,32.97,1,0.805,-44.11,54.41,0.0,0,5,0.103,0.0754,0.1104,0.0699
106.466,1,0.813,-6.24,7.01,5,69.9,20.81,0.09,-0.0758,0.091,0.005,-0.08,1.908,-1.143,-58.67,11.56,1,32.97,1,0.816,-43.62,51.94,0.0,0,5,0.0996,0.076,0.1177,0.0724
106.532,1,0.779,-6.24,6.43,5,69.2,20.81,0.09,-0.0663,0.09,0.005,-0.092,1.91,-1.146,-58.9,11.56,1,36.18,1,0.835,-42.17,49.42,0.0,0,5,0.0995,0.0724,0.1176,0.0706
106.631,1,0.715,-5.74,8.75,5,68.2,20.46,0.1208,-0.0675,0.089,0.001,-0.082,1.915,-1.154,-59.47,11.56,1,36.18,1,0.847,-39.74,48.8,0.0,0,5,0.1058,0.0802,0.1003,0.0711
106.666,1,0.777,-5.74,13.08,5,68.5,20.56,0.0969,-0.1024,0.093,0.001,-0.028,1.917,-1.158,-59.53,11.56,1,36.18,1,0.847,-37.32,44.03,0.0,0,5,0.1055,0.0851,0.1036,0.0777
106.728,1,0.571,-5.24,15.52,4,68.7,24.52,0.09,-0.1774,0.103,0.002,-0.045,1.92,-1.163,-59.7,11.58,1,40.14,1,0.857,-35.38,44.05,0.0,0,5,0.1088,0.0922,0.118,0.0922
106.765,1,0.615,-4.74,18.53,5,69.2,21.11,0.09,-0.2261,0.104,-0.0,-0.103,1.922,-1.167,-59.82,11.58,1,40.14,1,0.857,-35.38,44.05,0.0,0,5,0.1199,0.0885,0.118,0.0885
106.828,1,0.526,-5.24,24.65,4,69.2,26.79,0.09,-0.2827,0.105,-0.001,-0.14,1.926,-1.172,-60.45,11.58,1,40.14,1,0.847,-33.44,33.42,0.0,0,5,0.1295,0.087,0.1203,0.0814
106.866,1,0.508,-5.24,27.93,4,68.8,29.34,0.09,-0.383,0.105,0.003,-0.114,1.928,-1.176,-60.73,11.58,1,40.14,1,0.857,-32.96,24.01,0.0,0,5,0.1277,0.087,0.1295,0.0777
106.895,1,0.543,-5.99,31.23,5,68.4,29.19,0.09,-0.4402,0.102,0.006,-0.204,1.93,-1.179,-61.08,11.58,1,40.14,1,0.857,-32.96,24.01,0.0,0,5,0.124,0.0814,0.1369,0.074
106.927,1,0.595,-6.99,33.48,5,67.5,29.19,0.09,-0.489,0.1,0.003,-0.229,1.931,-1.181,-61.36,11.58,1,45.0,1,0.857,-32.96,24.01,0.0,0,5,0.1222,0.0703,0.1351,0.0703
106.965,1,0.574,-8.24,34.5,5,66.9,26.11,0.09,-0.5173,0.1,-0.004,-0.278,1.932,-1.185,-61.94,11.58,1,45.0,1,0.831,-28.6,19.87,0.0,0,5,0.1369,0.0555,0.1369,0.0722
107.027,1,0.412,-12.23,37.54,4,62.6,29.11,0.09,-0.523,0.105,-0.01,-0.358,1.935,-1.191,-63.14,11.58,1,45.0,1,0.829,-28.11,18.59,0.0,0,5,0.1699,0.0406,0.1496,0.0609
107.067,1,0.18,-0.79,42.31,3,66.6,28.89,0.09,-0.5308,0.102,-0.009,-0.379,1.936,-1.194,-64.0,11.58,1,45.0,1,0.831,-27.63,12.01,0.0,0,5,0.1792,0.0314,0.1552,0.0425
107.093,1,0.191,-3.16,44.33,3,69.5,28.89,0.09,-0.5455,0.099,-0.007,-0.433,1.937,-1.196,-64.52,11.58,1,45.0,1,0.831,-27.63,12.01,0.0,0,5,0.1811,0.0259,0.1589,0.0314
107.128,1,0.56,-10.98,41.74,5,67.9,27.55,0.09,-0.5455,0.099,-0.006,-0.446,1.939,-1.2,-65.55,11.59,1,45.0,1,0.831,-27.63,12.01,0.0,0,5,0.183,0.0166,0.1701,0.0277
107.161,1,0.613,-14.47,42.2,5,65.5,27.78,0.09,-0.5455,0.1,-0.007,-0.513,1.94,-1.204,-66.69,11.59,1,45.0,1,0.831,-27.63,12.01,0.0,0,5,0.1866,0.0074,0.1774,0.0277
107.195,1,0.656,-15.72,42.26,5,66.8,27.45,0.09,-0.5455,0.095,-0.009,-0.524,1.941,-1.207,-67.95,11.59,1,45.0,1,0.831,-27.63,12.01,0.0,0,5,0.1941,0.0,0.172,0.0148
107.262,1,0.679,-15.72,41.34,5,68.7,26.67,0.09,-0.5455,0.09,-0.002,-0.481,1.943,-1.212,-69.67,11.59,1,45.0,1,0.814,-32.47,-6.71,0.0,0,5,0.1904,0.0,0.1757,-0.0055
107.299,1,0.67,-15.22,40.5,5,69.0,26.67,0.09,-0.5455,0.092,-0.001,-0.505,1.944,-1.216,-70.87,11.59,1,45.0,1,0.848,-35.38,-13.62,7.723,1,5,0.185,0.0,0.1813,0.0
107.327,1,0.673,-14.97,38.01,5,70.9,25.56,0.09,-0.5455,0.092,-0.002,-0.521,1.944,-1.217,-71.45,11.59,1,45.0,1,0.848,-35.38,-13.62,7.723,1,5,0.185,0.0,0.1795,0.0037
107.366,1,0.69,-14.97,37.51,5,72.0,25.11,0.09,-0.5266,0.089,-0.004,-0.533,1.945,-1.221,-72.65,11.59,1,45.0,1,0.853,-38.29,-22.08,0.0,0,5,0.185,0.0,0.1702,0.0019
107.428,1,0.713,-15.47,35.97,5,72.9,25.0,0.09,-0.5189,0.092,-0.003,-0.453,1.947,-1.226,-74.37,11.59,1,45.0,1,0.853,-38.29,-22.08,0.0,0,5,0.1887,0.0,0.1776,0.0
107.466,1,0.716,-15.47,36.56,5,73.7,24.96,0.09,-0.4866,0.093,-0.003,-0.516,1.948,-1.23,-75.57,11.59,1,45.0,1,0.846,-43.62,-32.22,0.0,0,5,0.1887,0.0,0.1795,0.0019
107.499,1,0.711,-15.72,35.84,5,73.9,24.52,0.09,-0.4971,0.091,-0.006,-0.535,1.948,-1.233,-76.78,11.59,1,45.0,1,0.872,-45.08,-35.56,0.0,0,5,0.1886,0.0,0.1701,0.0037
107.527,1,0.695,-16.47,35.37,5,74.0,24.45,0.09,-0.4822,0.087,-0.003,-0.514,1.949,-1.235,-77.35,11.59,1,45.0,1,0.872,-45.08,-35.56,0.0,0,5,0.1775,0.0,0.1683,0.0037
107.593,1,0.682,-17.72,33.83,5,73.5,23.94,0.09,-0.4664,0.089,0.002,-0.494,1.95,-1.242,-79.58,11.59,1,45.0,1,0.879,-49.44,-40.21,0.0,0,5,0.1739,0.0,0.1776,0.0
107.626,1,0.672,-17.97,32.45,5,72.8,23.94,0.09,-0.4259,0.089,0.0,-0.496,1.951,-1.244,-80.16,11.59,1,45.0,1,0.879,-49.44,-40.21,0.0,0,5,0.1776,0.0,0.1795,0.0
107.667,1,0.679,-18.47,31.59,5,73.3,23.35,0.09,-0.4006,0.087,-0.001,-0.469,1.951,-1.247,-81.3,11.59,1,45.0,1,0.865,-55.74,-47.54,0.0,0,5,0.1757,0.0037,0.1683,0.0
107.733,1,0.664,-20.21,30.52,5,73.2,23.35,0.09,-0.382,0.085,-0.002,-0.458,1.952,-1.252,-82.91,11.56,1,42.17,1,0.866,-60.1,-50.35,0.0,0,5,0.1741,0.0037,0.1612,0.0
107.76,1,0.687,-21.21,29.51,5,73.1,22.77,0.09,-0.342,0.086,-0.002,-0.443,1.952,-1.256,-83.94,11.56,1,42.17,1,0.866,-60.1,-50.35,0.0,0,5,0.1685,0.0,0.1685,0.0074
107.833,1,0.673,-21.96,27.22,5,73.3,22.68,0.09,-0.3188,0.085,-0.002,-0.471,1.952,-1.261,-85.43,11.56,1,42.17,1,0.83,-51.86,-45.01,0.0,0,5,0.159,0.0111,0.1553,0.0148
107.86,1,0.68,-22.46,26.02,5,73.3,22.22,0.09,-0.2704,0.084,-0.001,-0.314,1.952,-1.264,-86.29,11.56,1,42.17,1,0.83,-51.86,-45.01,0.0,0,5,0.1555,0.0204,0.1462,0.0148
107.933,1,0.683,-22.46,24.97,5,73.6,22.22,0.09,-0.2484,0.089,0.0,-0.293,1.953,-1.269,-87.2,11.56,1,30.17,1,0.856,-44.59,-37.95,0.0,0,5,0.1481,0.0315,0.1462,0.0296
107.96,1,0.68,-22.46,24.29,5,73.6,22.22,0.09,-0.2307,0.09,0.0,-0.268,1.953,-1.273,-87.83,11.56,1,30.17,1,0.856,-44.59,-37.95,0.0,0,5,0.1387,0.0407,0.1387,0.0407
107.999,1,0.684,-22.21,23.53,5,73.7,22.19,0.09,-0.22,0.085,-0.0,-0.234,1.953,-1.276,-88.46,11.56,1,30.17,1,0.827,-37.81,-29.61,0.0,0,5,0.1305,0.0441,0.125,0.0404
108.032,1,0.689,-21.96,23.07,5,73.5,22.19,0.09,-0.2102,0.086,-0.001,-0.218,1.953,-1.278,-88.69,11.56,1,30.17,1,0.852,-35.87,-25.83,0.0,0,5,0.1268,0.0496,0.1213,0.0478
108.199,1,0.683,-21.96,22.1,5,73.5,22.19,0.09,-0.2051,0.089,-0.01,-0.166,1.952,-1.294,-90.41,11.55,1,18.17,1,0.612,-16.48,8.12,4.605,1,5,0.1247,0.0514,0.1064,0.0715
108.26,1,0.682,-21.96,21.11,5,72.8,21.67,0.09,-0.1881,0.086,-0.01,-0.178,1.951,-1.3,-91.04,11.55,1,18.17,1,0.612,-16.48,8.12,4.605,1,5,0.1267,0.0496,0.1028,0.0661
108.332,1,0.661,-21.96,20.75,5,71.9,22.15,0.09,-0.1708,0.089,-0.01,-0.108,1.951,-1.305,-91.5,11.55,1,6.78,1,0.67,-2.91,33.81,0.0,0,5,0.1314,0.0518,0.1055,0.0666
108.359,1,0.654,-21.71,20.48,5,71.9,22.15,0.09,-0.1646,0.089,-0.01,-0.136,1.95,-1.308,-91.85,11.55,1,6.78,1,0.67,-2.91,33.81,0.0,0,5,0.1273,0.0517,0.107,0.0701
108.397,1,0.653,-21.46,20.16,5,71.7,21.67,0.09,-0.1627,0.088,-0.01,-0.153,1.95,-1.312,-92.13,11.55,1,6.78,1,0.67,-2.91,33.81,0.0,0,5,0.122,0.0499,0.1053,0.0739
108.426,1,0.615,-21.21,19.16,5,72.0,21.67,0.09,-0.1599,0.087,-0.009,-0.156,1.949,-1.314,-92.3,11.55,1,6.78,1,0.658,-0.97,38.95,0.0,0,5,0.1166,0.0518,0.1055,0.0759
108.459,1,0.616,-20.96,18.84,5,72.2,21.67,0.09,-0.1453,0.089,-0.006,-0.118,1.949,-1.317,-92.59,11.55,1,6.78,1,0.658,-0.97,38.95,0.0,0,5,0.1131,0.0575,0.1094,0.0778
108.531,1,0.63,-20.71,18.62,5,72.4,21.67,0.09,-0.1414,0.09,-0.003,-0.101,1.949,-1.323,-93.11,11.55,1,8.08,1,0.664,-0.97,35.37,0.0,0,5,0.111,0.0692,0.1056,0.0746
108.56,1,0.622,-19.97,18.0,5,72.3,22.22,0.09,-0.1404,0.091,-0.0,-0.087,1.949,-1.327,-93.22,11.55,1,8.08,1,0.664,-0.97,35.37,0.0,0,5,0.1108,0.0763,0.1054,0.0709
108.631,1,0.621,-18.97,17.36,5,72.3,22.22,0.09,-0.1365,0.092,0.001,-0.083,1.948,-1.332,-93.51,11.55,1,8.08,1,0.639,-5.82,26.85,0.0,0,5,0.1091,0.0777,0.1091,0.074
108.665,1,0.622,-18.97,17.17,5,72.4,21.67,0.09,-0.1364,0.089,-0.001,-0.113,1.948,-1.336,-93.79,11.55,1,8.08,1,0.649,-6.79,25.54,0.0,0,5,0.1092,0.0703,0.1055,0.0722
108.727,1,0.594,-18.97,15.71,4,72.9,21.64,0.09,-0.1311,0.087,-0.006,-0.122,1.947,-1.341,-94.19,11.57,1,12.02,1,0.653,-8.72,20.42,0.0,0,5,0.113,0.0611,0.1019,0.0722
108.766,1,0.58,-18.97,13.99,4,72.3,21.64,0.09,-0.1049,0.086,-0.008,-0.185,1.947,-1.344,-94.54,11.57,1,12.02,1,0.636,-11.15,17.11,0.0,0,5,0.1131,0.0575,0.0983,0.076
108.796,1,0.581,-19.22,14.12,4,71.7,21.34,0.09,-0.0745,0.085,-0.01,-0.125,1.946,-1.347,-94.88,11.57,1,12.02,1,0.636,-11.15,17.11,0.0,0,5,0.1149,0.0556,0.0945,0.0741
108.83,1,0.651,-19.22,16.7,5,70.4,21.11,0.09,-0.0734,0.086,-0.01,-0.11,1.946,-1.349,-95.05,11.57,1,12.02,1,0.7,-14.06,6.53,0.0,0,5,0.1166,0.0555,0.0963,0.074
108.859,1,0.635,-18.97,16.0,5,69.5,21.67,0.09,-0.1185,0.089,-0.006,-0.067,1.945,-1.353,-95.23,11.57,1,12.02,1,0.7,-14.06,6.53,0.0,0,5,0.1147,0.0611,0.1055,0.0759
108.93,1,0.642,-18.47,16.38,5,68.5,21.6,0.09,-0.109,0.09,-0.002,-0.061,1.944,-1.358,-95.4,11.57,1,13.48,1,0.688,-14.06,5.78,0.0,0,5,0.1018,0.074,0.1018,0.0833
108.959,1,0.59,-17.72,19.33,5,68.1,24.26,0.09,-0.1219,0.088,-0.002,-0.058,1.944,-1.362,-95.51,11.57,1,13.48,1,0.688,-14.06,5.78,0.0,0,5,0.0979,0.0776,0.0942,0.0832
109.03,1,0.636,-16.72,16.44,5,69.1,21.67,0.09,-0.1801,0.088,0.001,-0.063,1.944,-1.367,-95.74,11.57,1,13.48,1,0.625,-13.09,11.11,0.0,0,5,0.1016,0.0795,0.0979,0.0721
109.059,1,0.63,-16.72,16.29,5,68.7,21.11,0.09,-0.1417,0.089,-0.001,-0.156,1.943,-1.371,-95.97,11.57,1,13.48,1,0.625,-13.09,11.11,0.0,0,5,0.1128,0.0758,0.0998,0.0684
109.13,1,0.622,-16.72,15.09,5,69.2,21.11,0.09,-0.1359,0.092,-0.006,-0.104,1.942,-1.376,-96.49,11.59,1,14.76,1,0.683,-20.84,-13.53,4.137,1,5,0.124,0.0629,0.1073,0.0722
109.16,1,0.618,-16.72,15.36,5,68.8,21.67,0.09,-0.1147,0.093,-0.005,-0.136,1.942,-1.38,-96.72,11.59,1,14.76,1,0.683,-20.84,-13.53,4.137,1,5,0.1166,0.0611,0.1147,0.0796
109.196,1,0.593,-16.72,15.02,5,69.0,21.6,0.09,-0.1187,0.092,-0.004,-0.092,1.941,-1.383,-96.94,11.59,1,14.76,1,0.605,-17.45,-2.14,0.0,0,5,0.1072,0.0629,0.1128,0.0851
109.259,1,0.625,-16.72,14.51,5,70.9,21.02,0.09,-0.1122,0.09,-0.006,-0.078,1.94,-1.389,-97.23,11.59,1,14.76,1,0.611,-17.45,-0.88,0.0,0,5,0.1072,0.0702,0.0979,0.0832
109.36,1,0.651,-15.22,14.91,5,69.8,21.1,0.09,-0.1029,0.092,-0.001,-0.033,1.939,-1.398,-97.57,11.59,1,12.22,1,0.565,-17.93,7.6,0.0,0,5,0.1129,0.0814,0.0999,0.0722
109.432,1,0.28,-11.87,17.26,4,74.1,21.37,0.09,-0.1261,0.089,0.0,-0.086,1.938,-1.403,-97.86,11.59,1,12.22,1,0.518,-12.6,13.95,0.0,0,5,0.1055,0.0759,0.1018,0.0722
109.458,1,0.288,-11.87,17.51,4,73.7,21.37,0.09,-0.2084,0.091,-0.004,-0.117,1.937,-1.407,-98.09,11.59,1,12.22,1,0.518,-12.6,13.95,0.0,0,5,0.1091,0.0721,0.1017,0.0795
109.562,1,0.694,-15.47,13.16,5,71.9,21.11,0.09,-0.2035,0.092,-0.011,-0.218,1.935,-1.416,-99.01,11.59,1,13.32,1,0.537,-14.06,9.66,0.0,0,5,0.1246,0.0568,0.1063,0.0806
109.659,1,0.692,-16.97,12.41,5,72.5,21.11,0.09,-0.0867,0.093,-0.005,-0.09,1.933,-1.425,-99.81,11.59,1,13.32,1,0.544,-16.96,5.26,0.0,0,5,0.1256,0.0628,0.1145,0.0702
109.697,1,0.697,-16.97,12.41,5,72.4,21.1,0.09,-0.0574,0.092,-0.002,-0.08,1.932,-1.429,-99.98,11.61,1,9.9,1,0.553,-17.93,1.62,0.0,0,5,0.1145,0.0739,0.1053,0.0739
109.73,1,0.683,-18.22,14.08,5,73.0,21.1,0.09,-0.0598,0.092,-0.001,-0.075,1.932,-1.431,-100.1,11.61,1,9.9,1,0.553,-18.42,2.55,0.0,0,5,0.1127,0.0795,0.1016,0.0739
109.765,1,0.69,-16.97,12.98,5,73.2,21.11,0.09,-0.074,0.093,-0.002,-0.076,1.931,-1.434,-100.21,11.61,1,9.9,1,0.54,-16.96,1.67,0.0,0,5,0.1109,0.0813,0.0998,0.0795
109.795,1,0.632,-19.72,15.53,5,73.0,21.1,0.09,-0.0733,0.094,-0.004,-0.095,1.93,-1.438,-100.5,11.61,1,9.9,1,0.519,-13.57,4.69,0.0,0,5,0.1108,0.0813,0.0979,0.0849
109.831,1,0.625,-19.97,15.63,5,73.0,21.11,0.09,-0.0856,0.093,-0.004,-0.056,1.93,-1.44,-100.55,11.61,1,9.9,1,0.536,-14.06,10.05,0.0,0,5,0.107,0.0793,0.0978,0.0867
109.896,1,0.688,-15.72,12.21,5,72.8,21.11,0.09,-0.0884,0.089,0.002,-0.048,1.928,-1.447,-100.78,11.61,1,11.24,1,0.536,-15.03,5.56,0.0,0,5,0.0961,0.0776,0.1053,0.0776
109.958,1,0.651,-15.47,14.62,5,73.0,21.1,0.09,-0.0787,0.088,-0.001,-0.055,1.927,-1.452,-100.96,11.61,1,11.24,1,0.536,-15.03,5.56,0.0,0,5,0.0977,0.0719,0.1014,0.0811
109.998,1,0.693,-15.47,14.03,5,72.7,21.11,0.09,-0.1211,0.088,-0.004,-0.043,1.926,-1.455,-101.07,11.61,1,11.24,1,0.528,-14.54,4.81,0.0,0,5,0.0995,0.07,0.0977,0.083
110.028,1,0.69,-14.97,13.38,5,72.6,21.11,0.09,-0.109,0.09,-0.005,-0.026,1.926,-1.457,-101.13,11.61,1,11.24,1,0.532,-14.54,4.44,0.0,0,5,0.1073,0.0722,0.0981,0.0814
110.058,1,0.709,-14.72,11.58,5,72.8,21.11,0.09,-0.1033,0.091,-0.001,-0.112,1.925,-1.461,-101.36,11.61,1,11.24,1,0.532,-14.54,4.44,0.0,0,5,0.109,0.0795,0.0998,0.0739
110.097,1,0.726,-14.72,11.32,5,72.5,20.57,0.09,-0.0731,0.091,0.003,-0.111,1.925,-1.464,-101.64,11.61,1,11.24,1,0.529,-14.54,3.36,0.0,0,5,0.1126,0.0868,0.1016,0.0646
110.162,1,0.309,-12.66,12.33,4,73.7,21.1,0.09,-0.0669,0.087,0.006,-0.076,1.924,-1.47,-101.93,11.62,1,8.6,1,0.541,-14.54,1.69,0.0,0,5,0.0962,0.0759,0.111,0.0648
110.195,1,0.313,-12.66,12.61,4,75.3,21.1,0.09,-0.1095,0.084,0.005,-0.068,1.924,-1.473,-102.1,11.62,1,8.6,1,0.505,-8.72,4.84,4.104,1,5,0.0907,0.0703,0.111,0.0685
110.227,1,0.761,-13.98,10.63,5,74.3,20.56,0.09,-0.1116,0.084,0.005,-0.068,1.924,-1.473,-102.1,11.62,1,8.6,1,0.512,-8.24,11.67,-6.952,1,5,0.0889,0.0685,0.1092,0.0703
110.294,1,0.754,-14.23,10.67,5,73.4,21.1,0.09,-0.0596,0.084,0.001,-0.097,1.923,-1.478,-102.39,11.62,1,8.6,1,0.521,-10.66,7.07,0.0,0,5,0.0941,0.0701,0.0996,0.0719
110.362,1,0.747,-13.98,10.08,5,72.8,21.1,0.09,-0.0576,0.088,-0.003,-0.08,1.92,-1.486,-102.9,11.62,1,7.54,1,0.536,-11.15,2.47,0.0,0,5,0.1072,0.0721,0.098,0.074
110.393,1,0.729,-13.98,9.6,5,72.3,21.1,0.09,-0.0505,0.088,-0.003,-0.08,1.92,-1.486,-102.9,11.62,1,7.54,1,0.545,-10.18,4.56,0.0,0,5,0.1072,0.0721,0.098,0.074
110.428,1,0.707,-13.48,11.15,5,72.1,21.1,0.09,-0.042,0.089,0.002,0.009,1.92,-1.49,-102.96,11.62,1,7.54,1,0.55,-9.69,3.64,0.0,0,5,0.0998,0.0814,0.0998,0.074
110.494,1,0.721,-12.98,11.03,5,71.9,21.11,0.09,-0.0745,0.09,0.007,-0.034,1.919,-1.495,-103.02,11.62,1,7.54,1,0.562,-9.21,2.55,0.0,0,5,0.0907,0.0925,0.1018,0.074
110.531,1,0.718,-12.73,11.03,5,71.8,21.1,0.09,-0.0778,0.09,0.003,-0.091,1.918,-1.499,-103.19,11.62,1,8.15,1,0.567,-9.69,3.68,0.0,0,5,0.0924,0.085,0.0998,0.0813
