t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
6.506,1,0.862,-2.99,0.3,5,74.0,20.56,0.123,0.0259,0.121,-0.002,0.001,12.49,-1.04,1,0.682,-0.48,-1.29,5.261,1,4,0.1295,0.1166,0.1221,0.1166
6.549,1,0.868,-3.24,-0.02,5,74.3,20.0,0.105,0.0239,0.113,-0.004,-0.053,12.49,-1.04,1,0.637,0.97,-2.1,1.162,1,4,0.1215,0.1105,0.1086,0.1123
6.577,1,0.865,-3.24,-0.25,5,74.4,20.0,0.1122,0.0322,0.111,-0.004,-0.06,12.49,-1.04,1,0.646,1.45,3.4,-2.218,1,4,0.1152,0.1078,0.1078,0.1152
6.608,1,0.865,-3.24,-0.91,5,74.1,20.46,0.119,0.036,0.11,-0.003,0.017,12.49,-1.04,1,0.646,1.45,3.4,-2.218,1,4,0.1042,0.1078,0.106,0.1206
6.68,1,0.878,-3.49,-0.22,5,74.4,20.0,0.1472,0.0508,0.115,-0.0,0.042,12.49,-1.46,1,0.532,1.94,2.42,0.0,0,3,0.1094,0.1205,0.1076,0.1205
6.705,1,0.878,-2.99,-0.56,5,75.0,20.0,0.154,0.0381,0.115,-0.0,0.042,12.49,-1.46,1,0.532,1.94,2.42,0.0,0,3,0.1094,0.1205,0.1076,0.1205
6.777,1,0.871,-2.5,-0.21,5,74.9,20.0,0.1442,0.0392,0.123,0.001,-0.005,12.49,-1.46,1,0.584,2.42,16.57,0.0,0,4,0.1144,0.1329,0.1144,0.1292
6.808,1,0.872,-2.0,-0.61,5,74.7,20.0,0.1511,0.0253,0.127,0.003,0.053,12.49,-1.46,1,0.514,2.91,3.63,0.0,0,3,0.1144,0.1366,0.1237,0.1329
6.879,1,0.864,-1.5,-0.57,5,74.6,20.0,0.1792,0.0327,0.14,0.007,0.057,12.49,-0.78,1,0.585,3.39,23.26,0.0,0,4,0.1224,0.1558,0.1372,0.1428
6.906,1,0.865,-1.25,-0.31,5,74.7,20.46,0.1675,0.0247,0.143,0.006,0.098,12.49,-0.78,1,0.585,3.39,23.26,0.0,0,4,0.128,0.1558,0.1409,0.1465
6.977,1,0.86,-0.75,-0.11,5,74.3,20.0,0.1192,0.0154,0.155,0.005,0.02,12.49,-0.78,1,0.544,5.33,42.27,0.0,0,4,0.1428,0.1632,0.1558,0.1576
7.007,1,0.862,-0.75,-0.11,5,74.1,20.0,0.1074,0.0056,0.155,0.005,-0.029,12.49,-0.78,1,0.544,5.33,42.27,0.0,0,4,0.1409,0.1669,0.1539,0.1595
7.075,1,0.863,-0.75,-0.15,5,75.2,20.0,0.07,0.0074,0.147,-0.002,0.066,12.49,-0.78,1,0.35,0.97,65.34,0.0,0,4,0.1443,0.1573,0.1443,0.1573
7.177,1,0.867,-1.25,-0.31,5,75.1,19.45,0.07,0.0089,0.121,-0.006,-0.028,12.49,2.65,1,0.303,-4.36,72.47,0.0,0,4,0.1295,0.1073,0.124,0.124
7.213,1,0.88,-1.5,0.01,5,75.0,19.45,0.0771,0.0178,0.117,-0.006,-0.029,12.49,2.65,1,0.298,-4.36,73.09,0.0,0,4,0.124,0.0999,0.1203,0.1221
7.279,1,0.857,-2.5,-0.77,5,75.3,20.0,0.07,0.0144,0.105,-0.0,0.008,12.49,2.87,1,0.26,-6.3,70.47,0.0,0,3,0.1076,0.1039,0.1057,0.1039
7.306,1,0.871,-2.5,-0.91,5,75.4,20.0,0.0768,0.0403,0.103,0.0,0.064,12.49,2.87,1,0.26,-6.3,70.47,0.0,0,3,0.1076,0.1039,0.102,0.0983
7.377,1,0.885,-2.75,-0.0,5,75.8,20.0,0.105,0.0401,0.091,-0.002,-0.041,12.49,2.87,1,0.281,-5.33,73.65,0.0,0,3,0.1039,0.089,0.089,0.0816
7.408,1,0.867,-2.75,-0.8,5,75.6,19.45,0.1118,0.0271,0.087,-0.002,-0.028,12.49,2.87,1,0.281,-5.33,73.65,0.0,0,3,0.0964,0.0853,0.0853,0.0816
7.445,1,0.864,-2.5,-0.79,5,75.5,19.45,0.1261,0.0421,0.083,-0.003,0.006,12.49,2.87,1,0.281,-5.33,73.65,0.0,0,3,0.0835,0.0797,0.0797,0.089
7.479,1,0.876,-2.25,-0.45,5,75.0,19.45,0.14,0.04,0.08,-0.001,0.052,12.49,2.5,1,0.275,-5.33,75.64,0.0,0,3,0.0686,0.0816,0.076,0.0927
7.514,1,0.898,-1.75,-0.99,5,75.0,20.0,0.1539,0.0304,0.081,0.001,0.05,12.49,2.5,1,0.277,-5.33,76.17,0.0,0,3,0.0668,0.089,0.0742,0.0927
7.545,1,0.893,-1.75,-0.49,5,74.9,20.0,0.1617,0.0381,0.085,0.005,0.053,12.49,2.5,1,0.285,-5.33,76.13,0.0,0,3,0.0631,0.102,0.0779,0.0964
7.578,1,0.872,-1.25,-0.17,5,75.1,19.45,0.175,0.0272,0.097,0.006,0.054,12.49,2.5,1,0.289,-5.33,76.76,0.0,0,3,0.0742,0.1168,0.089,0.1094
7.616,1,0.877,-1.25,-0.32,5,75.1,19.85,0.189,0.0136,0.115,0.004,0.094,12.49,2.5,1,0.272,-4.85,76.15,0.0,0,3,0.0964,0.1298,0.1076,0.1243
7.679,1,0.869,-0.75,-0.19,5,74.3,19.45,0.2015,0.0195,0.142,0.001,0.012,12.49,2.24,1,0.273,0.0,0.0,0.0,0,2,0.1354,0.1502,0.1372,0.1465
7.777,1,0.841,-0.25,-0.06,5,72.2,19.45,0.2004,0.0111,0.181,0.003,0.025,12.49,2.24,1,0.214,25.69,0.0,0.0,0,2,0.1706,0.1929,0.1743,0.1855
7.845,1,0.864,0.25,-0.72,5,73.8,20.46,0.1962,0.0024,0.191,0.003,-0.019,12.49,2.24,1,0.148,45.56,0.0,0.0,0,1,0.1836,0.1966,0.1929,0.1929
7.876,1,0.785,0.25,0.96,5,73.7,20.04,0.1926,0.0158,0.198,0.002,0.017,12.49,2.24,1,0.138,52.83,0.0,0.0,0,1,0.1873,0.1984,0.1966,0.1984
7.977,1,0.571,0.75,1.49,4,72.2,21.34,0.1878,-0.0299,0.194,-0.001,-0.045,12.49,1.68,0,0.0,0.0,0.0,0.0,0,0,0.191,0.1929,0.1929,0.1984
8.077,1,0.326,-0.5,8.99,3,73.2,26.95,0.1277,-0.0378,0.185,0.001,-0.001,12.49,3.14,0,0.0,0.0,0.0,0.0,0,0,0.1873,0.1855,0.1855,0.1799
8.176,1,0.062,1.0,0.0,1,77.0,37.93,0.07,-0.151,0.164,-0.005,-0.088,12.49,3.14,0,0.0,0.0,0.0,0.0,0,0,0.1694,0.1436,0.1749,0.1694
8.278,1,0.049,9.73,0.0,1,69.5,15.47,0.035,-0.151,0.132,-0.005,-0.138,12.49,6.3,0,0.0,0.0,0.0,0.0,0,0,0.1532,0.1163,0.1384,0.1218
8.375,0,0.0,0.0,0.0,0,59.8,0.0,0.035,-0.151,0.1,-0.009,-0.163,12.49,6.3,0,0.0,0.0,0.0,0.0,0,0,0.1243,0.0786,0.117,0.106
8.476,1,0.028,-2.99,0.0,1,50.5,33.94,0.0,-0.6,0.069,-0.003,-0.274,12.49,2.0,0,0.0,0.0,0.0,0.0,0,0,0.1039,0.0408,0.0909,0.0389
8.508,1,0.05,-3.24,0.0,1,51.1,34.44,0.0,-0.6,0.056,-0.002,-0.445,12.49,2.0,0,0.0,0.0,0.0,0.0,0,0,0.1001,0.0148,0.0927,0.0167
8.575,1,0.073,-5.24,0.0,1,56.1,26.45,0.0,-0.6,-0.002,-0.005,-0.678,12.49,2.0,0,0.0,0.0,0.0,0.0,0,0,0.1057,-0.1076,0.0946,-0.1001
8.677,0,0.0,0.0,0.0,0,69.8,0.0,0.0,-0.6,-0.032,0.0,-0.635,12.49,10.0,1,0.001,-58.29,0.0,0.0,0,1,0.0909,-0.1539,0.0909,-0.1558
8.776,1,0.017,20.04,0.0,1,72.9,28.48,0.0,-0.6,-0.033,-0.001,-0.601,12.49,10.0,0,0.0,0.0,0.0,0.0,0,0,0.0742,-0.1447,0.076,-0.1372
8.879,1,0.145,5.27,45.45,3,73.3,27.42,0.0,-0.6,-0.039,-0.002,-0.591,12.49,18.0,1,0.417,41.2,66.8,0.0,0,4,0.0705,-0.1372,0.0556,-0.1447
8.975,1,0.56,-12.73,40.14,5,72.2,28.16,0.0,-0.6,-0.038,-0.004,-0.571,12.49,18.0,1,0.633,15.99,63.26,0.0,0,5,0.0686,-0.1391,0.0538,-0.1372
9.045,1,0.61,-25.21,41.9,5,67.9,26.67,0.0075,-0.0454,-0.036,-0.001,-0.578,12.49,18.0,1,0.608,5.82,60.48,0.0,0,5,0.0631,-0.1409,0.0668,-0.1335
9.077,1,0.32,-20.04,41.63,4,65.4,26.3,0.0211,-0.1279,-0.037,0.003,-0.567,12.49,19.5,1,0.678,1.45,58.93,0.0,0,5,0.0631,-0.1298,0.0631,-0.1428
9.145,1,0.287,-26.9,40.1,4,67.8,24.47,0.0423,-0.2562,-0.029,0.002,-0.465,12.49,19.5,1,0.706,-8.24,56.19,0.0,0,5,0.0668,-0.1168,0.0631,-0.1298
9.176,1,0.319,-29.27,39.19,4,68.4,24.09,0.0561,-0.3403,-0.017,-0.001,-0.394,12.49,19.5,1,0.705,-15.03,53.43,0.0,0,5,0.0668,-0.102,0.0668,-0.0983
9.277,1,0.277,-32.17,37.71,4,68.6,23.0,0.07,-0.4064,0.026,-0.004,-0.222,12.49,31.5,1,0.796,-33.44,32.27,0.0,0,5,0.0705,-0.0185,0.0631,-0.0093
9.347,1,0.296,-32.43,36.07,4,67.0,23.58,0.07,-0.3553,0.051,0.0,-0.302,12.49,31.5,1,0.856,-40.71,22.51,0.0,0,5,0.0946,0.0111,0.0909,0.0074
9.375,1,0.299,-32.43,35.65,4,67.2,23.27,0.07,-0.3281,0.056,0.001,-0.33,12.49,31.5,1,0.861,-46.53,11.9,0.0,0,5,0.102,0.0111,0.102,0.0074
9.437,1,0.292,-32.96,34.85,4,67.4,22.99,0.07,-0.3255,0.06,-0.003,-0.29,12.49,31.5,1,0.878,-50.89,3.31,0.0,0,5,0.1113,0.0019,0.1113,0.0148
9.479,1,0.294,-32.96,34.31,4,66.8,23.0,0.07,-0.3069,0.064,-0.005,-0.245,12.49,34.13,1,0.893,-57.68,-15.13,0.0,0,5,0.115,0.0111,0.1076,0.0223
9.544,1,0.293,-32.96,33.24,4,67.6,22.4,0.07,-0.2998,0.071,-0.003,-0.228,12.49,34.13,1,0.935,-57.68,-16.31,0.0,0,5,0.1224,0.026,0.1094,0.026
9.575,1,0.299,-32.7,32.66,4,67.4,22.71,0.07,-0.2819,0.071,-0.002,-0.228,12.49,34.13,1,0.931,-57.19,-17.63,0.0,0,5,0.1205,0.0297,0.1113,0.026
9.676,1,0.301,-32.43,31.81,4,68.2,22.11,0.07,-0.2756,0.073,0.0,-0.191,12.49,34.13,1,0.922,-52.83,-14.34,0.0,0,5,0.0973,0.0404,0.1047,0.0478
9.705,1,0.302,-32.17,31.09,4,67.6,22.11,0.07,-0.2641,0.072,0.0,-0.219,12.49,26.59,1,0.916,-49.44,-8.99,0.0,0,5,0.0992,0.0404,0.1029,0.0441
9.776,1,0.302,-31.91,30.87,4,66.7,21.81,0.072,-0.254,0.076,-0.003,-0.172,12.49,26.59,1,0.884,-42.65,-2.29,0.0,0,5,0.116,0.0442,0.1031,0.0423
9.807,1,0.301,-31.91,30.47,4,66.6,21.5,0.073,-0.2533,0.077,-0.003,-0.197,12.49,26.59,1,0.884,-42.65,-2.29,0.0,0,5,0.116,0.0442,0.1049,0.0442
9.837,1,0.301,-31.91,29.72,4,66.4,21.51,0.075,-0.2456,0.076,-0.005,-0.206,12.49,26.59,1,0.884,-42.65,-2.29,0.0,0,5,0.1122,0.0392,0.1033,0.0499
9.871,1,0.301,-31.91,29.71,4,66.0,21.51,0.0785,-0.2322,0.074,-0.005,-0.207,12.49,26.59,1,0.884,-42.65,-2.29,0.0,0,5,0.1099,0.0354,0.1028,0.0496
9.907,1,0.301,-31.64,29.13,4,66.1,21.35,0.0786,-0.2319,0.073,-0.003,-0.215,12.48,19.53,1,0.884,-42.65,-2.29,0.0,0,5,0.1048,0.0338,0.1066,0.0462
9.975,1,0.304,-31.64,28.41,4,66.7,21.51,0.0813,-0.2243,0.07,0.002,-0.196,12.48,19.53,1,0.86,-33.44,16.29,0.0,0,5,0.1039,0.0371,0.1057,0.0315
10.074,1,0.305,-31.38,26.89,4,67.1,21.61,0.0848,-0.2113,0.074,0.0,-0.174,12.48,19.53,1,0.863,-30.54,17.21,0.0,0,5,0.1057,0.0371,0.1113,0.0408
10.176,1,0.721,-32.69,24.77,5,69.1,21.02,0.092,-0.1873,0.083,-0.004,-0.164,12.48,16.51,1,0.883,-29.08,16.89,0.0,0,5,0.1113,0.0482,0.1094,0.0631
10.238,1,0.739,-32.19,24.19,5,68.7,21.02,0.1021,-0.1354,0.094,-0.006,-0.107,12.48,16.51,1,0.883,-29.08,16.89,0.0,0,5,0.1243,0.0631,0.1131,0.0742
10.274,1,0.753,-31.69,23.59,5,67.8,21.6,0.1049,-0.132,0.096,-0.002,-0.014,12.48,16.51,1,0.853,-25.69,21.34,0.0,0,5,0.1243,0.0705,0.1168,0.0723
10.306,1,0.754,-31.44,23.48,5,67.4,21.6,0.1077,-0.128,0.1,0.004,-0.196,12.48,14.46,1,0.853,-25.69,21.34,0.0,0,5,0.1187,0.0853,0.1224,0.0742
10.411,1,0.756,-29.95,22.37,5,66.9,21.02,0.1082,-0.1275,0.106,0.001,-0.13,12.48,14.46,1,0.861,-24.23,17.37,0.0,0,5,0.1224,0.0853,0.128,0.0872
10.475,1,0.776,-28.45,21.54,5,66.4,21.02,0.1135,-0.1408,0.106,0.002,-0.049,12.48,14.46,1,0.877,-23.27,14.11,0.0,0,5,0.1224,0.0853,0.1298,0.0853
10.577,1,0.793,-25.21,20.09,5,66.6,21.11,0.1175,-0.1514,0.115,0.001,-0.098,12.47,14.46,1,0.881,-22.78,13.02,0.0,0,5,0.1317,0.0964,0.1354,0.0964
10.677,1,0.74,-15.47,18.15,5,67.8,21.11,0.1244,-0.1758,0.122,0.006,-0.127,12.47,13.49,1,0.893,-20.36,8.71,0.0,0,5,0.1428,0.1039,0.1521,0.089
10.744,1,0.778,-15.47,16.79,5,68.7,20.56,0.0884,-0.2022,0.125,0.0,-0.184,12.47,13.49,1,0.874,-17.93,11.06,0.0,0,5,0.151,0.0902,0.1602,0.0976
10.869,1,0.821,-15.47,14.78,5,69.5,20.56,0.07,-0.1604,0.111,-0.003,-0.092,12.47,13.49,1,0.854,-19.87,6.78,6.765,1,5,0.1436,0.0755,0.1418,0.0847
10.973,1,0.828,-15.47,14.6,5,70.0,20.56,0.0998,-0.1204,0.104,0.006,-0.14,12.5,12.87,1,0.826,-20.36,2.35,6.404,1,5,0.1261,0.089,0.1298,0.0705
11.008,1,0.845,-15.72,14.08,5,70.7,20.2,0.1068,-0.1169,0.098,0.002,-0.151,12.5,12.87,1,0.818,-20.36,2.24,0.0,0,5,0.1187,0.0797,0.1205,0.0742
11.075,1,0.825,-15.97,13.32,5,70.7,19.85,0.1225,-0.133,0.096,0.001,-0.073,12.5,12.87,1,0.792,-20.84,-2.07,0.0,0,5,0.1113,0.0723,0.1224,0.0779
11.173,1,0.834,-14.97,12.13,5,70.0,20.2,0.1504,-0.1659,0.104,0.001,-0.117,12.5,11.37,1,0.731,-14.54,2.18,6.214,1,4,0.1181,0.0849,0.1255,0.0886
11.276,1,0.868,-12.48,11.31,5,70.8,20.56,0.1564,-0.1583,0.141,0.007,-0.11,12.5,11.37,1,0.72,-9.69,11.04,0.0,0,4,0.1558,0.128,0.1688,0.1131
11.375,1,0.89,-12.98,11.4,5,72.0,20.0,0.1325,-0.1279,0.155,0.002,-0.172,12.5,9.7,1,0.724,-10.18,8.92,4.114,1,4,0.1762,0.1261,0.1892,0.1298
11.47,1,0.884,-13.98,11.91,5,71.5,20.56,0.1657,-0.1711,0.147,-0.001,-0.057,12.5,9.7,1,0.726,-11.15,3.75,4.909,1,4,0.1743,0.1205,0.1706,0.1224
11.511,1,0.875,-13.98,11.65,5,70.8,20.56,0.1633,-0.1685,0.151,0.0,-0.227,12.52,10.55,1,0.72,-11.15,3.77,5.016,1,4,0.178,0.1317,0.1706,0.1224
11.574,1,0.895,-14.47,11.14,5,72.5,20.0,0.1645,-0.165,0.152,0.002,-0.215,12.52,10.55,1,0.758,-14.06,16.1,0.0,0,5,0.1743,0.128,0.1799,0.1243
11.641,1,0.901,-13.48,9.8,5,72.1,20.2,0.167,-0.1506,0.162,0.001,-0.151,12.52,10.55,1,0.746,-14.06,26.71,0.0,0,5,0.1873,0.1298,0.1966,0.1354
11.669,1,0.898,-13.48,9.95,5,72.5,20.0,0.1731,-0.1366,0.166,0.001,-0.171,12.52,10.55,1,0.746,-14.06,26.71,0.0,0,5,0.1892,0.1372,0.1966,0.1391
11.77,1,0.885,-12.48,8.61,5,71.6,20.0,0.1727,-0.1383,0.174,0.006,-0.146,12.52,10.55,1,0.736,-15.03,35.37,0.0,0,5,0.1929,0.1539,0.2059,0.1447
11.874,1,0.9,-11.73,7.59,5,72.6,20.0,0.1784,-0.1195,0.178,0.001,-0.017,12.52,10.55,1,0.695,-19.87,42.71,0.0,0,5,0.1929,0.1576,0.2003,0.1595
11.969,1,0.911,-10.73,7.01,5,72.8,20.0,0.1809,-0.1015,0.182,0.002,-0.107,12.53,13.09,1,0.681,-20.36,46.81,0.0,0,5,0.1966,0.1632,0.2059,0.1632
12.041,1,0.9,-10.23,5.94,5,73.1,20.0,0.1842,-0.0985,0.186,0.005,-0.071,12.53,13.09,1,0.69,-26.17,52.34,0.0,0,5,0.1966,0.1725,0.2096,0.1651
12.068,1,0.898,-10.23,6.23,5,73.3,20.0,0.1859,-0.0762,0.187,0.005,-0.131,12.53,13.09,1,0.69,-26.17,52.34,0.0,0,5,0.1984,0.1743,0.2096,0.1651
12.169,1,0.889,-8.98,5.59,5,73.3,19.97,0.1859,-0.081,0.188,0.001,-0.068,12.53,17.22,1,0.635,-30.54,55.29,0.0,0,5,0.1984,0.1706,0.2077,0.1762
12.21,1,0.889,-8.73,5.26,5,73.0,20.0,0.1901,-0.0804,0.191,0.003,-0.126,12.53,17.22,1,0.629,-37.81,54.62,0.0,0,5,0.2021,0.1817,0.2059,0.1743
12.24,1,0.888,-8.98,5.18,5,72.6,19.97,0.1909,-0.0737,0.189,-0.001,-0.143,12.53,17.22,1,0.646,-38.78,55.2,0.0,0,5,0.204,0.1799,0.1966,0.1762
12.27,1,0.881,-9.23,5.13,5,72.5,20.0,0.1901,-0.0667,0.19,-0.001,-0.066,12.53,17.22,1,0.646,-38.78,55.2,0.0,0,5,0.204,0.1762,0.2003,0.178
12.31,1,0.873,-8.73,4.85,5,72.0,20.0,0.1892,-0.0611,0.191,-0.001,-0.088,12.53,23.04,1,0.671,-39.26,53.73,0.0,0,5,0.2021,0.1669,0.2114,0.1817
12.374,1,0.876,-9.23,4.44,5,71.9,20.0,0.1909,-0.0595,0.197,0.0,-0.066,12.53,23.04,1,0.677,-36.84,51.92,0.0,0,5,0.2091,0.185,0.2091,0.185
12.442,1,0.885,-8.73,3.9,5,71.9,19.45,0.1892,-0.0407,0.195,-0.002,-0.093,12.53,23.04,1,0.723,-34.9,45.09,0.0,0,5,0.204,0.1743,0.2114,0.191
12.468,1,0.893,-8.98,4.1,5,72.4,19.97,0.1909,-0.0326,0.195,-0.001,-0.123,12.53,23.04,1,0.723,-34.9,45.09,0.0,0,5,0.2003,0.1762,0.2114,0.1929
12.509,1,0.884,-8.98,5.21,5,72.4,19.97,0.1901,-0.0345,0.194,0.0,0.028,12.55,27.06,1,0.727,-30.54,44.08,0.0,0,5,0.204,0.1817,0.2059,0.1836
12.569,1,0.841,-8.49,8.88,5,72.7,19.97,0.1901,-0.0655,0.195,-0.0,-0.043,12.55,27.06,1,0.734,-27.63,41.88,0.0,0,5,0.2054,0.1832,0.2054,0.185
12.639,1,0.759,-7.99,17.01,5,72.1,20.04,0.1537,-0.1353,0.191,0.003,-0.012,12.55,27.06,1,0.758,-21.81,38.21,0.0,0,5,0.1929,0.1892,0.1984,0.1836
12.668,1,0.775,-7.99,23.59,5,72.9,22.22,0.1423,-0.2496,0.191,0.006,-0.014,12.55,27.06,1,0.758,-21.81,38.21,0.0,0,5,0.1947,0.1929,0.2003,0.1762
12.74,1,0.634,-7.99,31.78,5,75.6,25.56,0.0939,-0.341,0.186,-0.003,-0.131,12.55,35.08,1,0.802,-21.33,27.05,0.0,0,5,0.2021,0.1669,0.1984,0.1762
12.84,1,0.655,-6.99,36.82,5,74.5,25.95,0.07,-0.4242,0.166,-0.004,-0.133,12.55,35.08,1,0.823,-28.11,-2.38,0.0,0,5,0.1818,0.1414,0.1837,0.158
12.867,1,0.784,-2.99,35.56,5,73.3,24.79,0.07,-0.4242,0.162,-0.006,-0.176,12.55,35.08,1,0.823,-28.11,-2.38,0.0,0,5,0.1818,0.1322,0.18,0.1543
12.941,1,0.792,1.25,34.29,5,74.6,23.46,0.07,-0.4242,0.137,-0.012,-0.189,12.56,45.0,1,0.837,-32.47,-20.32,0.0,0,5,0.1817,0.0909,0.1595,0.115
12.973,1,0.788,2.25,33.62,5,74.9,23.46,0.07,-0.4242,0.129,-0.009,-0.242,12.56,45.0,1,0.838,-32.47,-22.38,0.0,0,5,0.1762,0.0853,0.1558,0.1001
13.04,1,0.796,3.99,32.7,5,75.7,23.96,0.07,-0.4242,0.107,-0.009,-0.32,12.56,45.0,1,0.834,-32.96,-25.8,0.0,0,5,0.1657,0.0589,0.1362,0.0663
13.068,1,0.809,3.74,32.28,5,75.8,23.73,0.07,-0.4242,0.103,-0.011,-0.394,12.56,45.0,1,0.834,-32.96,-25.8,0.0,0,5,0.1657,0.0516,0.1326,0.0626
13.107,1,0.873,3.74,32.11,5,76.7,23.46,0.07,-0.4242,0.094,-0.013,-0.335,12.56,45.0,1,0.834,-35.38,-31.3,0.0,0,5,0.1595,0.0315,0.1298,0.0538
13.14,1,0.88,3.49,31.67,5,76.4,23.2,0.07,-0.4242,0.082,-0.011,-0.315,12.56,45.0,1,0.829,-37.32,-32.64,0.0,0,5,0.1465,0.013,0.128,0.0389
13.167,1,0.876,2.75,31.26,5,76.1,23.2,0.07,-0.4242,0.076,-0.012,-0.328,12.56,45.0,1,0.829,-37.32,-32.64,0.0,0,5,0.1428,0.0056,0.1224,0.0334
13.242,1,0.883,1.75,29.74,5,76.2,22.68,0.0712,-0.4315,0.065,-0.006,-0.368,12.56,45.0,1,0.838,-41.2,-38.27,0.0,0,5,0.1335,0.0,0.1187,0.0074
13.273,1,0.896,1.25,29.13,5,76.2,22.68,0.0785,-0.4755,0.064,-0.001,-0.374,12.56,45.0,1,0.828,-41.68,-39.25,0.0,0,5,0.128,0.0,0.1243,0.0019
13.373,1,0.878,-1.0,27.8,5,76.5,22.15,0.0813,-0.4928,0.062,0.001,-0.388,12.56,38.35,1,0.816,-36.35,-35.26,0.0,0,5,0.1255,0.0,0.1255,-0.0036
13.44,1,0.88,-2.25,25.94,5,76.8,22.15,0.0877,-0.4704,0.069,0.0,-0.449,12.56,38.35,1,0.828,-29.08,-21.96,0.0,0,5,0.1381,-0.0018,0.1417,0.0
13.474,1,0.894,-3.24,25.43,5,76.5,22.04,0.0965,-0.4254,0.073,0.005,-0.47,12.56,38.35,1,0.845,-28.6,-24.69,0.0,0,5,0.1372,0.0,0.1502,0.0019
13.54,1,0.867,-4.49,24.27,5,76.2,21.67,0.099,-0.4087,0.077,0.005,-0.38,12.56,24.85,1,0.833,-23.75,-17.21,0.0,0,5,0.1409,0.0074,0.1558,0.0037
13.567,1,0.866,-4.99,23.45,5,76.1,21.42,0.1045,-0.3739,0.077,0.001,-0.419,12.56,24.85,1,0.833,-23.75,-17.21,0.0,0,5,0.1447,0.0056,0.1521,0.0074
13.637,1,0.863,-6.24,22.31,5,76.7,21.46,0.1084,-0.3597,0.093,-0.005,-0.346,12.56,24.85,1,0.809,-18.9,-2.84,0.0,0,5,0.1595,0.026,0.1502,0.0352
13.667,1,0.85,-6.49,21.52,5,76.5,21.42,0.1138,-0.3421,0.096,-0.004,-0.327,12.56,24.85,1,0.826,-17.93,-3.92,7.481,1,5,0.1595,0.0334,0.1502,0.0408
13.767,1,0.822,-7.49,19.87,5,76.7,21.1,0.1176,-0.3426,0.111,-0.004,-0.258,12.56,15.65,1,0.806,-12.6,3.65,0.0,0,5,0.1632,0.0538,0.1595,0.0668
13.839,1,0.817,-8.49,19.1,5,76.4,21.1,0.1254,-0.3251,0.125,-0.007,-0.298,12.56,15.65,1,0.822,-13.57,4.44,0.0,0,5,0.1836,0.0631,0.1725,0.0816
13.867,1,0.811,-8.24,18.63,5,76.2,21.1,0.1291,-0.3077,0.127,-0.008,-0.249,12.56,15.65,1,0.822,-13.57,4.44,0.0,0,5,0.1836,0.0649,0.1725,0.0853
13.939,1,0.816,-8.73,17.34,5,75.3,21.1,0.1313,-0.3103,0.137,-0.004,-0.273,12.56,13.24,1,0.823,-10.18,7.21,0.0,0,5,0.1846,0.0867,0.179,0.096
13.968,1,0.815,-8.49,16.38,5,74.8,21.1,0.1363,-0.2894,0.141,-0.002,-0.237,12.56,13.24,1,0.823,-10.18,7.21,0.0,0,5,0.1864,0.0923,0.1846,0.0997
14.041,1,0.831,-7.99,15.63,5,74.5,20.96,0.1348,-0.2703,0.145,0.001,-0.159,12.56,13.24,1,0.814,-10.18,7.19,7.662,1,5,0.1855,0.102,0.191,0.102
14.066,1,0.818,-7.74,14.94,5,73.4,20.81,0.1414,-0.2748,0.144,0.002,-0.273,12.56,13.24,1,0.814,-10.18,7.19,7.662,1,5,0.1836,0.1057,0.1873,0.1001
14.167,1,0.811,-7.74,13.08,5,72.8,20.57,0.1489,-0.2759,0.145,-0.0,-0.193,12.56,11.26,1,0.825,-7.27,12.42,0.0,0,5,0.1855,0.101,0.1892,0.1047
14.239,1,0.829,-6.99,12.81,5,72.6,20.81,0.1577,-0.2473,0.158,0.003,-0.273,12.56,11.26,1,0.828,-8.24,6.98,5.985,1,5,0.1947,0.1224,0.1984,0.115
14.267,1,0.844,-6.74,11.87,5,73.0,20.57,0.159,-0.2523,0.16,0.003,-0.203,12.56,11.26,1,0.828,-8.24,6.98,5.985,1,5,0.1947,0.1243,0.2021,0.1187
14.338,1,0.861,-6.74,11.02,5,72.9,20.57,0.1635,-0.2369,0.162,0.006,-0.244,12.56,12.06,1,0.827,-9.21,3.32,3.974,1,5,0.191,0.1261,0.2096,0.1224
14.367,1,0.872,-6.24,10.32,5,74.2,20.57,0.1675,-0.2209,0.164,0.004,-0.192,12.56,12.06,1,0.825,-9.69,1.1,5.843,1,5,0.1947,0.128,0.2077,0.1243
14.439,1,0.854,-6.74,9.79,5,73.3,20.46,0.1709,-0.2118,0.169,-0.0,-0.238,12.56,12.06,1,0.868,-12.12,-5.59,1.303,1,5,0.204,0.1354,0.2021,0.1354
14.466,1,0.842,-6.74,9.41,5,72.9,20.81,0.1734,-0.1945,0.174,0.001,-0.159,12.56,12.06,1,0.868,-12.12,-5.59,1.303,1,5,0.204,0.1409,0.2096,0.1409
14.539,1,0.844,-6.49,8.72,5,74.1,20.04,0.1752,-0.1871,0.176,0.002,-0.201,12.56,12.07,1,0.875,-13.09,-9.27,2.731,1,5,0.2012,0.144,0.2122,0.1458
14.566,1,0.862,-6.49,8.43,5,74.7,20.04,0.1785,-0.1754,0.175,0.001,-0.07,12.56,12.07,1,0.875,-13.09,-9.27,2.731,1,5,0.203,0.144,0.2086,0.144
