t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
20.869,1,0.897,-1.0,-0.12,5,79.1,20.56,0.1004,0.0122,0.161,0.005,-0.06,12.5,-1.31,1,0.95,3.39,-0.42,-5.151,1,5,0.1558,0.1651,0.1669,0.1576
20.9,1,0.899,-1.25,-0.4,5,79.5,20.46,0.0912,0.0097,0.153,0.005,-0.031,12.53,-2.57,1,0.876,7.27,-0.23,-6.9,1,5,0.1447,0.1576,0.1595,0.1521
20.927,1,0.904,-1.25,-0.38,5,79.0,20.46,0.0795,0.0179,0.153,0.005,-0.003,12.53,-2.57,1,0.876,7.27,-0.23,-6.9,1,5,0.1428,0.1576,0.1576,0.1521
20.999,1,0.907,-1.5,-0.53,5,79.6,20.56,0.084,0.0177,0.137,-0.001,0.022,12.53,-2.57,1,0.958,8.72,9.64,-4.214,1,5,0.1491,0.127,0.1454,0.127
21.027,1,0.914,-2.0,-0.51,5,79.9,20.56,0.0908,0.0236,0.131,-0.0,-0.049,12.53,-2.57,1,0.958,8.72,9.64,-4.214,1,5,0.1454,0.1197,0.1418,0.1178
21.068,1,0.913,-2.5,-0.63,5,80.1,20.56,0.105,0.0288,0.122,0.002,-0.099,12.53,-2.57,1,0.95,7.76,8.47,-4.277,1,5,0.1372,0.115,0.1335,0.1039
21.092,1,0.91,-2.5,-0.75,5,80.6,20.56,0.1131,0.0369,0.122,0.003,-0.038,12.53,-2.57,1,0.95,7.76,8.47,-4.277,1,5,0.1335,0.115,0.1354,0.1039
21.127,1,0.914,-2.75,-0.96,5,80.5,20.46,0.1131,0.0384,0.118,0.005,-0.013,12.53,-4.5,1,0.95,7.76,8.47,-4.277,1,5,0.1218,0.1144,0.131,0.1052
21.199,1,0.912,-2.99,-0.87,5,80.8,20.56,0.0892,0.0428,0.106,-0.0,-0.001,12.53,-4.5,1,0.977,10.66,13.3,-2.924,1,5,0.1052,0.1034,0.107,0.107
21.227,1,0.91,-2.99,-0.74,5,80.8,20.56,0.096,0.0441,0.104,-0.003,0.07,12.53,-4.5,1,0.977,10.66,13.3,-2.924,1,5,0.1076,0.1039,0.0983,0.1057
21.299,1,0.91,-2.5,-0.88,5,80.2,20.56,0.1242,0.0423,0.098,0.001,0.048,12.53,-4.96,1,0.986,11.15,13.38,-2.162,1,5,0.0884,0.1031,0.0957,0.1049
21.328,1,0.909,-2.0,-0.77,5,79.8,20.56,0.131,0.0395,0.095,0.004,0.037,12.53,-4.96,1,0.986,11.15,13.38,-2.162,1,5,0.081,0.1013,0.0976,0.1013
21.402,1,0.907,-1.25,-0.6,5,79.1,20.46,0.1214,0.0316,0.093,0.007,0.058,12.53,-4.96,1,0.98,13.09,13.28,-2.299,1,5,0.0748,0.1094,0.0893,0.0966
21.5,1,0.906,-1.0,0.53,5,78.5,20.0,0.1513,0.0237,0.107,-0.004,0.072,12.53,-4.96,1,0.973,14.06,14.58,-3.569,1,5,0.1039,0.1187,0.0872,0.1168
21.535,1,0.905,-1.0,1.16,5,77.8,20.56,0.147,-0.0048,0.114,-0.005,0.049,12.53,-3.25,1,0.97,15.03,14.68,-2.653,1,5,0.115,0.1224,0.0946,0.1224
21.599,1,0.901,-1.0,1.71,5,77.3,20.56,0.1371,-0.0168,0.121,-0.002,0.024,12.53,-3.25,1,0.931,14.54,15.26,-0.129,1,5,0.115,0.1335,0.1057,0.1317
21.626,1,0.913,-1.0,1.76,5,77.2,20.0,0.1439,-0.03,0.122,0.0,0.03,12.53,-3.25,1,0.931,14.54,15.26,-0.129,1,5,0.1131,0.1354,0.1094,0.1298
21.697,1,0.914,-0.25,0.62,5,76.8,20.0,0.146,-0.0313,0.122,-0.0,-0.013,12.53,-3.25,1,0.927,8.72,7.13,-2.96,1,5,0.1166,0.1221,0.1203,0.1277
21.795,1,0.91,-1.75,1.73,5,76.1,20.0,0.094,-0.0098,0.128,0.001,-0.022,12.53,0.42,1,0.963,7.27,1.88,-5.247,1,5,0.1261,0.1261,0.1335,0.128
21.826,1,0.914,-1.25,1.39,5,76.1,20.0,0.0888,-0.0101,0.128,0.002,-0.011,12.53,0.42,1,0.963,7.27,1.88,-5.247,1,5,0.1224,0.1261,0.1354,0.1298
21.899,1,0.904,-2.0,1.9,5,76.7,19.45,0.1028,-0.0121,0.123,-0.001,0.002,12.53,0.42,1,0.97,7.27,1.83,-3.607,1,5,0.1187,0.1187,0.1243,0.1298
21.967,1,0.91,-1.25,1.45,5,78.6,20.0,0.0888,-0.0131,0.112,-0.002,0.055,12.53,-0.67,1,0.967,7.27,1.84,-3.602,1,5,0.1178,0.1141,0.1049,0.1105
22.0,1,0.906,-0.75,1.55,5,78.6,20.0,0.1028,-0.0149,0.108,-0.002,-0.013,12.53,-0.67,1,0.96,7.76,2.26,-2.08,1,5,0.1178,0.1086,0.1031,0.1013
22.033,1,0.908,-1.0,1.75,5,78.5,20.0,0.1167,-0.0241,0.107,-0.002,-0.068,12.53,-0.67,1,0.963,7.27,2.79,-3.209,1,5,0.1141,0.1068,0.1031,0.1049
22.099,1,0.916,0.0,0.94,5,78.3,19.97,0.1299,-0.0274,0.105,0.001,-0.022,12.53,-0.67,1,0.96,7.27,2.81,-3.214,1,5,0.0964,0.1039,0.1094,0.1113
22.134,1,0.922,-0.25,1.27,5,78.6,20.0,0.1397,-0.0236,0.103,0.001,-0.002,12.53,-1.33,1,0.96,7.27,2.81,-3.214,1,5,0.0964,0.1039,0.1057,0.1076
22.198,1,0.919,-0.75,1.42,5,77.6,20.0,0.1295,-0.0247,0.108,-0.003,0.032,12.53,-1.33,1,0.967,7.27,1.85,-3.618,1,5,0.115,0.1094,0.1001,0.1076
22.298,1,0.931,-1.0,2.03,5,76.5,20.0,0.1433,-0.0246,0.123,0.001,-0.031,12.53,-1.33,1,0.967,7.27,1.85,-3.621,1,5,0.1187,0.1261,0.1224,0.1261
22.334,1,0.927,-0.5,1.17,5,75.9,20.0,0.1294,-0.0315,0.122,0.001,0.01,12.53,-2.1,1,0.97,7.27,1.84,-3.625,1,5,0.1168,0.1261,0.1205,0.1243
22.392,1,0.949,-0.75,1.29,5,74.4,20.0,0.1293,-0.0201,0.121,0.004,-0.066,12.53,-2.1,1,0.967,7.27,1.86,-3.627,1,5,0.115,0.1224,0.1261,0.1187
22.433,1,0.949,-0.75,1.05,5,74.4,20.0,0.1293,-0.0194,0.117,0.003,-0.014,12.53,-2.1,1,0.955,6.79,1.06,-2.077,1,5,0.1168,0.115,0.1243,0.1113
22.499,1,0.963,0.75,0.19,5,73.3,20.0,0.1125,-0.012,0.122,-0.0,-0.048,12.53,-2.1,1,0.909,12.12,10.3,-3.29,1,5,0.128,0.1187,0.1243,0.1168
22.598,1,0.9,0.75,-0.48,5,69.9,20.0,0.1476,-0.0132,0.123,0.003,-0.011,12.51,-3.14,1,0.923,11.15,8.99,-1.813,1,5,0.1178,0.1234,0.1289,0.1215
22.697,1,0.862,0.75,-0.61,5,67.5,20.0,0.1587,0.0042,0.131,-0.004,-0.08,12.51,-3.14,1,0.914,11.15,9.49,-2.453,1,5,0.1354,0.1224,0.1224,0.1261
22.8,1,0.86,0.5,-0.57,5,67.4,19.97,0.1676,0.0087,0.15,0.003,-0.048,12.51,-3.78,1,0.894,11.15,10.44,-2.085,1,5,0.1428,0.1558,0.1502,0.1502
22.834,1,0.869,-0.75,0.22,5,67.9,20.0,0.1679,0.0106,0.151,0.003,0.01,12.51,-3.78,1,0.896,11.15,9.21,0.619,1,5,0.1447,0.1558,0.1521,0.1484
22.898,1,0.855,0.25,-0.38,5,67.2,20.0,0.1785,0.004,0.155,0.0,-0.017,12.51,-3.78,1,0.904,11.15,10.96,-0.976,1,5,0.1574,0.1539,0.1574,0.1521
23.0,1,0.873,-0.25,-0.37,5,68.5,20.04,0.1747,0.0074,0.17,0.002,0.007,12.54,-1.66,1,0.903,11.15,9.57,-3.935,1,5,0.1679,0.1753,0.1698,0.1679
23.025,1,0.883,0.25,-0.62,5,69.2,20.0,0.1628,0.0128,0.17,0.003,-0.026,12.54,-1.66,1,0.903,11.15,9.57,-3.935,1,5,0.1706,0.1743,0.1706,0.1632
23.099,1,0.929,0.25,-0.9,5,72.2,20.0,0.1525,0.012,0.172,0.002,0.0,12.54,-1.66,1,0.907,4.36,-2.2,-2.98,1,5,0.1684,0.1702,0.1776,0.1702
23.198,1,0.939,0.0,-0.81,5,76.4,19.97,0.1347,0.0168,0.163,-0.002,0.012,12.54,-0.82,1,0.878,4.36,0.62,-4.707,1,5,0.1651,0.1576,0.1632,0.1651
23.298,1,0.933,-0.5,-0.92,5,76.7,19.97,0.1512,0.0192,0.151,0.005,-0.05,12.54,-0.82,1,0.86,4.36,-0.96,-2.281,1,5,0.1428,0.1502,0.1613,0.1502
23.396,1,0.941,-1.0,-0.93,5,76.8,19.97,0.1642,0.0284,0.146,0.001,0.075,12.54,-1.23,1,0.746,4.36,-1.73,-5.867,1,4,0.1484,0.1484,0.1447,0.1409
23.466,1,0.943,-0.75,-0.74,5,76.5,20.0,0.1281,0.0294,0.156,-0.003,-0.014,12.54,-1.23,1,0.753,5.33,2.56,-7.033,1,4,0.1558,0.1632,0.1428,0.1632
23.496,1,0.95,-1.25,-0.83,5,75.8,20.04,0.1042,0.0199,0.151,-0.001,-0.006,12.54,-1.23,1,0.749,5.33,2.57,-7.031,1,4,0.1409,0.1558,0.1428,0.1632
23.558,1,0.959,-1.25,-0.71,5,76.2,20.46,0.1066,0.027,0.145,-0.001,-0.006,12.55,-2.71,1,0.744,5.33,2.36,-1.907,1,4,0.1354,0.1409,0.1465,0.1558
23.597,1,0.958,-1.5,-0.37,5,76.7,20.0,0.1206,0.0258,0.146,-0.002,-0.041,12.55,-2.71,1,0.733,9.69,11.93,0.0,1,4,0.1409,0.1391,0.1484,0.1558
23.691,1,0.957,-1.75,-0.83,5,76.5,20.0,0.1554,0.023,0.139,-0.004,-0.002,12.55,-2.71,1,0.742,8.72,9.83,-0.586,1,4,0.1391,0.1409,0.128,0.1465
23.791,1,0.955,-1.5,-0.25,5,75.8,20.04,0.1754,0.0382,0.134,-0.005,0.028,12.55,-3.0,1,0.736,9.69,9.38,-1.197,1,4,0.1335,0.1372,0.1205,0.1428
23.866,1,0.956,-1.0,-0.26,5,75.3,20.0,0.1754,0.0198,0.152,-0.006,0.038,12.55,-3.0,1,0.722,10.66,12.88,-2.473,1,4,0.1436,0.1528,0.1399,0.1731
23.891,1,0.964,-1.0,-0.25,5,75.5,19.97,0.1582,0.0138,0.155,-0.006,0.041,12.55,-3.0,1,0.722,10.66,12.88,-2.473,1,4,0.1491,0.1547,0.1418,0.1731
23.992,1,0.952,-1.25,0.37,5,74.6,20.2,0.1529,0.0143,0.163,-0.005,0.055,12.55,-1.48,1,0.656,9.21,12.79,2.682,1,4,0.1605,0.1678,0.1495,0.1751
24.097,1,0.942,-0.75,0.21,5,73.6,20.0,0.1478,0.0029,0.15,-0.009,0.013,12.55,-1.48,1,0.558,6.79,4.75,0.0,0,3,0.1521,0.1447,0.1372,0.1669
24.198,1,0.935,-0.75,0.76,5,72.8,20.46,0.1201,0.0022,0.149,-0.003,0.002,12.55,0.7,1,0.613,3.39,30.02,0.0,0,4,0.1465,0.1521,0.1409,0.1576
24.225,1,0.929,-0.75,0.6,5,73.0,20.46,0.1083,-0.007,0.147,-0.004,-0.01,12.55,0.7,1,0.613,3.39,30.02,0.0,0,4,0.1447,0.1447,0.1409,0.1558
24.296,1,0.908,-0.75,0.6,5,70.8,20.46,0.07,-0.004,0.14,-0.009,-0.056,12.55,0.7,1,0.541,1.45,32.71,0.0,0,4,0.1447,0.1261,0.1354,0.1521
24.365,1,0.91,-0.75,0.49,5,70.9,20.57,0.07,-0.0039,0.127,-0.005,-0.058,12.55,3.95,1,0.569,-0.97,50.25,0.0,0,4,0.1343,0.1216,0.1216,0.1307
24.432,1,0.922,-1.25,0.37,5,71.5,20.46,0.07,-0.0018,0.114,-0.001,-0.038,12.55,3.95,1,0.511,-6.3,58.26,0.0,0,4,0.118,0.1198,0.1071,0.1125
24.491,1,0.909,-1.75,0.24,5,70.4,20.46,0.07,0.0059,0.096,0.0,-0.025,12.55,3.95,1,0.466,-8.24,63.43,0.0,0,4,0.0964,0.0927,0.1001,0.0964
24.533,1,0.894,-1.75,0.23,5,69.2,20.46,0.0771,0.0136,0.09,-0.001,-0.086,12.53,10.62,1,0.411,-14.54,65.17,0.0,0,4,0.0927,0.0779,0.1001,0.0909
24.562,1,0.894,-1.75,-0.04,5,69.0,20.57,0.0843,0.0133,0.086,-0.003,-0.008,12.53,10.62,1,0.411,-14.54,65.17,0.0,0,4,0.0939,0.0681,0.0976,0.0829
24.596,1,0.892,-1.75,-0.03,5,68.6,20.56,0.0981,0.0174,0.082,-0.002,-0.071,12.53,10.62,1,0.408,-22.78,65.85,0.0,0,4,0.0957,0.07,0.0902,0.0736
24.663,1,0.9,-2.0,-0.22,5,69.7,20.56,0.1193,0.0169,0.076,0.004,0.012,12.53,10.62,1,0.441,-27.14,65.54,0.0,0,4,0.0779,0.0797,0.0797,0.0668
24.799,1,0.908,-1.25,-0.04,5,69.6,20.46,0.1681,0.0239,0.089,0.003,0.033,12.53,17.42,1,0.479,-36.35,71.33,0.0,0,5,0.0816,0.0964,0.0872,0.089
24.897,1,0.917,-0.75,-0.19,5,71.0,20.46,0.2031,0.0116,0.132,0.001,0.02,12.53,17.42,1,0.405,-39.74,72.91,0.0,0,5,0.1243,0.1372,0.128,0.1372
24.964,1,0.914,0.0,-0.01,5,70.7,20.56,0.2076,0.0107,0.162,0.004,0.062,12.53,21.41,1,0.44,-38.78,73.78,0.0,0,5,0.1502,0.1706,0.1613,0.1669
24.997,1,0.916,0.25,-0.09,5,70.4,20.44,0.2072,-0.0027,0.179,0.005,0.021,12.53,21.41,1,0.424,-38.29,73.53,0.0,0,5,0.1669,0.1892,0.178,0.1817
25.066,1,0.916,0.25,0.22,5,69.9,20.44,0.2074,-0.0017,0.195,0.0,0.006,12.53,21.41,1,0.394,-28.11,73.42,0.0,0,5,0.191,0.2003,0.191,0.1984
25.096,1,0.923,0.75,-0.21,5,71.1,20.0,0.2074,-0.0102,0.201,0.002,0.041,12.53,21.41,1,0.43,-25.2,71.69,0.0,0,5,0.1966,0.2077,0.1984,0.2003
25.198,1,0.899,1.0,1.87,5,71.8,20.57,0.2085,-0.0016,0.204,0.002,0.04,12.53,26.11,1,0.435,-7.76,70.23,0.0,0,5,0.2021,0.2096,0.2021,0.2003
25.263,1,0.732,1.25,1.85,4,71.5,20.25,0.1722,-0.0588,0.209,0.003,-0.015,12.53,26.11,1,0.431,5.33,70.28,0.0,0,5,0.2112,0.2186,0.2057,0.202
25.297,1,0.646,1.25,4.96,4,70.7,20.25,0.1798,-0.0623,0.204,0.003,-0.089,12.53,26.11,1,0.445,7.76,69.72,0.0,0,5,0.2002,0.2075,0.2057,0.202
25.397,1,0.324,1.0,0.0,2,62.3,21.32,0.1198,-0.1065,0.197,0.001,-0.022,12.53,33.1,1,0.486,15.99,66.23,0.0,0,5,0.2002,0.1892,0.2057,0.191
25.463,1,0.118,2.75,0.0,1,51.1,25.46,0.1187,-0.0087,0.181,0.002,-0.11,12.53,33.1,1,0.547,19.87,63.78,0.0,0,5,0.1882,0.1772,0.1901,0.1698
25.494,1,0.057,6.99,0.0,1,44.9,33.94,0.095,-0.0087,0.177,0.001,-0.004,12.53,33.1,1,0.581,20.84,59.98,0.0,0,5,0.1864,0.1716,0.1846,0.1661
25.525,0,0.0,0.0,0.0,0,31.9,0.0,0.0832,-0.0087,0.171,0.001,-0.048,12.51,36.95,1,0.581,20.84,59.98,0.0,0,5,0.1772,0.1624,0.1809,0.1624
25.562,1,0.007,30.59,0.0,1,29.3,23.2,0.0586,-0.0087,0.16,0.004,-0.084,12.51,36.95,1,0.655,31.02,59.52,0.0,0,5,0.1613,0.1521,0.1762,0.1521
25.664,0,0.0,0.0,0.0,0,23.0,0.0,0.035,-0.0087,0.13,-0.0,-0.054,12.51,36.95,1,0.73,47.98,60.48,0.0,0,5,0.1484,0.1187,0.1409,0.1131
25.693,0,0.0,0.0,0.0,0,14.9,0.0,0.0236,-0.1225,0.127,-0.0,-0.077,12.51,36.95,1,0.73,47.98,60.48,0.0,0,5,0.1428,0.115,0.1372,0.1113
25.732,0,0.0,0.0,0.0,0,12.9,0.0,0.0,-0.3639,0.116,0.003,-0.056,12.51,34.08,1,0.566,56.22,62.81,0.0,0,5,0.1187,0.1113,0.128,0.1076
25.762,0,0.0,0.0,0.0,0,8.8,0.0,0.0,-0.6,0.085,0.003,-0.143,12.51,34.08,1,0.49,58.65,62.06,0.0,0,4,0.0983,0.0686,0.1076,0.0649
25.788,0,0.0,0.0,0.0,0,7.6,0.0,0.0,-0.6,0.064,0.004,-0.529,12.51,34.08,1,0.49,58.65,62.06,0.0,0,4,0.089,0.0371,0.1001,0.0315
25.823,0,0.0,0.0,0.0,0,9.0,0.0,0.0,-0.6,0.022,0.004,-0.481,12.51,34.08,1,0.49,58.65,62.06,0.0,0,4,0.089,-0.0389,0.0909,-0.0519
25.893,0,0.0,0.0,0.0,0,20.0,0.0,0.0,-0.6,-0.013,0.006,-0.62,12.51,34.08,1,0.586,48.95,59.23,0.0,0,5,0.0853,-0.1076,0.0927,-0.1224
25.923,0,0.0,0.0,0.0,0,24.7,0.0,0.0,-0.6,-0.032,0.008,-0.582,12.51,34.08,1,0.721,44.59,59.48,0.0,0,5,0.0631,-0.1298,0.0816,-0.1447
25.964,1,0.012,28.45,0.0,2,31.5,17.54,0.0,-0.6,-0.046,0.01,-0.524,12.51,34.08,1,0.673,34.9,56.67,0.0,0,5,0.0482,-0.1335,0.0612,-0.1595
25.995,1,0.021,33.75,0.0,1,35.8,16.88,0.0,-0.6,-0.053,0.005,-0.538,12.51,34.08,1,0.713,30.05,55.31,0.0,0,5,0.0427,-0.1372,0.0408,-0.1576
26.024,1,0.116,21.96,31.98,3,36.1,23.73,0.0,-0.6,-0.055,-0.0,-0.536,12.51,34.08,1,0.713,30.05,55.31,0.0,0,5,0.0427,-0.1428,0.0315,-0.1521
26.062,1,0.17,16.22,38.92,3,39.2,25.84,0.0,-0.6,-0.057,-0.007,-0.51,12.51,34.08,1,0.713,19.39,52.88,0.0,0,5,0.0427,-0.1502,0.0223,-0.1409
26.095,1,0.241,10.98,41.5,3,41.6,30.06,0.0,-0.6,-0.057,-0.005,-0.441,12.51,34.08,1,0.732,15.03,50.55,0.0,0,5,0.0334,-0.1484,0.026,-0.1372
26.133,1,0.281,6.74,43.4,3,45.8,30.06,0.014,-0.0851,-0.057,-0.001,-0.482,12.51,34.08,1,0.745,10.66,50.05,0.0,0,5,0.0334,-0.1428,0.026,-0.1447
26.196,1,0.398,-2.5,43.1,4,58.7,28.2,0.035,-0.2119,-0.053,-0.001,-0.519,12.51,34.08,1,0.764,0.97,46.37,0.0,0,5,0.0408,-0.1372,0.0297,-0.1447
26.263,1,0.237,0.0,44.57,4,66.1,27.6,0.0561,-0.34,-0.045,-0.007,-0.328,12.51,34.08,1,0.726,-13.57,38.35,0.0,0,5,0.0352,-0.1261,0.0204,-0.1113
26.296,1,0.302,-3.43,44.3,4,70.4,27.7,0.07,-0.424,-0.038,-0.005,-0.27,12.51,34.08,1,0.805,-22.3,30.03,0.0,0,5,0.0222,-0.1018,0.0167,-0.0888
26.324,1,0.753,-18.47,42.97,5,72.8,26.9,0.07,-0.4242,-0.028,-0.004,-0.233,12.51,44.58,1,0.805,-22.3,30.03,0.0,0,5,0.0259,-0.087,0.0222,-0.074
26.361,1,0.735,-21.96,43.34,5,74.8,26.67,0.07,-0.4242,-0.01,-0.002,-0.345,12.51,44.58,1,0.812,-31.5,16.05,0.0,0,5,0.0444,-0.0666,0.0426,-0.0592
26.396,1,0.779,-21.71,42.55,5,75.9,26.27,0.07,-0.4242,0.015,-0.004,-0.368,12.51,44.58,1,0.851,-35.38,7.68,0.0,0,5,0.0835,-0.0482,0.0705,-0.0445
26.462,1,0.728,-24.21,40.54,5,76.6,25.56,0.07,-0.4242,0.047,-0.006,-0.312,12.51,44.58,1,0.86,-39.26,-0.63,0.0,0,5,0.1224,-0.0185,0.1001,-0.0148
26.495,1,0.334,-10.02,40.64,4,76.3,25.62,0.07,-0.4242,0.062,-0.006,-0.327,12.51,44.58,1,0.874,-40.23,-3.23,0.0,0,5,0.1317,0.0,0.1113,0.0037
26.535,1,0.335,-10.28,40.73,4,77.4,25.33,0.07,-0.4242,0.064,-0.002,-0.348,12.52,45.0,1,0.875,-41.2,-5.38,0.0,0,5,0.1298,0.0074,0.1168,0.0037
26.562,1,0.328,-10.28,40.19,4,77.1,25.05,0.07,-0.4242,0.064,-0.0,-0.397,12.52,45.0,1,0.88,-43.14,-7.08,0.0,0,5,0.1298,0.0074,0.1205,0.0
26.589,1,0.725,-23.96,40.78,5,77.2,25.0,0.07,-0.4242,0.063,0.0,-0.407,12.52,45.0,1,0.88,-43.14,-7.08,0.0,0,5,0.128,0.0037,0.1224,-0.0037
26.695,1,0.672,-24.71,36.79,5,76.7,24.48,0.07,-0.4242,0.068,0.0,-0.392,12.52,45.0,1,0.89,-48.95,-20.56,0.0,0,5,0.1354,0.0019,0.1335,0.0
26.761,1,0.765,-23.71,36.28,5,76.8,23.73,0.07,-0.4102,0.069,-0.0,-0.39,12.52,45.0,1,0.897,-51.86,-25.7,0.0,0,5,0.1354,0.0019,0.1354,0.0019
26.795,1,0.734,-25.21,36.07,5,77.0,23.73,0.07,-0.4166,0.068,-0.002,-0.375,12.52,45.0,1,0.891,-53.8,-29.62,0.0,0,5,0.1372,0.0,0.1317,0.0037
26.824,1,0.731,-25.7,35.74,5,77.5,23.73,0.07,-0.3949,0.068,-0.003,-0.404,12.52,45.0,1,0.891,-53.8,-29.62,0.0,0,5,0.1372,0.0,0.1298,0.0037
26.861,1,0.696,-25.95,35.1,5,77.7,23.2,0.07,-0.386,0.067,-0.002,-0.415,12.52,45.0,1,0.885,-57.68,-34.75,0.0,0,5,0.1372,0.0,0.1298,0.0
26.889,1,0.716,-25.95,34.53,5,77.2,23.2,0.07,-0.373,0.067,-0.001,-0.326,12.52,45.0,1,0.885,-57.68,-34.75,0.0,0,5,0.1354,0.0019,0.1298,0.0
26.934,1,0.722,-25.95,34.22,5,76.8,22.68,0.07,-0.366,0.069,0.003,-0.375,12.55,45.0,1,0.878,-61.07,-38.43,0.0,0,5,0.1335,0.0056,0.1354,0.0
27.032,1,0.738,-26.2,31.44,5,77.7,21.6,0.07,-0.3627,0.066,0.003,-0.358,12.55,45.0,1,0.859,-65.92,-44.44,0.0,0,5,0.1258,0.0093,0.1277,0.0
27.061,1,0.792,-25.46,29.95,5,77.9,21.6,0.0703,-0.3113,0.062,0.001,-0.372,12.55,45.0,1,0.823,-66.89,-46.25,0.0,0,5,0.1221,0.0037,0.1221,0.0
27.161,1,0.737,-27.45,28.24,5,78.8,21.62,0.0775,-0.2941,0.067,0.003,-0.321,12.55,34.99,1,0.853,-60.59,-43.13,0.0,0,5,0.1168,0.0167,0.1224,0.0111
27.189,1,0.746,-27.45,27.47,5,78.9,21.62,0.084,-0.2392,0.07,0.003,-0.259,12.55,34.99,1,0.853,-60.59,-43.13,0.0,0,5,0.1168,0.0204,0.1243,0.0167
27.223,1,0.753,-27.45,26.65,5,78.5,21.62,0.0892,-0.2282,0.07,0.001,-0.285,12.55,34.99,1,0.853,-60.59,-43.13,0.0,0,5,0.1102,0.0239,0.1194,0.0275
27.261,1,0.756,-27.7,26.49,5,78.7,21.62,0.0932,-0.2153,0.075,-0.0,-0.247,12.55,34.99,1,0.804,-49.44,-29.01,0.0,0,5,0.1157,0.0294,0.1194,0.0349
27.289,1,0.823,-26.95,25.38,5,79.4,21.62,0.0939,-0.21,0.078,0.0,-0.234,12.55,34.99,1,0.804,-49.44,-29.01,0.0,0,5,0.1157,0.0367,0.1194,0.0404
27.324,1,0.845,-26.2,24.42,5,77.5,21.62,0.0992,-0.2011,0.087,0.002,-0.139,12.55,22.99,1,0.804,-49.44,-29.01,0.0,0,5,0.1178,0.0552,0.1215,0.0516
27.36,1,0.86,-25.46,24.53,5,76.1,21.6,0.1038,-0.1929,0.095,0.004,-0.156,12.55,22.99,1,0.804,-49.44,-29.01,0.0,0,5,0.1189,0.0703,0.1279,0.0631
27.43,1,0.854,-25.21,24.77,5,74.5,21.6,0.1032,-0.2014,0.1,0.002,-0.132,12.55,22.99,1,0.865,-29.08,0.96,7.623,1,5,0.1252,0.078,0.127,0.0708
27.461,1,0.864,-24.96,24.65,5,74.5,21.6,0.1021,-0.2082,0.102,0.0,-0.218,12.55,22.99,1,0.875,-26.66,2.17,0.0,0,5,0.1273,0.0764,0.1273,0.0764
27.489,1,0.862,-24.96,24.01,5,74.1,21.02,0.1027,-0.2087,0.102,-0.003,-0.203,12.55,22.99,1,0.875,-26.66,2.17,0.0,0,5,0.131,0.072,0.1273,0.0794
27.561,1,0.862,-23.21,23.6,5,72.5,21.02,0.1057,-0.1958,0.105,0.002,-0.139,12.58,11.1,1,0.864,-14.06,19.34,0.0,0,5,0.1289,0.0736,0.1399,0.0773
27.588,1,0.849,-23.46,23.86,5,72.5,21.02,0.1077,-0.2102,0.108,0.005,-0.116,12.58,11.1,1,0.864,-14.06,19.34,0.0,0,5,0.1307,0.0829,0.1418,0.0755
27.662,1,0.803,-22.71,22.4,5,72.5,21.02,0.1064,-0.2078,0.113,-0.0,-0.135,12.58,11.1,1,0.835,-7.27,29.45,0.0,0,5,0.1372,0.0853,0.1391,0.089
27.688,1,0.823,-22.21,22.75,5,72.9,21.02,0.113,-0.2057,0.111,-0.002,-0.176,12.58,11.1,1,0.835,-7.27,29.45,0.0,0,5,0.1354,0.0816,0.1372,0.0909
27.761,1,0.83,-20.21,21.05,5,72.1,20.2,0.1117,-0.2104,0.112,-0.0,-0.118,12.58,11.26,1,0.852,-7.27,25.32,0.0,0,5,0.1403,0.0812,0.1421,0.0849
27.789,1,0.825,-20.21,21.33,5,72.2,20.44,0.1185,-0.2256,0.114,0.0,-0.143,12.58,11.26,1,0.852,-7.27,25.32,0.0,0,5,0.1421,0.0831,0.1458,0.0867
27.861,1,0.81,-19.72,20.39,5,70.3,20.2,0.1185,-0.2252,0.12,0.0,-0.208,12.58,11.26,1,0.867,-8.24,22.61,0.0,0,5,0.1502,0.0872,0.1521,0.089
27.895,1,0.867,-17.72,18.95,5,70.0,20.44,0.1229,-0.2251,0.12,-0.006,-0.234,12.58,11.26,1,0.875,-8.72,21.07,0.0,0,5,0.1613,0.0779,0.1502,0.089
27.96,1,0.867,-17.47,18.57,5,69.1,20.44,0.1298,-0.2359,0.125,-0.008,-0.246,12.6,13.23,1,0.896,-10.18,18.38,0.0,0,5,0.1651,0.0835,0.1502,0.1001
27.988,1,0.858,-17.22,17.73,5,68.8,20.2,0.1316,-0.2345,0.128,-0.005,-0.134,12.6,13.23,1,0.896,-10.18,18.38,0.0,0,5,0.1632,0.0909,0.1558,0.102
28.028,1,0.846,-15.97,17.9,5,67.5,20.44,0.1356,-0.2276,0.13,0.0,-0.187,12.6,13.23,1,0.905,-9.21,14.87,0.0,0,5,0.1595,0.1001,0.1613,0.1001
28.06,1,0.842,-15.47,16.95,5,67.0,20.2,0.1348,-0.2423,0.135,0.006,-0.249,12.6,13.23,1,0.904,-10.18,13.95,0.0,0,5,0.1613,0.1113,0.1706,0.0983
